file_name,file_path,source_phase,row_count,column_count,checksum,frozen_checksum,checksum_match,authoritative_status,evidence_use_status,audit_use_status,superseded_flag,governance_note
step_2d5_management_selection_contract.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d5_management_selection_contract.csv,2D-5,646,12,35b3f229b257796bba5090cf8c405176d376dfe15488f067a73e7872d543404d,35b3f229b257796bba5090cf8c405176d376dfe15488f067a73e7872d543404d,True,Verified,Permitted,Permitted,False,Authority verified for 2D-6
step_2d5_action_audit_requirement_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d5_action_audit_requirement_register.csv,2D-5,11628,13,eb429e015dfe99efe679c7a3a2de286a46316afe6c03d29663aba0d096ff5f0d,eb429e015dfe99efe679c7a3a2de286a46316afe6c03d29663aba0d096ff5f0d,True,Verified,Permitted,Permitted,False,Authority verified for 2D-6
step_2d5_action_explanation_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d5_action_explanation_register.csv,2D-5,646,11,6adad958bd004a0b7c8397c4b10bbf16c16e99e9dcad769989d7bc4109eef31f,6adad958bd004a0b7c8397c4b10bbf16c16e99e9dcad769989d7bc4109eef31f,True,Verified,Permitted,Permitted,False,Authority verified for 2D-6
step_2d5_queue_assignment_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d5_queue_assignment_register.csv,2D-5,646,13,48cc9e697ee1c7046b43c8c1f9375dbf01b7f7dd2bb8752615ab7f2f91447267,48cc9e697ee1c7046b43c8c1f9375dbf01b7f7dd2bb8752615ab7f2f91447267,True,Verified,Permitted,Permitted,False,Authority verified for 2D-6
step_2d5_streamlit_action_data_contract.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d5_streamlit_action_data_contract.csv,2D-5,12274,19,dc46f3a798c53ecd2d80a0802efc5c3e5a37d4bcf0f4fdbf6d6e8f9893704323,dc46f3a798c53ecd2d80a0802efc5c3e5a37d4bcf0f4fdbf6d6e8f9893704323,True,Verified,Permitted,Permitted,False,Authority verified for 2D-6
step_2d5_action_evidence_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d5_action_evidence_register.csv,2D-5,646,9,c40749f72dbdf20b43e2b89f2dcbf0590e5af1fa5ac678c6a93289f33398f094,c40749f72dbdf20b43e2b89f2dcbf0590e5af1fa5ac678c6a93289f33398f094,True,Verified,Permitted,Permitted,False,Authority verified for 2D-6
step_2d5_action_lineage_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d5_action_lineage_register.csv,2D-5,646,9,4d7e425058446a9710ea61395e737a3585c50a1f63c7dffc3632835160e57b2c,4d7e425058446a9710ea61395e737a3585c50a1f63c7dffc3632835160e57b2c,True,Verified,Permitted,Permitted,False,Authority verified for 2D-6
step_2d5_action_governance_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d5_action_governance_register.csv,2D-5,1,4,d4a0ecbb04701379355a68c295e418db66630948aa5604e35771ce98c8cd283e,d4a0ecbb04701379355a68c295e418db66630948aa5604e35771ce98c8cd283e,True,Verified,Permitted,Permitted,False,Authority verified for 2D-6
step_2d5_action_issue_register.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d5_action_issue_register.csv,2D-5,1,5,e6bdc799ad803490d62498e4e3958515ec9abae995de1c837e4904f38e468050,e6bdc799ad803490d62498e4e3958515ec9abae995de1c837e4904f38e468050,True,Verified,Permitted,Permitted,False,Authority verified for 2D-6
step_2d5_execution_summary.csv,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d5_execution_summary.csv,2D-5,1,70,4c37b13a5315582932218fd150cfa03ad7f12d32789d125c4020f6cc2ed21f38,4c37b13a5315582932218fd150cfa03ad7f12d32789d125c4020f6cc2ed21f38,True,Verified,Permitted,Permitted,False,Authority verified for 2D-6
step_2d5_manifest.json,C:\Users\DELL\OneDrive\Desktop\Sentinel360_Dynamic\outputs\decision_intelligence\step_2d5_manifest.json,2D-5,20,0,0db78181640c5efd90b2054165dc4e896fe6eba2e5e47a3d02e03af274b358e4,0db78181640c5efd90b2054165dc4e896fe6eba2e5e47a3d02e03af274b358e4,True,Verified,Permitted,Permitted,False,Authority verified for 2D-6
