lineage_completeness_id,decision_lineage_profile_id,decision_package_id,expected_stage_count,completed_stage_count,conditional_stage_count,missing_stage_count,orphan_stage_count,lineage_coverage_pct,lineage_completeness_status,audit_traceability_status,governance_note
LNC-40BF4DEE,LNP-C8264A5D,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-A6FF08F0,LNP-13CEF206,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261021,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-0EF7FFDD,LNP-D03BA371,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261127,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-22AFF657,LNP-ECB5898B,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261205,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-2F3B1FF9,LNP-0C121E35,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261220,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-4E0E9270,LNP-BE9C7FDC,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260202,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-93B32685,LNP-FEEBE849,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260206,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-837453BE,LNP-778F3183,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260330,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-DAD68E06,LNP-A3BE8ECF,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260409,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-24B9535C,LNP-DDBCD881,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260524,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-FAA295F3,LNP-88D57CFF,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260529,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-BA651DEC,LNP-6303D21C,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260611,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-0BDEC09C,LNP-90AAF28B,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260620,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-7605727C,LNP-EFEFD958,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260624,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-5FD27ADF,LNP-187E11E3,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260710,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-3649395F,LNP-472A8276,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260716,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-408FA6E8,LNP-65250DE0,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260814,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-FAC4F028,LNP-3786F493,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260925,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-031C20C7,LNP-E917A52E,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261019,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-27EDE349,LNP-9320F6E0,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-B84C702D,LNP-9ED8A268,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-01E50AED,LNP-718A9A28,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-8B4A0BD9,LNP-CC1AFED0,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-A7C86850,LNP-CD290A40,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-097E1AC0,LNP-6D5631EF,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-02D90B31,LNP-96C21F0B,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260214,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-141ED116,LNP-28EA344C,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260325,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-5D159C60,LNP-67B6C6E5,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260404,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-65365D1A,LNP-268FB476,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260408,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-8C7AB544,LNP-E401B992,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260413,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-B56FB4FC,LNP-FF8FF82E,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260424,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-A2476968,LNP-8AE147FC,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260509,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-AE877B79,LNP-E5C31810,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260618,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-32696013,LNP-A8AD6A8F,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260623,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-B8B65259,LNP-D43F0AFD,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260629,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-27E256CC,LNP-A8D8F772,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260703,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-30B3115D,LNP-C80E4143,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260709,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-FF27E04C,LNP-A2651819,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260719,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-AFA5A137,LNP-6FE7EA3E,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260809,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-D0E87B86,LNP-653B506E,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260824,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-9E6481F0,LNP-FA7631BE,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260904,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-9C505F93,LNP-72818609,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260923,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-EC4DDBDF,LNP-76DE88EE,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260928,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-856CD671,LNP-44DD3027,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261007,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-4C2B0416,LNP-3C111059,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261023,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-27AD2146,LNP-9EDA254E,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261027,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-1BDDDC3F,LNP-3E13017B,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261202,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-CA317EA1,LNP-54501AEA,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-43ADBFDD,LNP-3D6DBD40,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-2481C2BB,LNP-57030FC5,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-E2C9A8A0,LNP-B25FFD49,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-AE51B395,LNP-841D25D2,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-AD3B705C,LNP-AED6800F,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260507,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-EE01F7E5,LNP-8F87FB4B,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260511,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-C4B040E1,LNP-65618CEB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260520,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-19EB9133,LNP-61D0A624,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260606,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-0854F3F0,LNP-22206510,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260610,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-5583AA98,LNP-A440C007,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260619,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-99F3D9E5,LNP-604031F5,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260704,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-7222C2F5,LNP-62437778,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260723,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-F363E0EB,LNP-04694719,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260804,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-8E33405B,LNP-DDE3CD75,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260810,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-90542498,LNP-C98A173A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260901,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-B3D92B98,LNP-16C36AC2,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260912,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-30C42857,LNP-F9125679,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261023,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-C5AD42D0,LNP-4AE8F19D,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261031,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-42755971,LNP-CA80EE62,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261108,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-73845DFF,LNP-7B28F47A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260122,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-5F476596,LNP-ECB87FBA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260328,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-70907420,LNP-51FCFAD7,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260409,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-4D05286A,LNP-E3C9FE27,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260422,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-CF417229,LNP-D1BA227A,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260426,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-7FC11FF8,LNP-B492EFA1,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260515,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-3D93689A,LNP-35E06B3D,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260521,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-1DA20452,LNP-7BDBBB24,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260615,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-6B3C0F0A,LNP-31EA747F,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260621,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-0FE3FA93,LNP-5C159253,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260626,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-AC063443,LNP-DE889311,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-AB8CAB2F,LNP-8E57F19B,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260727,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-194F55F0,LNP-0C760690,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260910,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-232D10C8,LNP-A1B463C7,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260915,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-E50266D8,LNP-92D9ABB7,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260921,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-F1AFE065,LNP-72F7E9ED,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260930,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-6AE14F35,LNP-3487D2FE,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261015,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-AE132C46,LNP-7AB2BA2C,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261019,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-F5DB8A22,LNP-BE4546EE,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261027,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-8C919193,LNP-E0D457D7,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261111,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-770BC4E1,LNP-E6704B9C,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261115,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-A2244174,LNP-79C81F77,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261126,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-A75A1020,LNP-7DFFD2D1,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261202,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-8D271064,LNP-AC66540D,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261207,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-5E7C7E00,LNP-4C8CE2B3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261227,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-FA152C27,LNP-455BE8B2,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260402,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-01EE432F,LNP-7797B25F,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260412,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-9301186D,LNP-44F6099C,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260421,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-9398CB23,LNP-8576E09F,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260428,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-91C7952E,LNP-2278C97D,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260531,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-DC87B9D6,LNP-5ED2FE58,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-48CAC064,LNP-5524EF41,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-89B38E95,LNP-8BBC76A7,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260107,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-B2A8A914,LNP-18E9AB2C,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260116,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-D50D1978,LNP-CDBC405B,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260123,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-F512A62E,LNP-D0B61E45,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260130,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-D4842770,LNP-AD226E20,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260207,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-1E4F6EE4,LNP-F6AD2BBF,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260213,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-AC57B6C7,LNP-16BB1AC7,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260220,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-86ED9A38,LNP-BC4172FB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260302,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-13586250,LNP-4B510ACD,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260317,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-70CBA24E,LNP-9ED16FFA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260324,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-5FBA65E3,LNP-507E0EB9,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260410,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-9C751FF9,LNP-388DEFC3,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260420,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-B52CF150,LNP-BCFF85C8,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260506,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-F98D0776,LNP-35F2CE65,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260528,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-321C957E,LNP-D4E4F332,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260629,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-6EA7A8A5,LNP-854DA6DF,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260817,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-B9D7BF5C,LNP-9061C56B,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260830,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-E07CAA3C,LNP-3A6204EB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260904,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-7D331F88,LNP-98A842E7,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260911,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-5E1D9F64,LNP-34083329,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20260923,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-C6D300AA,LNP-18599CBF,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261003,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-99842DDE,LNP-3977180E,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261009,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-6C2BA281,LNP-4CD43E86,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261014,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-83042104,LNP-AF08A011,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261026,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-86E36949,LNP-EDF44E32,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261102,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-1DB756E3,LNP-0BC99A4C,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261119,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-51D0926C,LNP-F2C9B4AA,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261125,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-AF2B17A8,LNP-45FFECEE,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261205,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-676248AD,LNP-F81F477E,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261209,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-B52F4E0B,LNP-A763F12C,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_005-20261219,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
LNC-38241E42,LNP-916105F8,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260126,18,18,1,0,0,100.0,Complete,Traceable,Lineage completeness assessed from link records
