lineage_record_id,decision_package_id,approval_package_id,lineage_reference_count,lineage_complete,lineage_ids,source_phase_list,audit_traceability_status
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260424-LN,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260424,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260424,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260509-LN,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260509,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260509,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260618-LN,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260618,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260618,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260623-LN,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260623,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260623,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260629-LN,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260629,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260629,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260703-LN,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260703,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260703,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260709-LN,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260709,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260709,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260719-LN,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260719,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260719,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260809-LN,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260809,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260809,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260824-LN,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260824,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260824,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260904-LN,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260904,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260904,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260923-LN,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260923,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260923,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260928-LN,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260928,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260928,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261007-LN,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261007,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261007,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261023-LN,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261023,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261023,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261027-LN,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261027,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261027,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261202-LN,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261202,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261202,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218-LN,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260507-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260507,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260507,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260511-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260511,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260511,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260520-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260520,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260520,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260606-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260606,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260606,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260610-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260610,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260610,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260619-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260619,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260619,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260704-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260704,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260704,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260723-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260723,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260723,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260804-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260804,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260804,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260810-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260810,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260810,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260901-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260901,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260901,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260912-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260912,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260912,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261023-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261023,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261023,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261031-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261031,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261031,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261108-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261108,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261108,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260122-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260122,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260122,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260328-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260328,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260328,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260409-LN,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260409,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260409,0,1.0,None,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1,Partial
