governance_burden_record_id,decision_package_id,approval_package_id,blocking_question_count,pending_confirmation_count,governance_issue_count,contradiction_warning,provisional_warning,stakeholder_validation_required,assumption_validation_required,baseline_validation_required,financial_validation_required,governance_burden_status,burden_source_reference
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726-GB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822-GB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012-GB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261021-GB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261021,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261021,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261127-GB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261127,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261127,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261205-GB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261205,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261205,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261220-GB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261220,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261220,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260202-GB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260202,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260202,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260206-GB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260206,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260206,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260330-GB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260330,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260330,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260409-GB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260409,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260409,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260524-GB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260524,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260524,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260529-GB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260529,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260529,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260611-GB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260611,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260611,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260620-GB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260620,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260620,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260624-GB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260624,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260624,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260710-GB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260710,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260710,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260716-GB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260716,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260716,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260814-GB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260814,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260814,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260925-GB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260925,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260925,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261019-GB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261019,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261019,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102-GB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114-GB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121-GB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214-GB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225-GB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130-GB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260214-GB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260214,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260214,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260325-GB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260325,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260325,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260404-GB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260404,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260404,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260408-GB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260408,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260408,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260413-GB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260413,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260413,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260424-GB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260424,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260424,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260509-GB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260509,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260509,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260618-GB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260618,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260618,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260623-GB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260623,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260623,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260629-GB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260629,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260629,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260703-GB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260703,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260703,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260709-GB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260709,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260709,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260719-GB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260719,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260719,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260809-GB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260809,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260809,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260824-GB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260824,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260824,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260904-GB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260904,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260904,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260923-GB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260923,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260923,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260928-GB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260928,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260928,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261007-GB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261007,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261007,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261023-GB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261023,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261023,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261027-GB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261027,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261027,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261202-GB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261202,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261202,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218-GB,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20261218,1,1,0,False,False; False,True,False,False,False,Monitoring Only,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260507-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260507,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260507,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260511-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260511,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260511,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260520-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260520,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260520,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260606-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260606,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260606,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260610-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260610,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260610,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260619-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260619,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260619,1,2,0,False,False; False; False; False; False; False,True,True,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260704-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260704,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260704,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260723-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260723,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260723,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260804-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260804,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260804,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260810-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260810,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260810,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260901-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260901,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260901,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260912-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260912,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260912,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261023-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261023,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261023,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261031-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261031,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261031,1,2,0,False,False; False; False; False; False; False,True,True,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261108-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261108,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261108,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260122-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260122,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260122,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260328-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260328,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260328,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260409-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260409,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260409,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260422-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260422,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260422,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260426-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260426,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260426,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260515-GB,DPKG-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260515,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260515,3,3,0,False,False; False; False; False; False; False,True,False,False,False,Moderate,Step 2D-2 management questions and confirmations
