decision_package_id,kpi_id,kpi_name,current_value,threshold_status,prior_comparison,trend,breach_flag,watch_flag,confidence_status,hospital_id,department_id,reporting_date
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250116,kpi_005,Patient Complaint Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250116,kpi_006,Patient Satisfaction Score,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250209,kpi_001,Staffing Level,Dominant,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250209,kpi_002,Staff Absenteeism Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250209,kpi_003,Bed Occupancy Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250209,kpi_004,Average Patient Waiting Time,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250209,kpi_005,Patient Complaint Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250209,kpi_006,Patient Satisfaction Score,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250328,kpi_001,Staffing Level,Dominant,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250328,kpi_002,Staff Absenteeism Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250328,kpi_003,Bed Occupancy Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250328,kpi_004,Average Patient Waiting Time,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250328,kpi_005,Patient Complaint Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250328,kpi_006,Patient Satisfaction Score,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250410,kpi_001,Staffing Level,Dominant,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250410,kpi_002,Staff Absenteeism Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250410,kpi_003,Bed Occupancy Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250410,kpi_004,Average Patient Waiting Time,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250410,kpi_005,Patient Complaint Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250410,kpi_006,Patient Satisfaction Score,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250420,kpi_001,Staffing Level,Dominant,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250420,kpi_002,Staff Absenteeism Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250420,kpi_003,Bed Occupancy Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250420,kpi_004,Average Patient Waiting Time,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250420,kpi_005,Patient Complaint Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250420,kpi_006,Patient Satisfaction Score,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250506,kpi_001,Staffing Level,Dominant,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250506,kpi_002,Staff Absenteeism Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250506,kpi_003,Bed Occupancy Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250506,kpi_004,Average Patient Waiting Time,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250506,kpi_005,Patient Complaint Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250506,kpi_006,Patient Satisfaction Score,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250602,kpi_001,Staffing Level,Dominant,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250602,kpi_002,Staff Absenteeism Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250602,kpi_003,Bed Occupancy Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250602,kpi_004,Average Patient Waiting Time,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250602,kpi_005,Patient Complaint Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250602,kpi_006,Patient Satisfaction Score,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250608,kpi_001,Staffing Level,Dominant,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250608,kpi_002,Staff Absenteeism Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250608,kpi_003,Bed Occupancy Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250608,kpi_004,Average Patient Waiting Time,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250608,kpi_005,Patient Complaint Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250608,kpi_006,Patient Satisfaction Score,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250721,kpi_001,Staffing Level,Dominant,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250721,kpi_002,Staff Absenteeism Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250721,kpi_003,Bed Occupancy Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250721,kpi_004,Average Patient Waiting Time,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250721,kpi_005,Patient Complaint Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250721,kpi_006,Patient Satisfaction Score,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250726,kpi_001,Staffing Level,Dominant,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250726,kpi_002,Staff Absenteeism Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250726,kpi_003,Bed Occupancy Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250726,kpi_004,Average Patient Waiting Time,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250726,kpi_005,Patient Complaint Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250726,kpi_006,Patient Satisfaction Score,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250822,kpi_001,Staffing Level,Dominant,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250822,kpi_002,Staff Absenteeism Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250822,kpi_003,Bed Occupancy Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250822,kpi_004,Average Patient Waiting Time,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250822,kpi_005,Patient Complaint Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250822,kpi_006,Patient Satisfaction Score,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20251012,kpi_001,Staffing Level,Dominant,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20251012,kpi_002,Staff Absenteeism Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20251012,kpi_003,Bed Occupancy Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20251012,kpi_004,Average Patient Waiting Time,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20251012,kpi_005,Patient Complaint Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20251012,kpi_006,Patient Satisfaction Score,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20251021,kpi_001,Staffing Level,Dominant,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20251021,kpi_002,Staff Absenteeism Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20251021,kpi_003,Bed Occupancy Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20251021,kpi_004,Average Patient Waiting Time,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20251021,kpi_005,Patient Complaint Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20251021,kpi_006,Patient Satisfaction Score,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20251127,kpi_001,Staffing Level,Dominant,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20251127,kpi_002,Staff Absenteeism Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20251127,kpi_003,Bed Occupancy Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20251127,kpi_004,Average Patient Waiting Time,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20251127,kpi_005,Patient Complaint Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20251127,kpi_006,Patient Satisfaction Score,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20251205,kpi_001,Staffing Level,Dominant,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20251205,kpi_002,Staff Absenteeism Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20251205,kpi_003,Bed Occupancy Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20251205,kpi_004,Average Patient Waiting Time,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20251205,kpi_005,Patient Complaint Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20251205,kpi_006,Patient Satisfaction Score,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20251220,kpi_001,Staffing Level,Dominant,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20251220,kpi_002,Staff Absenteeism Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20251220,kpi_003,Bed Occupancy Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20251220,kpi_004,Average Patient Waiting Time,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20251220,kpi_005,Patient Complaint Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20251220,kpi_006,Patient Satisfaction Score,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20250202,kpi_001,Staffing Level,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20250202,kpi_002,Staff Absenteeism Rate,Dominant,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20250202,kpi_003,Bed Occupancy Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20250202,kpi_004,Average Patient Waiting Time,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20250202,kpi_005,Patient Complaint Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20250202,kpi_006,Patient Satisfaction Score,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20250206,kpi_001,Staffing Level,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20250206,kpi_002,Staff Absenteeism Rate,Dominant,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20250206,kpi_003,Bed Occupancy Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20250206,kpi_004,Average Patient Waiting Time,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20250206,kpi_005,Patient Complaint Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20250206,kpi_006,Patient Satisfaction Score,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20250330,kpi_001,Staffing Level,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20250330,kpi_002,Staff Absenteeism Rate,Dominant,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20250330,kpi_003,Bed Occupancy Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20250330,kpi_004,Average Patient Waiting Time,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20250330,kpi_005,Patient Complaint Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20250330,kpi_006,Patient Satisfaction Score,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20250409,kpi_001,Staffing Level,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20250409,kpi_002,Staff Absenteeism Rate,Dominant,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20250409,kpi_003,Bed Occupancy Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20250409,kpi_004,Average Patient Waiting Time,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20250409,kpi_005,Patient Complaint Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20250409,kpi_006,Patient Satisfaction Score,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20250524,kpi_001,Staffing Level,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20250524,kpi_002,Staff Absenteeism Rate,Dominant,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20250524,kpi_003,Bed Occupancy Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20250524,kpi_004,Average Patient Waiting Time,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20250524,kpi_005,Patient Complaint Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20250524,kpi_006,Patient Satisfaction Score,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20250529,kpi_001,Staffing Level,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20250529,kpi_002,Staff Absenteeism Rate,Dominant,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20250529,kpi_003,Bed Occupancy Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20250529,kpi_004,Average Patient Waiting Time,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20250529,kpi_005,Patient Complaint Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20250529,kpi_006,Patient Satisfaction Score,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20250611,kpi_001,Staffing Level,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20250611,kpi_002,Staff Absenteeism Rate,Dominant,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20250611,kpi_003,Bed Occupancy Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20250611,kpi_004,Average Patient Waiting Time,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20250611,kpi_005,Patient Complaint Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20250611,kpi_006,Patient Satisfaction Score,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20250620,kpi_001,Staffing Level,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20250620,kpi_002,Staff Absenteeism Rate,Dominant,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20250620,kpi_003,Bed Occupancy Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20250620,kpi_004,Average Patient Waiting Time,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20250620,kpi_005,Patient Complaint Rate,Available,Valid with Conditions,,,False,False,High,HOSP-001,DEPT-ADM,
