evidence_record_id,decision_package_id,approval_package_id,evidence_reference_count,evidence_complete,evidence_ids,source_phase_list,audit_traceability_status,decision_readiness_id,decision_scorecard_id,readiness_evidence_id,reconciliation_status,governance_note
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726-EV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,3,1.0,Derived from Step 2D-2 evidence register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,REV-DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,Matched,Evidence reconciled from Step 2D-3
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822-EV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,3,1.0,Derived from Step 2D-2 evidence register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,REV-DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,Matched,Evidence reconciled from Step 2D-3
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012-EV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012,3,1.0,Derived from Step 2D-2 evidence register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012,REV-DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012,Matched,Evidence reconciled from Step 2D-3
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261021-EV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261021,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261021,3,1.0,Derived from Step 2D-2 evidence register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261021,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261021,REV-DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261021,Matched,Evidence reconciled from Step 2D-3
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261127-EV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261127,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261127,3,1.0,Derived from Step 2D-2 evidence register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261127,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261127,REV-DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261127,Matched,Evidence reconciled from Step 2D-3
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261205-EV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261205,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261205,3,1.0,Derived from Step 2D-2 evidence register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261205,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261205,REV-DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261205,Matched,Evidence reconciled from Step 2D-3
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261220-EV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261220,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261220,3,1.0,Derived from Step 2D-2 evidence register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261220,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261220,REV-DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261220,Matched,Evidence reconciled from Step 2D-3
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260202-EV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260202,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260202,3,1.0,Derived from Step 2D-2 evidence register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260202,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260202,REV-DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260202,Matched,Evidence reconciled from Step 2D-3
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260206-EV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260206,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260206,3,1.0,Derived from Step 2D-2 evidence register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260206,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260206,REV-DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260206,Matched,Evidence reconciled from Step 2D-3
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260330-EV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260330,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260330,3,1.0,Derived from Step 2D-2 evidence register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260330,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260330,REV-DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260330,Matched,Evidence reconciled from Step 2D-3
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260409-EV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260409,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260409,3,1.0,Derived from Step 2D-2 evidence register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260409,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260409,REV-DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260409,Matched,Evidence reconciled from Step 2D-3
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260524-EV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260524,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260524,3,1.0,Derived from Step 2D-2 evidence register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260524,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260524,REV-DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260524,Matched,Evidence reconciled from Step 2D-3
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260529-EV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260529,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260529,3,1.0,Derived from Step 2D-2 evidence register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260529,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260529,REV-DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260529,Matched,Evidence reconciled from Step 2D-3
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260611-EV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260611,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260611,3,1.0,Derived from Step 2D-2 evidence register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260611,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260611,REV-DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260611,Matched,Evidence reconciled from Step 2D-3
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260620-EV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260620,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260620,3,1.0,Derived from Step 2D-2 evidence register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260620,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260620,REV-DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260620,Matched,Evidence reconciled from Step 2D-3
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260624-EV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260624,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260624,3,1.0,Derived from Step 2D-2 evidence register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260624,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260624,REV-DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260624,Matched,Evidence reconciled from Step 2D-3
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260710-EV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260710,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260710,3,1.0,Derived from Step 2D-2 evidence register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260710,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260710,REV-DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260710,Matched,Evidence reconciled from Step 2D-3
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260716-EV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260716,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260716,3,1.0,Derived from Step 2D-2 evidence register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260716,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260716,REV-DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260716,Matched,Evidence reconciled from Step 2D-3
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260814-EV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260814,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260814,3,1.0,Derived from Step 2D-2 evidence register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260814,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260814,REV-DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260814,Matched,Evidence reconciled from Step 2D-3
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260925-EV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260925,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260925,3,1.0,Derived from Step 2D-2 evidence register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260925,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260925,REV-DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260925,Matched,Evidence reconciled from Step 2D-3
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261019-EV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261019,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261019,3,1.0,Derived from Step 2D-2 evidence register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261019,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261019,REV-DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261019,Matched,Evidence reconciled from Step 2D-3
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102-EV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102,3,1.0,Derived from Step 2D-2 evidence register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102,REV-DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102,Matched,Evidence reconciled from Step 2D-3
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114-EV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,3,1.0,Derived from Step 2D-2 evidence register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,REV-DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,Matched,Evidence reconciled from Step 2D-3
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121-EV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,3,1.0,Derived from Step 2D-2 evidence register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,REV-DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,Matched,Evidence reconciled from Step 2D-3
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214-EV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,3,1.0,Derived from Step 2D-2 evidence register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,REV-DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,Matched,Evidence reconciled from Step 2D-3
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225-EV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,3,1.0,Derived from Step 2D-2 evidence register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,REV-DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,Matched,Evidence reconciled from Step 2D-3
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130-EV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130,1,1.0,Derived from Step 2D-2 evidence register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130,REV-DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260130,Matched,Evidence reconciled from Step 2D-3
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260214-EV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260214,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260214,1,1.0,Derived from Step 2D-2 evidence register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260214,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260214,REV-DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260214,Matched,Evidence reconciled from Step 2D-3
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260325-EV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260325,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260325,1,1.0,Derived from Step 2D-2 evidence register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260325,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260325,REV-DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260325,Matched,Evidence reconciled from Step 2D-3
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260404-EV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260404,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260404,1,1.0,Derived from Step 2D-2 evidence register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260404,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260404,REV-DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260404,Matched,Evidence reconciled from Step 2D-3
DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260408-EV,DPKG-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260408,PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260408,1,1.0,Derived from Step 2D-2 evidence register,Phase 2B|Phase 2C-1|Phase 2C-2|Phase 2C-3|Phase 2D-1|Phase 2D-2,Traceable,DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260408,DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260408,REV-DR-DSC-PKG-EP-HOSP-001-DEPT-ADM-kpi_006-20260408,Matched,Evidence reconciled from Step 2D-3
