survey_id,source_record_id,hospital_id,department_id,encounter_id,source_file,source_row_number,source_checksum,processing_run_id,processed_datetime,transformation_version,survey_date,survey_month,survey_year,survey_date_valid_flag,survey_channel,survey_type,response_count,satisfaction_score_source,satisfaction_score_numeric,satisfaction_scale_min,satisfaction_scale_max,satisfaction_score_valid_flag,satisfaction_score_normalised_flag,survey_response_present_flag,survey_record_valid_flag,survey_aggregation_eligible_flag,survey_score_eligible_flag,survey_response_count_eligible_flag,survey_channel_supported_flag,survey_type_supported_flag,unresolved_rule_flag,exclusion_reason_code,hospital_ref_valid_flag,department_ref_valid_flag
SURV-00000011,SURV-00000011,HOSP-001,DEPT-SURG,,patient_surveys.csv,11,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-01,1,2026,True,,Outpatient Satisfaction,1.0,3.648812091773941,3.648812091773941,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000012,SURV-00000012,HOSP-001,DEPT-OPC,,patient_surveys.csv,12,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-01,1,2026,True,,Outpatient Satisfaction,1.0,3.360507036789316,3.360507036789316,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000013,SURV-00000013,HOSP-001,DEPT-MED,,patient_surveys.csv,13,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-01,1,2026,True,,Outpatient Satisfaction,1.0,2.8538290680023257,2.8538290680023257,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000014,SURV-00000014,HOSP-001,DEPT-ED,,patient_surveys.csv,14,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-01,1,2026,True,,Outpatient Satisfaction,1.0,3.1646423282718894,3.1646423282718894,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000015,SURV-00000015,HOSP-001,DEPT-ICU,,patient_surveys.csv,15,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-01,1,2026,True,,Outpatient Satisfaction,1.0,3.849649908480132,3.849649908480132,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000016,SURV-00000016,HOSP-001,DEPT-ED,,patient_surveys.csv,16,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-01,1,2026,True,,Outpatient Satisfaction,1.0,,,1.0,5.0,False,False,False,True,True,False,True,False,True,False,,True,True
SURV-00000017,SURV-00000017,HOSP-001,DEPT-PEX,,patient_surveys.csv,17,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-01,1,2026,True,,Outpatient Satisfaction,1.0,4.255440582863077,4.255440582863077,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000018,SURV-00000018,HOSP-001,DEPT-OPC,,patient_surveys.csv,18,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-01,1,2026,True,,Outpatient Satisfaction,1.0,4.087020546812923,4.087020546812923,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000019,SURV-00000019,HOSP-001,DEPT-PEX,,patient_surveys.csv,19,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-02,1,2026,True,,Outpatient Satisfaction,1.0,2.6066469522543487,2.6066469522543487,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000020,SURV-00000020,HOSP-001,DEPT-ADM,,patient_surveys.csv,20,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-02,1,2026,True,,Outpatient Satisfaction,1.0,3.796973990347437,3.796973990347437,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000021,SURV-00000021,HOSP-001,DEPT-OPC,,patient_surveys.csv,21,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-02,1,2026,True,,Outpatient Satisfaction,1.0,4.667121143473431,4.667121143473431,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000022,SURV-00000022,HOSP-001,DEPT-PEX,,patient_surveys.csv,22,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-02,1,2026,True,,Outpatient Satisfaction,1.0,3.327188608885196,3.327188608885196,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000023,SURV-00000023,HOSP-001,DEPT-SURG,,patient_surveys.csv,23,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-02,1,2026,True,,Outpatient Satisfaction,1.0,3.6190521860875817,3.6190521860875817,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000024,SURV-00000024,HOSP-001,DEPT-ED,,patient_surveys.csv,24,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-02,1,2026,True,,Outpatient Satisfaction,1.0,3.812026183919197,3.812026183919197,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000025,SURV-00000025,HOSP-001,DEPT-ICU,,patient_surveys.csv,25,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-02,1,2026,True,,Outpatient Satisfaction,1.0,3.44478045184617,3.44478045184617,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000026,SURV-00000026,HOSP-001,DEPT-MED,,patient_surveys.csv,26,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-02,1,2026,True,,Outpatient Satisfaction,1.0,3.678527864967033,3.678527864967033,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000027,SURV-00000027,HOSP-001,DEPT-PEX,,patient_surveys.csv,27,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-02,1,2026,True,,Outpatient Satisfaction,1.0,4.114654175128734,4.114654175128734,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000028,SURV-00000028,HOSP-001,DEPT-ICU,,patient_surveys.csv,28,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-02,1,2026,True,,Outpatient Satisfaction,1.0,3.223190855938997,3.223190855938997,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000029,SURV-00000029,HOSP-001,DEPT-ICU,,patient_surveys.csv,29,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-02,1,2026,True,,Outpatient Satisfaction,1.0,4.671426851934575,4.671426851934575,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000030,SURV-00000030,HOSP-001,DEPT-ICU,,patient_surveys.csv,30,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-02,1,2026,True,,Outpatient Satisfaction,1.0,2.4488656525168686,2.4488656525168686,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000031,SURV-00000031,HOSP-001,DEPT-SURG,,patient_surveys.csv,31,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-02,1,2026,True,,Outpatient Satisfaction,1.0,4.064545621099345,4.064545621099345,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000032,SURV-00000032,HOSP-001,DEPT-OPC,,patient_surveys.csv,32,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-02,1,2026,True,,Outpatient Satisfaction,1.0,4.293799188201579,4.293799188201579,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000033,SURV-00000033,HOSP-001,DEPT-ICU,,patient_surveys.csv,33,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-02,1,2026,True,,Outpatient Satisfaction,1.0,2.9163993257842566,2.9163993257842566,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000034,SURV-00000034,HOSP-001,DEPT-SURG,,patient_surveys.csv,34,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-02,1,2026,True,,Outpatient Satisfaction,1.0,4.046431058237417,4.046431058237417,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000035,SURV-00000035,HOSP-001,DEPT-DIAG,,patient_surveys.csv,35,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-03,1,2026,True,,Outpatient Satisfaction,1.0,3.938668306689105,3.938668306689105,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000036,SURV-00000036,HOSP-001,DEPT-ED,,patient_surveys.csv,36,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-03,1,2026,True,,Outpatient Satisfaction,1.0,4.5544207272591,4.5544207272591,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000037,SURV-00000037,HOSP-001,DEPT-ICU,,patient_surveys.csv,37,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-03,1,2026,True,,Outpatient Satisfaction,1.0,4.376130713153063,4.376130713153063,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000038,SURV-00000038,HOSP-001,DEPT-SURG,,patient_surveys.csv,38,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-03,1,2026,True,,Outpatient Satisfaction,1.0,3.9142746201515695,3.9142746201515695,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000039,SURV-00000039,HOSP-001,DEPT-ED,,patient_surveys.csv,39,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-03,1,2026,True,,Outpatient Satisfaction,1.0,3.652832583598328,3.652832583598328,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000040,SURV-00000040,HOSP-001,DEPT-ED,,patient_surveys.csv,40,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-03,1,2026,True,,Outpatient Satisfaction,1.0,5.0,5.0,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000041,SURV-00000041,HOSP-001,DEPT-PEX,,patient_surveys.csv,41,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-03,1,2026,True,,Outpatient Satisfaction,1.0,3.4577641203649185,3.4577641203649185,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000042,SURV-00000042,HOSP-001,DEPT-PEX,,patient_surveys.csv,42,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-03,1,2026,True,,Outpatient Satisfaction,1.0,4.041999892426834,4.041999892426834,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000043,SURV-00000043,HOSP-001,DEPT-OPC,,patient_surveys.csv,43,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-03,1,2026,True,,Outpatient Satisfaction,1.0,4.175964410546312,4.175964410546312,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000044,SURV-00000044,HOSP-001,DEPT-ADM,,patient_surveys.csv,44,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-03,1,2026,True,,Outpatient Satisfaction,1.0,4.681701709951818,4.681701709951818,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000045,SURV-00000045,HOSP-001,DEPT-MED,,patient_surveys.csv,45,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-03,1,2026,True,,Outpatient Satisfaction,1.0,2.7807942926521587,2.7807942926521587,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000046,SURV-00000046,HOSP-001,DEPT-PEX,,patient_surveys.csv,46,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-03,1,2026,True,,Outpatient Satisfaction,1.0,3.732241673022193,3.732241673022193,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000047,SURV-00000047,HOSP-001,DEPT-OPC,,patient_surveys.csv,47,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-03,1,2026,True,,Outpatient Satisfaction,1.0,3.526157734259172,3.526157734259172,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000048,SURV-00000048,HOSP-001,DEPT-OPC,,patient_surveys.csv,48,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-03,1,2026,True,,Outpatient Satisfaction,1.0,4.509622074485452,4.509622074485452,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000049,SURV-00000049,HOSP-001,DEPT-PEX,,patient_surveys.csv,49,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-04,1,2026,True,,Outpatient Satisfaction,1.0,,,1.0,5.0,False,False,False,True,True,False,True,False,True,False,,True,True
SURV-00000050,SURV-00000050,HOSP-001,DEPT-OPC,,patient_surveys.csv,50,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-04,1,2026,True,,Outpatient Satisfaction,1.0,,,1.0,5.0,False,False,False,True,True,False,True,False,True,False,,True,True
SURV-00000051,SURV-00000051,HOSP-001,DEPT-SURG,,patient_surveys.csv,51,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-04,1,2026,True,,Outpatient Satisfaction,1.0,3.0710806427812094,3.0710806427812094,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000052,SURV-00000052,HOSP-001,DEPT-ED,,patient_surveys.csv,52,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-04,1,2026,True,,Outpatient Satisfaction,1.0,,,1.0,5.0,False,False,False,True,True,False,True,False,True,False,,True,True
SURV-00000053,SURV-00000053,HOSP-001,DEPT-ICU,,patient_surveys.csv,53,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-04,1,2026,True,,Outpatient Satisfaction,1.0,3.097416327528162,3.097416327528162,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000054,SURV-00000054,HOSP-001,DEPT-ICU,,patient_surveys.csv,54,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-04,1,2026,True,,Outpatient Satisfaction,1.0,3.075952505753809,3.075952505753809,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000055,SURV-00000055,HOSP-001,DEPT-ED,,patient_surveys.csv,55,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-04,1,2026,True,,Outpatient Satisfaction,1.0,3.466627414467066,3.466627414467066,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000056,SURV-00000056,HOSP-001,DEPT-ADM,,patient_surveys.csv,56,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-04,1,2026,True,,Outpatient Satisfaction,1.0,3.5844778289554884,3.5844778289554884,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000057,SURV-00000057,HOSP-001,DEPT-DIAG,,patient_surveys.csv,57,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-04,1,2026,True,,Outpatient Satisfaction,1.0,2.6349979803551675,2.6349979803551675,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000058,SURV-00000058,HOSP-001,DEPT-ADM,,patient_surveys.csv,58,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-04,1,2026,True,,Outpatient Satisfaction,1.0,4.409484876595027,4.409484876595027,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000059,SURV-00000059,HOSP-001,DEPT-SURG,,patient_surveys.csv,59,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-04,1,2026,True,,Outpatient Satisfaction,1.0,2.9036506446140327,2.9036506446140327,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000060,SURV-00000060,HOSP-001,DEPT-DIAG,,patient_surveys.csv,60,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-04,1,2026,True,,Outpatient Satisfaction,1.0,3.132852227359617,3.132852227359617,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000061,SURV-00000061,HOSP-001,DEPT-ICU,,patient_surveys.csv,61,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-05,1,2026,True,,Outpatient Satisfaction,1.0,3.696962225266597,3.696962225266597,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000062,SURV-00000062,HOSP-001,DEPT-ED,,patient_surveys.csv,62,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-05,1,2026,True,,Outpatient Satisfaction,1.0,3.392628399333237,3.392628399333237,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000063,SURV-00000063,HOSP-001,DEPT-ADM,,patient_surveys.csv,63,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-05,1,2026,True,,Outpatient Satisfaction,1.0,3.497678026970405,3.497678026970405,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000064,SURV-00000064,HOSP-001,DEPT-ADM,,patient_surveys.csv,64,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-05,1,2026,True,,Outpatient Satisfaction,1.0,3.625050355761432,3.625050355761432,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000065,SURV-00000065,HOSP-001,DEPT-DIAG,,patient_surveys.csv,65,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-05,1,2026,True,,Outpatient Satisfaction,1.0,5.0,5.0,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000066,SURV-00000066,HOSP-001,DEPT-SURG,,patient_surveys.csv,66,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-05,1,2026,True,,Outpatient Satisfaction,1.0,,,1.0,5.0,False,False,False,True,True,False,True,False,True,False,,True,True
SURV-00000067,SURV-00000067,HOSP-001,DEPT-ICU,,patient_surveys.csv,67,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-05,1,2026,True,,Outpatient Satisfaction,1.0,3.891728230808483,3.891728230808483,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000068,SURV-00000068,HOSP-001,DEPT-OPC,,patient_surveys.csv,68,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-05,1,2026,True,,Outpatient Satisfaction,1.0,2.7238630468771805,2.7238630468771805,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000069,SURV-00000069,HOSP-001,DEPT-ICU,,patient_surveys.csv,69,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-05,1,2026,True,,Outpatient Satisfaction,1.0,4.452065182994552,4.452065182994552,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000070,SURV-00000070,HOSP-001,DEPT-ED,,patient_surveys.csv,70,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-05,1,2026,True,,Outpatient Satisfaction,1.0,4.546078018112183,4.546078018112183,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000071,SURV-00000071,HOSP-001,DEPT-OPC,,patient_surveys.csv,71,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-05,1,2026,True,,Outpatient Satisfaction,1.0,3.6544492441795766,3.6544492441795766,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000072,SURV-00000072,HOSP-001,DEPT-SURG,,patient_surveys.csv,72,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-05,1,2026,True,,Outpatient Satisfaction,1.0,,,1.0,5.0,False,False,False,True,True,False,True,False,True,False,,True,True
SURV-00000073,SURV-00000073,HOSP-001,DEPT-SURG,,patient_surveys.csv,73,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-05,1,2026,True,,Outpatient Satisfaction,1.0,4.067817257812682,4.067817257812682,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000074,SURV-00000074,HOSP-001,DEPT-MED,,patient_surveys.csv,74,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-05,1,2026,True,,Outpatient Satisfaction,1.0,4.157328754028031,4.157328754028031,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000075,SURV-00000075,HOSP-001,DEPT-OPC,,patient_surveys.csv,75,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-06,1,2026,True,,Outpatient Satisfaction,1.0,3.1974340139073965,3.1974340139073965,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000076,SURV-00000076,HOSP-001,DEPT-ADM,,patient_surveys.csv,76,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-06,1,2026,True,,Outpatient Satisfaction,1.0,2.9830280099551123,2.9830280099551123,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000077,SURV-00000077,HOSP-001,DEPT-DIAG,,patient_surveys.csv,77,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-06,1,2026,True,,Outpatient Satisfaction,1.0,4.800871284140438,4.800871284140438,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000078,SURV-00000078,HOSP-001,DEPT-ED,,patient_surveys.csv,78,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-06,1,2026,True,,Outpatient Satisfaction,1.0,3.4731148477110945,3.4731148477110945,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000079,SURV-00000079,HOSP-001,DEPT-DIAG,,patient_surveys.csv,79,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-06,1,2026,True,,Outpatient Satisfaction,1.0,4.271264046654109,4.271264046654109,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000080,SURV-00000080,HOSP-001,DEPT-PEX,,patient_surveys.csv,80,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-06,1,2026,True,,Outpatient Satisfaction,1.0,3.279068518197508,3.279068518197508,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
SURV-00000081,SURV-00000081,HOSP-001,DEPT-ED,,patient_surveys.csv,81,,PROC-PEX-8337749CCBE7,2026-07-26 22:04:47.872097,2D-4.0,2026-01-06,1,2026,True,,Outpatient Satisfaction,1.0,3.5235671223631124,3.5235671223631124,1.0,5.0,True,False,True,True,True,True,True,False,True,False,,True,True
