hospital_id,department_id,reporting_date,reporting_month,reporting_year,planned_staff_count,present_staff_count,unapproved_absence_count,approved_leave_count,reassigned_staff_count,replacement_staff_count,workforce_missing_flag,encounter_record_count,completed_encounter_count,cancelled_encounter_count,lwbs_encounter_count,queue_count_total,occupied_beds,operational_beds,licensed_beds,overcapacity_count,scheduled_session_count,cancelled_session_count,reduced_session_count,extended_session_count,patient_flow_missing_flag,complaint_record_count,complaint_valid_record_count,complaint_high_severity_count,complaint_medium_severity_count,complaint_low_severity_count,complaint_open_source_count,complaint_resolved_source_count,survey_record_count,survey_response_count_total,survey_valid_score_record_count,survey_score_sum,survey_score_weighted_sum,patient_experience_missing_flag,operational_data_complete_flag,partial_domain_record_flag,cross_domain_reference_valid_flag,cross_domain_date_valid_flag,unresolved_rule_flag,operational_daily_id,processing_run_id,processed_datetime,transformation_version
HOSP-001,DEPT-ADM,2026-01-17,1,2026,20.0,20.0,0.0,0.0,0.0,0.0,False,0,0,0,0,,,,,,3,0,0,0,False,2,2,0,1,1,2,0,1.0,1.0,1.0,4.0,4.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ADM-20260117,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ADM,2026-01-18,1,2026,20.0,20.0,1.0,0.0,0.0,0.0,False,0,0,0,0,,,,,,3,0,0,0,False,2,2,0,2,0,2,0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ADM-20260118,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ADM,2026-01-19,1,2026,18.0,17.0,1.0,0.0,0.0,0.0,False,0,0,0,0,,,,,,3,0,0,0,False,1,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ADM-20260119,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ADM,2026-01-20,1,2026,20.0,18.0,3.0,0.0,0.0,0.0,False,0,0,0,0,,,,,,3,0,0,0,False,1,1,0,0,1,1,0,1.0,1.0,1.0,3.0,3.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ADM-20260120,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ADM,2026-01-21,1,2026,17.0,14.0,1.0,0.0,0.0,0.0,False,0,0,0,0,,,,,,3,0,0,0,False,0,0,0,0,0,0,0,1.0,1.0,1.0,3.0,3.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ADM-20260121,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ADM,2026-01-22,1,2026,17.0,17.0,0.0,0.0,0.0,0.0,False,0,0,0,0,,,,,,3,0,0,0,False,0,0,0,0,0,0,0,3.0,3.0,3.0,10.0,10.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ADM-20260122,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ADM,2026-01-23,1,2026,26.0,25.0,0.0,0.0,0.0,0.0,False,0,0,0,0,,,,,,3,0,0,0,False,,,,,,,,,,,,,True,False,True,True,True,False,OPD-HOSP-001-DEPT-ADM-20260123,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ADM,2026-01-24,1,2026,23.0,23.0,0.0,0.0,0.0,0.0,False,0,0,0,0,,,,,,3,0,0,0,False,,,,,,,,,,,,,True,False,True,True,True,False,OPD-HOSP-001-DEPT-ADM-20260124,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ADM,2026-01-25,1,2026,18.0,17.0,0.0,0.0,0.0,0.0,False,0,0,0,0,,,,,,3,0,0,0,False,1,1,0,0,1,1,0,4.0,4.0,3.0,11.0,11.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ADM-20260125,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ADM,2026-01-26,1,2026,20.0,18.0,1.0,0.0,0.0,0.0,False,0,0,0,0,,,,,,3,0,0,0,False,0,0,0,0,0,0,0,1.0,1.0,1.0,3.0,3.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ADM-20260126,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ADM,2026-01-27,1,2026,23.0,21.0,1.0,0.0,0.0,0.0,False,0,0,0,0,,,,,,3,0,0,0,False,0,0,0,0,0,0,0,2.0,2.0,2.0,7.0,7.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ADM-20260127,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ADM,2026-01-28,1,2026,17.0,14.0,2.0,0.0,0.0,0.0,False,0,0,0,0,,,,,,3,0,0,0,False,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ADM-20260128,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ADM,2026-01-29,1,2026,14.0,13.0,0.0,0.0,0.0,0.0,False,0,0,0,0,,,,,,3,0,0,0,False,0,0,0,0,0,0,0,1.0,1.0,1.0,3.0,3.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ADM-20260129,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ADM,2026-01-30,1,2026,18.0,16.0,2.0,0.0,0.0,0.0,False,0,0,0,0,,,,,,3,0,0,0,False,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,2.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ADM-20260130,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ADM,2026-01-31,1,2026,19.0,16.0,2.0,0.0,0.0,0.0,False,0,0,0,0,,,,,,3,0,0,0,False,0,0,0,0,0,0,0,1.0,1.0,1.0,3.0,3.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ADM-20260131,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ADM,2026-02-01,2,2026,18.0,17.0,1.0,0.0,0.0,0.0,False,0,0,0,0,,,,,,3,0,0,0,False,0,0,0,0,0,0,0,1.0,1.0,1.0,4.0,4.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ADM-20260201,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ADM,2026-02-02,2,2026,21.0,17.0,5.0,0.0,0.0,0.0,False,0,0,0,0,,,,,,3,0,0,0,False,0,0,0,0,0,0,0,5.0,5.0,3.0,13.0,13.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ADM-20260202,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ADM,2026-02-03,2,2026,18.0,18.0,0.0,0.0,0.0,0.0,False,0,0,0,0,,,,,,3,0,0,0,False,,,,,,,,,,,,,True,False,True,True,True,False,OPD-HOSP-001-DEPT-ADM-20260203,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ADM,2026-02-04,2,2026,16.0,15.0,0.0,0.0,0.0,0.0,False,0,0,0,0,,,,,,3,0,0,0,False,0,0,0,0,0,0,0,2.0,2.0,2.0,7.0,7.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ADM-20260204,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ADM,2026-02-05,2,2026,17.0,16.0,0.0,0.0,0.0,0.0,False,0,0,0,0,,,,,,3,0,0,0,False,0,0,0,0,0,0,0,3.0,3.0,3.0,11.0,11.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ADM-20260205,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ADM,2026-02-06,2,2026,22.0,20.0,6.0,0.0,0.0,0.0,False,0,0,0,0,,,,,,3,0,0,0,False,0,0,0,0,0,0,0,2.0,2.0,2.0,7.0,7.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ADM-20260206,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ADM,2026-02-07,2,2026,22.0,21.0,1.0,0.0,0.0,0.0,False,0,0,0,0,,,,,,3,0,0,0,False,0,0,0,0,0,0,0,2.0,2.0,2.0,6.0,6.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ADM-20260207,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ADM,2026-02-08,2,2026,24.0,24.0,0.0,0.0,0.0,0.0,False,0,0,0,0,,,,,,3,0,0,0,False,0,0,0,0,0,0,0,2.0,2.0,2.0,7.0,7.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ADM-20260208,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ADM,2026-02-09,2,2026,18.0,14.0,3.0,0.0,0.0,0.0,False,0,0,0,0,,,,,,3,0,0,0,False,0,0,0,0,0,0,0,3.0,3.0,3.0,11.0,11.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ADM-20260209,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ADM,2026-02-10,2,2026,21.0,19.0,2.0,0.0,0.0,0.0,False,0,0,0,0,,,,,,3,0,0,0,False,0,0,0,0,0,0,0,2.0,2.0,2.0,9.0,9.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ADM-20260210,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ADM,2026-02-11,2,2026,16.0,15.0,0.0,0.0,0.0,0.0,False,0,0,0,0,,,,,,3,0,0,0,False,1,1,1,0,0,1,0,1.0,1.0,1.0,3.0,3.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ADM-20260211,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ADM,2026-02-12,2,2026,17.0,15.0,1.0,0.0,0.0,0.0,False,0,0,0,0,,,,,,3,0,0,0,False,1,1,0,1,0,1,0,4.0,4.0,4.0,15.0,15.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ADM-20260212,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ADM,2026-02-13,2,2026,17.0,17.0,1.0,0.0,0.0,0.0,False,0,0,0,0,,,,,,3,0,0,0,False,1,1,0,0,1,1,0,2.0,2.0,2.0,7.0,7.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ADM-20260213,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ADM,2026-02-14,2,2026,24.0,21.0,3.0,0.0,0.0,0.0,False,0,0,0,0,,,,,,3,0,0,0,False,0,0,0,0,0,0,0,2.0,2.0,1.0,2.0,2.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ADM-20260214,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ADM,2026-02-15,2,2026,19.0,17.0,2.0,0.0,0.0,0.0,False,0,0,0,0,,,,,,3,0,0,0,False,0,0,0,0,0,0,0,4.0,4.0,4.0,13.0,13.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ADM-20260215,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ADM,2026-02-16,2,2026,21.0,20.0,1.0,0.0,0.0,0.0,False,0,0,0,0,,,,,,3,0,0,0,False,0,0,0,0,0,0,0,4.0,4.0,4.0,17.0,17.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ADM-20260216,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ADM,2026-02-17,2,2026,20.0,19.0,1.0,0.0,0.0,0.0,False,0,0,0,0,,,,,,3,0,0,0,False,,,,,,,,,,,,,True,False,True,True,True,False,OPD-HOSP-001-DEPT-ADM-20260217,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ADM,2026-02-18,2,2026,23.0,22.0,1.0,0.0,0.0,0.0,False,0,0,0,0,,,,,,3,0,0,0,False,0,0,0,0,0,0,0,3.0,3.0,3.0,11.0,11.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ADM-20260218,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ADM,2026-02-19,2,2026,22.0,21.0,2.0,0.0,0.0,0.0,False,0,0,0,0,,,,,,3,0,0,0,False,0,0,0,0,0,0,0,2.0,2.0,2.0,7.0,7.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ADM-20260219,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ADM,2026-02-20,2,2026,17.0,17.0,0.0,0.0,0.0,0.0,False,0,0,0,0,,,,,,3,0,0,0,False,0,0,0,0,0,0,0,1.0,1.0,1.0,3.0,3.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ADM-20260220,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ADM,2026-02-21,2,2026,19.0,17.0,3.0,0.0,0.0,0.0,False,0,0,0,0,,,,,,3,0,0,0,False,,,,,,,,,,,,,True,False,True,True,True,False,OPD-HOSP-001-DEPT-ADM-20260221,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ADM,2026-02-22,2,2026,24.0,21.0,2.0,0.0,0.0,0.0,False,0,0,0,0,,,,,,3,0,0,0,False,0,0,0,0,0,0,0,2.0,2.0,1.0,4.0,4.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ADM-20260222,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ADM,2026-02-23,2,2026,21.0,19.0,2.0,0.0,0.0,0.0,False,0,0,0,0,,,,,,3,0,0,0,False,2,2,0,2,0,2,0,1.0,1.0,1.0,4.0,4.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ADM-20260223,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ADM,2026-02-24,2,2026,23.0,21.0,2.0,0.0,0.0,0.0,False,0,0,0,0,,,,,,3,0,0,0,False,0,0,0,0,0,0,0,2.0,2.0,2.0,6.0,6.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ADM-20260224,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ADM,2026-02-25,2,2026,21.0,19.0,1.0,0.0,0.0,0.0,False,0,0,0,0,,,,,,3,0,0,0,False,0,0,0,0,0,0,0,4.0,4.0,4.0,15.0,15.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ADM-20260225,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ADM,2026-02-26,2,2026,22.0,19.0,3.0,0.0,0.0,0.0,False,0,0,0,0,,,,,,3,0,0,0,False,1,1,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ADM-20260226,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ADM,2026-02-27,2,2026,17.0,17.0,0.0,0.0,0.0,0.0,False,0,0,0,0,,,,,,3,0,0,0,False,0,0,0,0,0,0,0,3.0,3.0,3.0,11.0,11.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ADM-20260227,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ADM,2026-02-28,2,2026,17.0,14.0,3.0,0.0,0.0,0.0,False,0,0,0,0,,,,,,3,0,0,0,False,0,0,0,0,0,0,0,1.0,1.0,1.0,3.0,3.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ADM-20260228,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ADM,2026-03-01,3,2026,17.0,17.0,2.0,0.0,0.0,0.0,False,0,0,0,0,,,,,,3,0,0,0,False,0,0,0,0,0,0,0,4.0,4.0,3.0,12.0,12.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ADM-20260301,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ADM,2026-03-02,3,2026,19.0,18.0,0.0,0.0,0.0,0.0,False,0,0,0,0,,,,,,3,0,0,0,False,0,0,0,0,0,0,0,3.0,3.0,3.0,11.0,11.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ADM-20260302,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ADM,2026-03-03,3,2026,22.0,21.0,1.0,0.0,0.0,0.0,False,0,0,0,0,,,,,,3,0,0,0,False,1,1,0,1,0,0,1,1.0,1.0,1.0,4.0,4.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ADM-20260303,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ADM,2026-03-04,3,2026,18.0,18.0,0.0,0.0,0.0,0.0,False,0,0,0,0,,,,,,3,0,0,0,False,0,0,0,0,0,0,0,4.0,4.0,3.0,10.0,10.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ADM-20260304,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ADM,2026-03-05,3,2026,23.0,20.0,2.0,0.0,0.0,0.0,False,0,0,0,0,,,,,,3,0,0,0,False,1,1,0,1,0,1,0,1.0,1.0,1.0,3.0,3.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ADM-20260305,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ADM,2026-03-06,3,2026,23.0,21.0,1.0,0.0,0.0,0.0,False,0,0,0,0,,,,,,3,0,0,0,False,,,,,,,,,,,,,True,False,True,True,True,False,OPD-HOSP-001-DEPT-ADM-20260306,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ADM,2026-03-07,3,2026,16.0,16.0,1.0,0.0,0.0,0.0,False,0,0,0,0,,,,,,3,0,0,0,False,0,0,0,0,0,0,0,3.0,3.0,3.0,12.0,12.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ADM-20260307,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ADM,2026-03-08,3,2026,14.0,13.0,2.0,0.0,0.0,0.0,False,0,0,0,0,,,,,,3,0,0,0,False,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ADM-20260308,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
HOSP-001,DEPT-ADM,2026-03-09,3,2026,17.0,17.0,0.0,0.0,0.0,0.0,False,0,0,0,0,,,,,,3,0,0,0,False,0,0,0,0,0,0,0,1.0,1.0,1.0,3.0,3.0,False,True,False,True,True,False,OPD-HOSP-001-DEPT-ADM-20260309,PROC-2D5-9812E3D4E1F5,2026-07-27T08:28:03.347282,2D-5-1.0.0
