scenario_run_id,approval_package_id,episode_id,scenario_template_id,comparator_id,comparator_type,scenario_family,scenario_mode,scenario_run_timestamp,engine_version,baseline_id,baseline_status,baseline_value,baseline_unit,baseline_reference_date,baseline_data_completeness,assumption_set_id,assumption_profile,assumption_values_json,assumption_validation_status,assumption_warning_count,primary_kpi_id,baseline_primary_kpi_value,scenario_primary_kpi_value,absolute_change,percentage_change,direction_of_change,operational_interpretation,affected_supporting_kpis,supporting_kpi_result_status,contradiction_severity,provisional_warning,causality_status,final_scenario_confidence,governance_warning,scenario_execution_status,management_review_required,source_file_list,source_record_id_list,recommendation_ids,evidence_pack_ids,calculation_rule_id,comparator_config_version,assumption_config_version
SR-BL-8967EE194089397D-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250116,EP-HOSP-001-DEPT-ADM-kpi_001-20250116,SCEN-STAFF-001,COMP-HIGH-001,Higher Intensity,Staffing Coverage Adjustment,Baseline,2026-07-28T11:14:43.197250,2C-2C-1.0,BL-8967EE194089397D,Available with Conditions,80.0,Percent,2025-01-16,50.0,staffing-default,,"{""additional_staff_count"": 2.0, ""temporary_staff_count"": 1.0, ""staff_reassignment_count"": 0.0, ""uncovered_shift_reduction_pct"": 0.0, ""max_coverage_pct"": 100.0}",All Valid,0,kpi_001,80.0,100.0,3.0,20.0,Increase,Staffing coverage adjusted from 80.00% to 100.00%. Adjusted available staff: 15.0 (required: 15.0).,[],,No Contradiction,False,Not Confirmed,Low,,Completed,False,['analytical_workforce_kpi_daily.csv'],['AKPI-kpi_001-HOSP-001-DEPT-ADM-20250116'],['REC-CASE-DEPT-ADM-20250116-OPT1'],[],staffing-coverage-adjustment,2C-2B-1.0,2C-2B-1.0
SR-BL-39B86971C6CEAA6C-,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250116,EP-HOSP-001-DEPT-ADM-kpi_001-20250116,,-BLOCKED,Baseline,Monitoring-Only or Validation Scenario,Monitoring Only,2026-07-28T11:14:25.132754+00:00,2C-2C-1.0,BL-39B86971C6CEAA6C,Available with Conditions,80.0,Percent,2025-01-16,50.0,,,{},,0,kpi_001,80.0,,,,Uncertain,,[],,No Contradiction,False,Not Confirmed,Insufficient Evidence,Scenario family 'Monitoring-Only or Validation Scenario' is not supported for quantitative modelling.,Blocked — Unsupported Family,False,['analytical_workforce_kpi_daily.csv'],['AKPI-kpi_001-HOSP-001-DEPT-ADM-20250116'],[],[],,,
SR-BL-D6ADC7A9999608EF-,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250209,EP-HOSP-001-DEPT-ADM-kpi_001-20250209,,-BLOCKED,Baseline,No-Action or Baseline Comparator,No-Action Comparator,2026-07-28T11:14:25.132754+00:00,2C-2C-1.0,BL-D6ADC7A9999608EF,Available with Conditions,77.77777777777779,Percent,2025-02-09,50.0,,,{},,0,kpi_001,77.77777777777779,,,,Uncertain,,[],,No Contradiction,False,Not Confirmed,Insufficient Evidence,Scenario family 'No-Action or Baseline Comparator' is not supported for quantitative modelling.,Blocked — Unsupported Family,False,['analytical_workforce_kpi_daily.csv'],['AKPI-kpi_001-HOSP-001-DEPT-ADM-20250209'],[],[],,,
SR-BL-DC41AA9F364EC81B-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250209,EP-HOSP-001-DEPT-ADM-kpi_001-20250209,SCEN-STAFF-001,COMP-BASE-001,Baseline,Staffing Coverage Adjustment,Baseline,2026-07-28T11:14:43.202658,2C-2C-1.0,BL-DC41AA9F364EC81B,Available with Conditions,77.77777777777779,Percent,2025-02-09,50.0,staffing-default,,{},All Valid,0,kpi_001,77.77777777777779,77.77777777777779,0.0,0.0,No Change,Staffing coverage adjusted from 77.78% to 77.78%. Adjusted available staff: 14.0 (required: 18.0).,[],,No Contradiction,False,Not Confirmed,Low,,Completed,False,['analytical_workforce_kpi_daily.csv'],['AKPI-kpi_001-HOSP-001-DEPT-ADM-20250209'],['REC-CASE-DEPT-ADM-20250209-OPT1'],[],staffing-coverage-adjustment,2C-2B-1.0,2C-2B-1.0
SR-BL-DC41AA9F364EC81B-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250209,EP-HOSP-001-DEPT-ADM-kpi_001-20250209,SCEN-STAFF-001,COMP-CONS-001,Conservative,Staffing Coverage Adjustment,Baseline,2026-07-28T11:14:43.202792,2C-2C-1.0,BL-DC41AA9F364EC81B,Available with Conditions,77.77777777777779,Percent,2025-02-09,50.0,staffing-default,,"{""additional_staff_count"": 2.0, ""temporary_staff_count"": 1.0, ""staff_reassignment_count"": 0.0, ""uncovered_shift_reduction_pct"": 0.0, ""max_coverage_pct"": 100.0}",All Valid,0,kpi_001,77.77777777777779,94.44444444444444,3.0,16.666666666666657,Increase,Staffing coverage adjusted from 77.78% to 94.44%. Adjusted available staff: 17.0 (required: 18.0).,[],,No Contradiction,False,Not Confirmed,Low,,Completed,False,['analytical_workforce_kpi_daily.csv'],['AKPI-kpi_001-HOSP-001-DEPT-ADM-20250209'],['REC-CASE-DEPT-ADM-20250209-OPT1'],[],staffing-coverage-adjustment,2C-2B-1.0,2C-2B-1.0
SR-BL-DC41AA9F364EC81B-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250209,EP-HOSP-001-DEPT-ADM-kpi_001-20250209,SCEN-STAFF-001,COMP-EXP-001,Expected,Staffing Coverage Adjustment,Baseline,2026-07-28T11:14:43.202884,2C-2C-1.0,BL-DC41AA9F364EC81B,Available with Conditions,77.77777777777779,Percent,2025-02-09,50.0,staffing-default,,"{""additional_staff_count"": 2.0, ""temporary_staff_count"": 1.0, ""staff_reassignment_count"": 0.0, ""uncovered_shift_reduction_pct"": 0.0, ""max_coverage_pct"": 100.0}",All Valid,0,kpi_001,77.77777777777779,94.44444444444444,3.0,16.666666666666657,Increase,Staffing coverage adjusted from 77.78% to 94.44%. Adjusted available staff: 17.0 (required: 18.0).,[],,No Contradiction,False,Not Confirmed,Low,,Completed,False,['analytical_workforce_kpi_daily.csv'],['AKPI-kpi_001-HOSP-001-DEPT-ADM-20250209'],['REC-CASE-DEPT-ADM-20250209-OPT1'],[],staffing-coverage-adjustment,2C-2B-1.0,2C-2B-1.0
SR-BL-DC41AA9F364EC81B-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250209,EP-HOSP-001-DEPT-ADM-kpi_001-20250209,SCEN-STAFF-001,COMP-HIGH-001,Higher Intensity,Staffing Coverage Adjustment,Baseline,2026-07-28T11:14:43.202973,2C-2C-1.0,BL-DC41AA9F364EC81B,Available with Conditions,77.77777777777779,Percent,2025-02-09,50.0,staffing-default,,"{""additional_staff_count"": 2.0, ""temporary_staff_count"": 1.0, ""staff_reassignment_count"": 0.0, ""uncovered_shift_reduction_pct"": 0.0, ""max_coverage_pct"": 100.0}",All Valid,0,kpi_001,77.77777777777779,94.44444444444444,3.0,16.666666666666657,Increase,Staffing coverage adjusted from 77.78% to 94.44%. Adjusted available staff: 17.0 (required: 18.0).,[],,No Contradiction,False,Not Confirmed,Low,,Completed,False,['analytical_workforce_kpi_daily.csv'],['AKPI-kpi_001-HOSP-001-DEPT-ADM-20250209'],['REC-CASE-DEPT-ADM-20250209-OPT1'],[],staffing-coverage-adjustment,2C-2B-1.0,2C-2B-1.0
SR-BL-70133AFA8D93E01B-,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250209,EP-HOSP-001-DEPT-ADM-kpi_001-20250209,,-BLOCKED,Baseline,Monitoring-Only or Validation Scenario,Monitoring Only,2026-07-28T11:14:25.132754+00:00,2C-2C-1.0,BL-70133AFA8D93E01B,Available with Conditions,77.77777777777779,Percent,2025-02-09,50.0,,,{},,0,kpi_001,77.77777777777779,,,,Uncertain,,[],,No Contradiction,False,Not Confirmed,Insufficient Evidence,Scenario family 'Monitoring-Only or Validation Scenario' is not supported for quantitative modelling.,Blocked — Unsupported Family,False,['analytical_workforce_kpi_daily.csv'],['AKPI-kpi_001-HOSP-001-DEPT-ADM-20250209'],[],[],,,
SR-BL-BC5DDA2FCB098382-,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250328,EP-HOSP-001-DEPT-ADM-kpi_001-20250328,,-BLOCKED,Baseline,No-Action or Baseline Comparator,No-Action Comparator,2026-07-28T11:14:25.132754+00:00,2C-2C-1.0,BL-BC5DDA2FCB098382,Available with Conditions,84.55182072829132,Percent,2025-04-01,50.0,,,{},,0,kpi_001,84.55182072829132,,,,Uncertain,,[],,No Contradiction,False,Not Confirmed,Insufficient Evidence,Scenario family 'No-Action or Baseline Comparator' is not supported for quantitative modelling.,Blocked — Unsupported Family,False,['analytical_workforce_kpi_daily.csv'],"['AKPI-kpi_001-HOSP-001-DEPT-ADM-20250328', 'AKPI-kpi_001-HOSP-001-DEPT-ADM-20250329', 'AKPI-kpi_001-HOSP-001-DEPT-ADM-20250330', 'AKPI-kpi_001-HOSP-001-DEPT-ADM-20250331', 'AKPI-kpi_001-HOSP-001-DEPT-ADM-20250401']",[],[],,,
SR-BL-3048F5335B1741BC-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250328,EP-HOSP-001-DEPT-ADM-kpi_001-20250328,SCEN-STAFF-001,COMP-BASE-001,Baseline,Staffing Coverage Adjustment,Baseline,2026-07-28T11:14:43.207877,2C-2C-1.0,BL-3048F5335B1741BC,Available with Conditions,84.55182072829132,Percent,2025-04-01,50.0,staffing-default,,{},All Valid,0,kpi_001,84.55182072829132,84.33734939759036,0.0,-0.21447133070095958,Decrease,Staffing coverage adjusted from 84.55% to 84.34%. Adjusted available staff: 14.0 (required: 16.6).,[],,No Contradiction,False,Not Confirmed,Low,,Completed,False,['analytical_workforce_kpi_daily.csv'],"['AKPI-kpi_001-HOSP-001-DEPT-ADM-20250328', 'AKPI-kpi_001-HOSP-001-DEPT-ADM-20250329', 'AKPI-kpi_001-HOSP-001-DEPT-ADM-20250330', 'AKPI-kpi_001-HOSP-001-DEPT-ADM-20250331', 'AKPI-kpi_001-HOSP-001-DEPT-ADM-20250401']","['REC-CASE-DEPT-ADM-20250328-OPT1', 'REC-CASE-DEPT-ADM-20250329-OPT1', 'REC-CASE-DEPT-ADM-20250401-OPT1']",[],staffing-coverage-adjustment,2C-2B-1.0,2C-2B-1.0
SR-BL-3048F5335B1741BC-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250328,EP-HOSP-001-DEPT-ADM-kpi_001-20250328,SCEN-STAFF-001,COMP-CONS-001,Conservative,Staffing Coverage Adjustment,Baseline,2026-07-28T11:14:43.208073,2C-2C-1.0,BL-3048F5335B1741BC,Available with Conditions,84.55182072829132,Percent,2025-04-01,50.0,staffing-default,,"{""additional_staff_count"": 2.0, ""temporary_staff_count"": 1.0, ""staff_reassignment_count"": 0.0, ""uncovered_shift_reduction_pct"": 0.0, ""max_coverage_pct"": 100.0}",All Valid,0,kpi_001,84.55182072829132,100.0,3.0,15.448179271708682,Increase,Staffing coverage adjusted from 84.55% to 100.00%. Adjusted available staff: 17.0 (required: 16.6).,[],,No Contradiction,False,Not Confirmed,Low,Staffing coverage capped at 100.0%.,Completed,False,['analytical_workforce_kpi_daily.csv'],"['AKPI-kpi_001-HOSP-001-DEPT-ADM-20250328', 'AKPI-kpi_001-HOSP-001-DEPT-ADM-20250329', 'AKPI-kpi_001-HOSP-001-DEPT-ADM-20250330', 'AKPI-kpi_001-HOSP-001-DEPT-ADM-20250331', 'AKPI-kpi_001-HOSP-001-DEPT-ADM-20250401']","['REC-CASE-DEPT-ADM-20250328-OPT1', 'REC-CASE-DEPT-ADM-20250329-OPT1', 'REC-CASE-DEPT-ADM-20250401-OPT1']",[],staffing-coverage-adjustment,2C-2B-1.0,2C-2B-1.0
SR-BL-3048F5335B1741BC-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250328,EP-HOSP-001-DEPT-ADM-kpi_001-20250328,SCEN-STAFF-001,COMP-EXP-001,Expected,Staffing Coverage Adjustment,Baseline,2026-07-28T11:14:43.208181,2C-2C-1.0,BL-3048F5335B1741BC,Available with Conditions,84.55182072829132,Percent,2025-04-01,50.0,staffing-default,,"{""additional_staff_count"": 2.0, ""temporary_staff_count"": 1.0, ""staff_reassignment_count"": 0.0, ""uncovered_shift_reduction_pct"": 0.0, ""max_coverage_pct"": 100.0}",All Valid,0,kpi_001,84.55182072829132,100.0,3.0,15.448179271708682,Increase,Staffing coverage adjusted from 84.55% to 100.00%. Adjusted available staff: 17.0 (required: 16.6).,[],,No Contradiction,False,Not Confirmed,Low,Staffing coverage capped at 100.0%.,Completed,False,['analytical_workforce_kpi_daily.csv'],"['AKPI-kpi_001-HOSP-001-DEPT-ADM-20250328', 'AKPI-kpi_001-HOSP-001-DEPT-ADM-20250329', 'AKPI-kpi_001-HOSP-001-DEPT-ADM-20250330', 'AKPI-kpi_001-HOSP-001-DEPT-ADM-20250331', 'AKPI-kpi_001-HOSP-001-DEPT-ADM-20250401']","['REC-CASE-DEPT-ADM-20250328-OPT1', 'REC-CASE-DEPT-ADM-20250329-OPT1', 'REC-CASE-DEPT-ADM-20250401-OPT1']",[],staffing-coverage-adjustment,2C-2B-1.0,2C-2B-1.0
SR-BL-3048F5335B1741BC-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250328,EP-HOSP-001-DEPT-ADM-kpi_001-20250328,SCEN-STAFF-001,COMP-HIGH-001,Higher Intensity,Staffing Coverage Adjustment,Baseline,2026-07-28T11:14:43.208283,2C-2C-1.0,BL-3048F5335B1741BC,Available with Conditions,84.55182072829132,Percent,2025-04-01,50.0,staffing-default,,"{""additional_staff_count"": 2.0, ""temporary_staff_count"": 1.0, ""staff_reassignment_count"": 0.0, ""uncovered_shift_reduction_pct"": 0.0, ""max_coverage_pct"": 100.0}",All Valid,0,kpi_001,84.55182072829132,100.0,3.0,15.448179271708682,Increase,Staffing coverage adjusted from 84.55% to 100.00%. Adjusted available staff: 17.0 (required: 16.6).,[],,No Contradiction,False,Not Confirmed,Low,Staffing coverage capped at 100.0%.,Completed,False,['analytical_workforce_kpi_daily.csv'],"['AKPI-kpi_001-HOSP-001-DEPT-ADM-20250328', 'AKPI-kpi_001-HOSP-001-DEPT-ADM-20250329', 'AKPI-kpi_001-HOSP-001-DEPT-ADM-20250330', 'AKPI-kpi_001-HOSP-001-DEPT-ADM-20250331', 'AKPI-kpi_001-HOSP-001-DEPT-ADM-20250401']","['REC-CASE-DEPT-ADM-20250328-OPT1', 'REC-CASE-DEPT-ADM-20250329-OPT1', 'REC-CASE-DEPT-ADM-20250401-OPT1']",[],staffing-coverage-adjustment,2C-2B-1.0,2C-2B-1.0
SR-BL-5321F55DF7C730EE-,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250328,EP-HOSP-001-DEPT-ADM-kpi_001-20250328,,-BLOCKED,Baseline,Monitoring-Only or Validation Scenario,Monitoring Only,2026-07-28T11:14:25.132754+00:00,2C-2C-1.0,BL-5321F55DF7C730EE,Available with Conditions,84.55182072829132,Percent,2025-04-01,50.0,,,{},,0,kpi_001,84.55182072829132,,,,Uncertain,,[],,No Contradiction,False,Not Confirmed,Insufficient Evidence,Scenario family 'Monitoring-Only or Validation Scenario' is not supported for quantitative modelling.,Blocked — Unsupported Family,False,['analytical_workforce_kpi_daily.csv'],"['AKPI-kpi_001-HOSP-001-DEPT-ADM-20250328', 'AKPI-kpi_001-HOSP-001-DEPT-ADM-20250329', 'AKPI-kpi_001-HOSP-001-DEPT-ADM-20250330', 'AKPI-kpi_001-HOSP-001-DEPT-ADM-20250331', 'AKPI-kpi_001-HOSP-001-DEPT-ADM-20250401']",[],[],,,
SR-BL-D2B7A0571B895508-,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250410,EP-HOSP-001-DEPT-ADM-kpi_001-20250410,,-BLOCKED,Baseline,No-Action or Baseline Comparator,No-Action Comparator,2026-07-28T11:14:25.132754+00:00,2C-2C-1.0,BL-D2B7A0571B895508,Available with Conditions,83.33333333333334,Percent,2025-04-10,50.0,,,{},,0,kpi_001,83.33333333333334,,,,Uncertain,,[],,No Contradiction,False,Not Confirmed,Insufficient Evidence,Scenario family 'No-Action or Baseline Comparator' is not supported for quantitative modelling.,Blocked — Unsupported Family,False,['analytical_workforce_kpi_daily.csv'],['AKPI-kpi_001-HOSP-001-DEPT-ADM-20250410'],[],[],,,
SR-BL-EB935D17ADFCF500-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20250410,EP-HOSP-001-DEPT-ADM-kpi_001-20250410,SCEN-STAFF-001,COMP-BASE-001,Baseline,Staffing Coverage Adjustment,Baseline,2026-07-28T11:14:43.216703,2C-2C-1.0,BL-EB935D17ADFCF500,Available with Conditions,83.33333333333334,Percent,2025-04-10,50.0,staffing-default,,{},All Valid,0,kpi_001,83.33333333333334,83.33333333333334,0.0,0.0,No Change,Staffing coverage adjusted from 83.33% to 83.33%. Adjusted available staff: 15.0 (required: 18.0).,[],,No Contradiction,False,Not Confirmed,Low,,Completed,False,['analytical_workforce_kpi_daily.csv'],['AKPI-kpi_001-HOSP-001-DEPT-ADM-20250410'],['REC-CASE-DEPT-ADM-20250410-OPT1'],[],staffing-coverage-adjustment,2C-2B-1.0,2C-2B-1.0
