threshold_candidate_id,kpi_id,kpi_name,candidate_name,candidate_type,directionality,lower_red_boundary,lower_amber_boundary,green_lower_boundary,green_upper_boundary,upper_amber_boundary,upper_red_boundary,unit,boundary_inclusivity_rule,calibration_method,calibration_period_start,calibration_period_end,valid_observation_count,unavailable_observation_count,data_sufficiency,approval_status,threshold_is_provisional,version,rationale,limitations,candidate_validity_status,rejection_reason,duplicate_of_candidate_id,technical_score,score_components,recommendation_strength,created_at
CAND-608F03EF0032,kpi_002,Staff Absenteeism Rate,kpi_002_Percentile-Based_Calibration_Conservative,Conservative,Lower is better,,,0.0,13.333333333333334,23.07692307692308,23.07692307692308,Percent,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Percentile-Based Calibration,2026-01-01,2026-12-31,2920,0,Strong,Pending Stakeholder Review,True,v1.0-candidate,Percentile-Based Calibration Conservative candidate for kpi_002.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.028076
CAND-40CF2D156CC2,kpi_002,Staff Absenteeism Rate,kpi_002_Mean_and_Standard-Deviation_Calibration_Conservative,Conservative,Lower is better,,,0.0,16.669107900713534,23.07692307692308,23.07692307692308,Percent,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Mean and Standard-Deviation Calibration,2026-01-01,2026-12-31,2920,0,Strong,Candidate,True,v1.0-candidate,Mean and Standard-Deviation Calibration Conservative candidate for kpi_002.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.028118
CAND-EB95F8D206A8,kpi_002,Staff Absenteeism Rate,kpi_002_Median_and_MAD_Calibration_Conservative,Conservative,Lower is better,,,0.0,19.23076923076923,23.07692307692308,23.07692307692308,Percent,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Median and MAD Calibration,2026-01-01,2026-12-31,2920,0,Strong,Candidate,True,v1.0-candidate,Median and MAD Calibration Conservative candidate for kpi_002.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.028145
CAND-19FB32472F13,kpi_002,Staff Absenteeism Rate,kpi_002_Percentile-Based_Calibration_Balanced,Balanced,Lower is better,,,0.0,7.6923076923076925,19.047619047619047,19.047619047619047,Percent,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Percentile-Based Calibration,2026-01-01,2026-12-31,2920,0,Strong,Candidate,True,v1.0-candidate,Percentile-Based Calibration Balanced candidate for kpi_002.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.028173
CAND-074845C6493C,kpi_002,Staff Absenteeism Rate,kpi_002_Mean_and_Standard-Deviation_Calibration_Balanced,Balanced,Lower is better,,,0.0,12.619056577042443,19.047619047619047,19.047619047619047,Percent,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Mean and Standard-Deviation Calibration,2026-01-01,2026-12-31,2920,0,Strong,Candidate,True,v1.0-candidate,Mean and Standard-Deviation Calibration Balanced candidate for kpi_002.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.028191
CAND-9A40DD6EB6AC,kpi_002,Staff Absenteeism Rate,kpi_002_Median_and_MAD_Calibration_Balanced,Balanced,Lower is better,,,0.0,15.384615384615383,19.047619047619047,19.047619047619047,Percent,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Median and MAD Calibration,2026-01-01,2026-12-31,2920,0,Strong,Candidate,True,v1.0-candidate,Median and MAD Calibration Balanced candidate for kpi_002.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.028207
CAND-7D40F54C5FD8,kpi_002,Staff Absenteeism Rate,kpi_002_Percentile-Based_Calibration_Sensitive,Sensitive,Lower is better,,,0.0,0.0,13.333333333333334,13.333333333333334,Percent,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Percentile-Based Calibration,2026-01-01,2026-12-31,2920,0,Strong,Pending Stakeholder Review,True,v1.0-candidate,Percentile-Based Calibration Sensitive candidate for kpi_002.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.028223
CAND-9830132D5FEA,kpi_002,Staff Absenteeism Rate,kpi_002_Mean_and_Standard-Deviation_Calibration_Sensitive,Sensitive,Lower is better,,,0.0,8.569005253371351,13.333333333333334,13.333333333333334,Percent,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Mean and Standard-Deviation Calibration,2026-01-01,2026-12-31,2920,0,Strong,Candidate,True,v1.0-candidate,Mean and Standard-Deviation Calibration Sensitive candidate for kpi_002.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.028240
CAND-C79F1F3C48F8,kpi_002,Staff Absenteeism Rate,kpi_002_Median_and_MAD_Calibration_Sensitive,Sensitive,Lower is better,,,0.0,11.538461538461538,13.333333333333334,13.333333333333334,Percent,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Median and MAD Calibration,2026-01-01,2026-12-31,2920,0,Strong,Candidate,True,v1.0-candidate,Median and MAD Calibration Sensitive candidate for kpi_002.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.028255
CAND-401D561CEDE3,kpi_002,Staff Absenteeism Rate,kpi_002_Hybrid_Candidate_Calibration_Balanced,Balanced,Lower is better,,,0.0,15.001220617023435,19.047619047619047,19.047619047619047,Percent,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Hybrid Candidate Calibration,2026-01-01,2026-12-31,2920,0,Strong,Pending Stakeholder Review,True,v1.0-candidate,Hybrid balanced: average of percentile balanced and mean-SD balanced boundaries.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.028273
CAND-CA0102EBD968,kpi_003,Bed Occupancy Rate,kpi_003_Percentile-Based_Calibration_Conservative,Conservative,Context-sensitive,78.94736842105263,85.84905660377359,85.84905660377359,100.0,100.0,109.53900709219857,Percent,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Percentile-Based Calibration,2026-01-01,2026-12-31,1095,0,Strong,Pending Stakeholder Review,True,v1.0-candidate,Percentile-Based Calibration Conservative candidate for kpi_003.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.043750
CAND-C5F83D3AC634,kpi_003,Bed Occupancy Rate,kpi_003_Mean_and_Standard-Deviation_Calibration_Conservative,Conservative,Context-sensitive,78.94736842105263,84.06688866683308,84.06688866683308,102.64296861693595,102.64296861693595,109.53900709219857,Percent,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Mean and Standard-Deviation Calibration,2026-01-01,2026-12-31,1095,0,Strong,Candidate,True,v1.0-candidate,Mean and Standard-Deviation Calibration Conservative candidate for kpi_003.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.043783
CAND-6897FC275F88,kpi_003,Bed Occupancy Rate,kpi_003_Median_and_MAD_Calibration_Conservative,Conservative,Context-sensitive,78.94736842105263,83.33333333333329,83.33333333333329,103.33333333333334,103.33333333333334,109.53900709219857,Percent,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Median and MAD Calibration,2026-01-01,2026-12-31,1095,0,Strong,Candidate,True,v1.0-candidate,Median and MAD Calibration Conservative candidate for kpi_003.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.043802
CAND-33EBB4A92C6A,kpi_003,Bed Occupancy Rate,kpi_003_Percentile-Based_Calibration_Balanced,Balanced,Context-sensitive,81.71809841534612,85.84905660377359,85.84905660377359,100.0,100.0,104.76190476190476,Percent,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Percentile-Based Calibration,2026-01-01,2026-12-31,1095,0,Strong,Candidate,True,v1.0-candidate,Percentile-Based Calibration Balanced candidate for kpi_003.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.043817
CAND-910F46D4AD0E,kpi_003,Bed Occupancy Rate,kpi_003_Mean_and_Standard-Deviation_Calibration_Balanced,Balanced,Context-sensitive,81.71809841534612,86.38889866059594,86.38889866059594,100.32095862317308,100.32095862317308,104.76190476190476,Percent,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Mean and Standard-Deviation Calibration,2026-01-01,2026-12-31,1095,0,Strong,Candidate,True,v1.0-candidate,Mean and Standard-Deviation Calibration Balanced candidate for kpi_003.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.043829
CAND-913EEDD4C47F,kpi_003,Bed Occupancy Rate,kpi_003_Median_and_MAD_Calibration_Balanced,Balanced,Context-sensitive,81.71809841534612,86.66666666666663,86.66666666666663,100.0,100.0,104.76190476190476,Percent,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Median and MAD Calibration,2026-01-01,2026-12-31,1095,0,Strong,Candidate,True,v1.0-candidate,Median and MAD Calibration Balanced candidate for kpi_003.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.043842
CAND-1EC4883C83DB,kpi_003,Bed Occupancy Rate,kpi_003_Percentile-Based_Calibration_Sensitive,Sensitive,Context-sensitive,85.84905660377359,93.33333333333331,93.33333333333331,100.0,100.0,104.76190476190476,Percent,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Percentile-Based Calibration,2026-01-01,2026-12-31,1095,0,Strong,Pending Stakeholder Review,True,v1.0-candidate,Percentile-Based Calibration Sensitive candidate for kpi_003.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.043856
CAND-B5118AA44013,kpi_003,Bed Occupancy Rate,kpi_003_Mean_and_Standard-Deviation_Calibration_Sensitive,Sensitive,Context-sensitive,85.84905660377359,88.7109086543588,88.7109086543588,97.99894862941022,97.99894862941022,104.76190476190476,Percent,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Mean and Standard-Deviation Calibration,2026-01-01,2026-12-31,1095,0,Strong,Candidate,True,v1.0-candidate,Mean and Standard-Deviation Calibration Sensitive candidate for kpi_003.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.043868
CAND-C8261823E535,kpi_003,Bed Occupancy Rate,kpi_003_Median_and_MAD_Calibration_Sensitive,Sensitive,Context-sensitive,85.84905660377359,89.99999999999997,89.99999999999997,96.66666666666666,96.66666666666666,104.76190476190476,Percent,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Median and MAD Calibration,2026-01-01,2026-12-31,1095,0,Strong,Candidate,True,v1.0-candidate,Median and MAD Calibration Sensitive candidate for kpi_003.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.043879
CAND-302D7A9F11B5,kpi_003,Bed Occupancy Rate,kpi_003_Hybrid_Candidate_Calibration_Balanced,Balanced,Context-sensitive,81.71809841534612,86.11897763218477,86.11897763218477,100.16047931158654,100.16047931158654,104.76190476190476,Percent,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Hybrid Candidate Calibration,2026-01-01,2026-12-31,1095,0,Strong,Pending Stakeholder Review,True,v1.0-candidate,Hybrid balanced: average of percentile balanced and mean-SD balanced boundaries.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.043893
CAND-3BF16ED2129B,kpi_004,Average Patient Waiting Time,kpi_004_Percentile-Based_Calibration_Conservative,Conservative,Lower is better,,,26.24,45.44239694239694,55.830977701543745,55.830977701543745,Minutes,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Percentile-Based Calibration,2026-01-01,2026-12-31,1095,0,Strong,Pending Stakeholder Review,True,v1.0-candidate,Percentile-Based Calibration Conservative candidate for kpi_004.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.055990
CAND-6937F68D0C37,kpi_004,Average Patient Waiting Time,kpi_004_Mean_and_Standard-Deviation_Calibration_Conservative,Conservative,Lower is better,,,26.24,49.04217675832712,55.830977701543745,55.830977701543745,Minutes,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Mean and Standard-Deviation Calibration,2026-01-01,2026-12-31,1095,0,Strong,Candidate,True,v1.0-candidate,Mean and Standard-Deviation Calibration Conservative candidate for kpi_004.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.056050
CAND-F02CC77FEE41,kpi_004,Average Patient Waiting Time,kpi_004_Median_and_MAD_Calibration_Conservative,Conservative,Lower is better,,,26.24,46.654545454545456,55.830977701543745,55.830977701543745,Minutes,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Median and MAD Calibration,2026-01-01,2026-12-31,1095,0,Strong,Candidate,True,v1.0-candidate,Median and MAD Calibration Conservative candidate for kpi_004.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.056084
CAND-79DF6D9A0E06,kpi_004,Average Patient Waiting Time,kpi_004_Percentile-Based_Calibration_Balanced,Balanced,Lower is better,,,26.24,40.6,54.08749262536873,54.08749262536873,Minutes,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Percentile-Based Calibration,2026-01-01,2026-12-31,1095,0,Strong,Candidate,True,v1.0-candidate,Percentile-Based Calibration Balanced candidate for kpi_004.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.056115
CAND-539631C31356,kpi_004,Average Patient Waiting Time,kpi_004_Mean_and_Standard-Deviation_Calibration_Balanced,Balanced,Lower is better,,,26.24,45.38758177000746,54.08749262536873,54.08749262536873,Minutes,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Mean and Standard-Deviation Calibration,2026-01-01,2026-12-31,1095,0,Strong,Candidate,True,v1.0-candidate,Mean and Standard-Deviation Calibration Balanced candidate for kpi_004.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.056135
CAND-8FFE3C1AB60F,kpi_004,Average Patient Waiting Time,kpi_004_Median_and_MAD_Calibration_Balanced,Balanced,Lower is better,,,26.24,44.63636363636364,54.08749262536873,54.08749262536873,Minutes,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Median and MAD Calibration,2026-01-01,2026-12-31,1095,0,Strong,Candidate,True,v1.0-candidate,Median and MAD Calibration Balanced candidate for kpi_004.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.056153
CAND-C7926AE694F2,kpi_004,Average Patient Waiting Time,kpi_004_Percentile-Based_Calibration_Sensitive,Sensitive,Lower is better,,,26.24,37.248456790123456,45.44239694239694,45.44239694239694,Minutes,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Percentile-Based Calibration,2026-01-01,2026-12-31,1095,0,Strong,Pending Stakeholder Review,True,v1.0-candidate,Percentile-Based Calibration Sensitive candidate for kpi_004.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.056176
CAND-CDC7E45D1B13,kpi_004,Average Patient Waiting Time,kpi_004_Mean_and_Standard-Deviation_Calibration_Sensitive,Sensitive,Lower is better,,,26.24,41.732986781687785,45.44239694239694,45.44239694239694,Minutes,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Mean and Standard-Deviation Calibration,2026-01-01,2026-12-31,1095,0,Strong,Candidate,True,v1.0-candidate,Mean and Standard-Deviation Calibration Sensitive candidate for kpi_004.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.056194
CAND-56F7FB9ED00B,kpi_004,Average Patient Waiting Time,kpi_004_Median_and_MAD_Calibration_Sensitive,Sensitive,Lower is better,,,26.24,42.618181818181824,45.44239694239694,45.44239694239694,Minutes,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Median and MAD Calibration,2026-01-01,2026-12-31,1095,0,Strong,Candidate,True,v1.0-candidate,Median and MAD Calibration Sensitive candidate for kpi_004.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.056218
CAND-B80C86F00895,kpi_004,Average Patient Waiting Time,kpi_004_Hybrid_Candidate_Calibration_Balanced,Balanced,Lower is better,,,26.24,47.242286850362035,54.08749262536873,54.08749262536873,Minutes,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Hybrid Candidate Calibration,2026-01-01,2026-12-31,1095,0,Strong,Pending Stakeholder Review,True,v1.0-candidate,Hybrid balanced: average of percentile balanced and mean-SD balanced boundaries.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.056243
CAND-9415103FD987,kpi_005,Patient Complaint Rate,kpi_005_Percentile-Based_Calibration_Conservative,Conservative,Lower is better,,,0.0,12.195121951219512,23.809523809523807,23.809523809523807,Complaints per 1000 encounters,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Percentile-Based Calibration,2026-01-01,2026-12-31,984,0,Moderate,Pending Stakeholder Review,True,v1.0-candidate,Percentile-Based Calibration Conservative candidate for kpi_005.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.069452
CAND-C4AC5E8414F5,kpi_005,Patient Complaint Rate,kpi_005_Mean_and_Standard-Deviation_Calibration_Conservative,Conservative,Lower is better,,,0.0,17.362503729562363,23.809523809523807,23.809523809523807,Complaints per 1000 encounters,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Mean and Standard-Deviation Calibration,2026-01-01,2026-12-31,984,0,Moderate,Candidate,True,v1.0-candidate,Mean and Standard-Deviation Calibration Conservative candidate for kpi_005.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.069471
CAND-BEEFEF88E4FB,kpi_005,Patient Complaint Rate,kpi_005_Median_and_MAD_Calibration_Conservative,Conservative,Lower is better,,,0.0,0.0,23.809523809523807,23.809523809523807,Complaints per 1000 encounters,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Median and MAD Calibration,2026-01-01,2026-12-31,984,0,Moderate,Candidate,True,v1.0-candidate,Median and MAD Calibration Conservative candidate for kpi_005.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.069483
CAND-2BFB7B01D856,kpi_005,Patient Complaint Rate,kpi_005_Percentile-Based_Calibration_Balanced,Balanced,Lower is better,,,0.0,0.0,19.743739079790338,19.743739079790338,Complaints per 1000 encounters,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Percentile-Based Calibration,2026-01-01,2026-12-31,984,0,Moderate,Candidate,True,v1.0-candidate,Percentile-Based Calibration Balanced candidate for kpi_005.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.069494
CAND-09A862159987,kpi_005,Patient Complaint Rate,kpi_005_Mean_and_Standard-Deviation_Calibration_Balanced,Balanced,Lower is better,,,0.0,12.335382377778755,19.743739079790338,19.743739079790338,Complaints per 1000 encounters,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Mean and Standard-Deviation Calibration,2026-01-01,2026-12-31,984,0,Moderate,Candidate,True,v1.0-candidate,Mean and Standard-Deviation Calibration Balanced candidate for kpi_005.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.069507
CAND-C945DC4FD68E,kpi_005,Patient Complaint Rate,kpi_005_Median_and_MAD_Calibration_Balanced,Balanced,Lower is better,,,0.0,0.0,19.743739079790338,19.743739079790338,Complaints per 1000 encounters,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Median and MAD Calibration,2026-01-01,2026-12-31,984,0,Moderate,Candidate,True,v1.0-candidate,Median and MAD Calibration Balanced candidate for kpi_005.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.069517
CAND-E8AC265EF263,kpi_005,Patient Complaint Rate,kpi_005_Percentile-Based_Calibration_Sensitive,Sensitive,Lower is better,,,0.0,0.0,12.195121951219512,12.195121951219512,Complaints per 1000 encounters,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Percentile-Based Calibration,2026-01-01,2026-12-31,984,0,Moderate,Pending Stakeholder Review,True,v1.0-candidate,Percentile-Based Calibration Sensitive candidate for kpi_005.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.069528
CAND-1A0DC4044C83,kpi_005,Patient Complaint Rate,kpi_005_Mean_and_Standard-Deviation_Calibration_Sensitive,Sensitive,Lower is better,,,0.0,7.308261025995147,12.195121951219512,12.195121951219512,Complaints per 1000 encounters,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Mean and Standard-Deviation Calibration,2026-01-01,2026-12-31,984,0,Moderate,Candidate,True,v1.0-candidate,Mean and Standard-Deviation Calibration Sensitive candidate for kpi_005.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.069538
CAND-26C54C8171AE,kpi_005,Patient Complaint Rate,kpi_005_Median_and_MAD_Calibration_Sensitive,Sensitive,Lower is better,,,0.0,0.0,12.195121951219512,12.195121951219512,Complaints per 1000 encounters,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Median and MAD Calibration,2026-01-01,2026-12-31,984,0,Moderate,Candidate,True,v1.0-candidate,Median and MAD Calibration Sensitive candidate for kpi_005.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.069547
CAND-F76D963AE6DE,kpi_005,Patient Complaint Rate,kpi_005_Hybrid_Candidate_Calibration_Balanced,Balanced,Lower is better,,,0.0,14.778812840390938,19.743739079790338,19.743739079790338,Complaints per 1000 encounters,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Hybrid Candidate Calibration,2026-01-01,2026-12-31,984,0,Moderate,Pending Stakeholder Review,True,v1.0-candidate,Hybrid balanced: average of percentile balanced and mean-SD balanced boundaries.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.069558
CAND-CB8525C68FEC,kpi_006,Patient Satisfaction Score,kpi_006_Percentile-Based_Calibration_Conservative,Conservative,Higher is better,2.0,3.0,3.0,5.0,,,1-5 Likert Score,"Lower boundary inclusive, upper exclusive; global maximum inclusive",Percentile-Based Calibration,2026-01-01,2026-12-31,2383,0,Strong,Pending Stakeholder Review,True,v1.0-candidate,Percentile-Based Calibration Conservative candidate for kpi_006.,Provisional candidate for Step 2B-1A review only.,Valid,,,,,,2026-07-27T19:24:36.084066
