stability_record_id,threshold_candidate_id,kpi_id,test_dimension,test_segment,candidate_green_percentage,candidate_amber_percentage,candidate_red_percentage,deviation_from_full_period,stability_status,stability_reason,calibration_run_id
STB-98D22E8A51A6,CAND-D39195440C4F,kpi_001,month,2026-04,22.5,50.83333333333333,26.666666666666668,4.8287671232876725,Stable,Deviation from full-period green % = 4.8,THCAL-DBEA0A3F3860
STB-12629EF15EE2,CAND-D39195440C4F,kpi_001,month,2026-05,26.61290322580645,47.17741935483871,26.209677419354836,0.7158638974812241,Stable,Deviation from full-period green % = 0.7,THCAL-DBEA0A3F3860
STB-64165C6D9307,CAND-D39195440C4F,kpi_001,month,2026-06,17.5,46.25,36.25,9.828767123287673,Stable,Deviation from full-period green % = 9.8,THCAL-DBEA0A3F3860
STB-626367805FFA,CAND-D39195440C4F,kpi_001,month,2026-07,22.983870967741936,43.54838709677419,33.46774193548387,4.344896155545737,Stable,Deviation from full-period green % = 4.3,THCAL-DBEA0A3F3860
STB-7987DDBF8159,CAND-D39195440C4F,kpi_001,month,2026-08,25.806451612903224,56.451612903225815,17.741935483870968,1.5223155103844483,Stable,Deviation from full-period green % = 1.5,THCAL-DBEA0A3F3860
STB-9D19C9610DFB,CAND-D39195440C4F,kpi_001,month,2026-09,29.583333333333332,50.0,20.416666666666668,2.2545662100456596,Stable,Deviation from full-period green % = 2.3,THCAL-DBEA0A3F3860
STB-F10084849988,CAND-D39195440C4F,kpi_001,month,2026-10,22.177419354838708,55.64516129032258,22.177419354838708,5.151347768448964,Stable,Deviation from full-period green % = 5.2,THCAL-DBEA0A3F3860
STB-B816DBA148D9,CAND-D39195440C4F,kpi_001,month,2026-11,24.166666666666668,54.166666666666664,21.666666666666668,3.1621004566210047,Stable,Deviation from full-period green % = 3.2,THCAL-DBEA0A3F3860
STB-DD7E4793B3C9,CAND-D39195440C4F,kpi_001,month,2026-12,28.62903225806452,52.016129032258064,19.35483870967742,1.300265134776847,Stable,Deviation from full-period green % = 1.3,THCAL-DBEA0A3F3860
STB-9A989BBC4390,CAND-608F03EF0032,kpi_002,hospital_id,HOSP-001,75.54794520547945,18.698630136986303,5.7534246575342465,0.0,Stable,Deviation from full-period green % = 0.0,THCAL-DBEA0A3F3860
STB-699D826F7421,CAND-608F03EF0032,kpi_002,month,2026-01,89.51612903225806,8.46774193548387,2.0161290322580645,13.968183826778613,Moderately Stable,Deviation from full-period green % = 14.0,THCAL-DBEA0A3F3860
STB-07EBDE36E037,CAND-608F03EF0032,kpi_002,month,2026-02,87.94642857142857,10.714285714285714,1.3392857142857142,12.398483365949119,Moderately Stable,Deviation from full-period green % = 12.4,THCAL-DBEA0A3F3860
STB-D774BFB95139,CAND-608F03EF0032,kpi_002,month,2026-03,79.83870967741935,16.93548387096774,3.225806451612903,4.2907644719398945,Stable,Deviation from full-period green % = 4.3,THCAL-DBEA0A3F3860
STB-D47A9BDA281B,CAND-608F03EF0032,kpi_002,month,2026-04,72.08333333333333,20.833333333333336,7.083333333333333,3.464611872146122,Stable,Deviation from full-period green % = 3.5,THCAL-DBEA0A3F3860
STB-5A94EA02344F,CAND-608F03EF0032,kpi_002,month,2026-05,72.17741935483872,19.758064516129032,8.064516129032258,3.370525850640732,Stable,Deviation from full-period green % = 3.4,THCAL-DBEA0A3F3860
STB-5556F9BE6C70,CAND-608F03EF0032,kpi_002,month,2026-06,55.41666666666667,31.666666666666664,12.916666666666668,20.13127853881278,Unstable,Deviation from full-period green % = 20.1,THCAL-DBEA0A3F3860
STB-46563A42B2C8,CAND-608F03EF0032,kpi_002,month,2026-07,61.693548387096776,25.806451612903224,12.5,13.854396818382675,Moderately Stable,Deviation from full-period green % = 13.9,THCAL-DBEA0A3F3860
STB-3579633458CF,CAND-608F03EF0032,kpi_002,month,2026-08,82.66129032258065,14.112903225806454,3.225806451612903,7.113345117101204,Stable,Deviation from full-period green % = 7.1,THCAL-DBEA0A3F3860
STB-1ED24D61C1D0,CAND-608F03EF0032,kpi_002,month,2026-09,80.0,17.083333333333332,2.9166666666666665,4.452054794520549,Stable,Deviation from full-period green % = 4.5,THCAL-DBEA0A3F3860
STB-4B62FAB14EE8,CAND-608F03EF0032,kpi_002,month,2026-10,73.79032258064517,19.35483870967742,6.854838709677419,1.7576226248342834,Stable,Deviation from full-period green % = 1.8,THCAL-DBEA0A3F3860
STB-1669F69B5C50,CAND-608F03EF0032,kpi_002,month,2026-11,79.16666666666666,17.083333333333332,3.75,3.6187214611872065,Stable,Deviation from full-period green % = 3.6,THCAL-DBEA0A3F3860
STB-8343B17FEAB5,CAND-608F03EF0032,kpi_002,month,2026-12,72.98387096774194,22.177419354838708,4.838709677419355,2.5640742377375147,Stable,Deviation from full-period green % = 2.6,THCAL-DBEA0A3F3860
STB-488F20F58E43,CAND-401D561CEDE3,kpi_002,hospital_id,HOSP-001,79.7945205479452,10.17123287671233,10.034246575342467,0.0,Stable,Deviation from full-period green % = 0.0,THCAL-DBEA0A3F3860
STB-2A11AC2163BB,CAND-401D561CEDE3,kpi_002,month,2026-01,90.7258064516129,4.032258064516129,5.241935483870968,10.9312859036677,Moderately Stable,Deviation from full-period green % = 10.9,THCAL-DBEA0A3F3860
STB-A46A8DCE600D,CAND-401D561CEDE3,kpi_002,month,2026-02,91.07142857142857,5.803571428571429,3.125,11.276908023483372,Moderately Stable,Deviation from full-period green % = 11.3,THCAL-DBEA0A3F3860
STB-6497C9796CB5,CAND-401D561CEDE3,kpi_002,month,2026-03,84.2741935483871,7.661290322580645,8.064516129032258,4.479673000441906,Stable,Deviation from full-period green % = 4.5,THCAL-DBEA0A3F3860
STB-F4AEDCA62297,CAND-401D561CEDE3,kpi_002,month,2026-04,75.83333333333333,11.25,12.916666666666668,3.9611872146118685,Stable,Deviation from full-period green % = 4.0,THCAL-DBEA0A3F3860
STB-8B39C29393D0,CAND-401D561CEDE3,kpi_002,month,2026-05,77.01612903225806,10.080645161290322,12.903225806451612,2.778391515687133,Stable,Deviation from full-period green % = 2.8,THCAL-DBEA0A3F3860
STB-AE99000669F5,CAND-401D561CEDE3,kpi_002,month,2026-06,61.25000000000001,17.5,21.25,18.54452054794519,Moderately Stable,Deviation from full-period green % = 18.5,THCAL-DBEA0A3F3860
STB-7FC3AE9DED9C,CAND-401D561CEDE3,kpi_002,month,2026-07,66.53225806451613,14.112903225806454,19.35483870967742,13.262262483429069,Moderately Stable,Deviation from full-period green % = 13.3,THCAL-DBEA0A3F3860
STB-3483998D86CA,CAND-401D561CEDE3,kpi_002,month,2026-08,88.70967741935483,6.451612903225806,4.838709677419355,8.915156871409636,Stable,Deviation from full-period green % = 8.9,THCAL-DBEA0A3F3860
STB-49DDCD107DB2,CAND-401D561CEDE3,kpi_002,month,2026-09,83.75,10.416666666666668,5.833333333333333,3.955479452054803,Stable,Deviation from full-period green % = 4.0,THCAL-DBEA0A3F3860
STB-6CABF3EE45BB,CAND-401D561CEDE3,kpi_002,month,2026-10,78.62903225806451,10.887096774193548,10.483870967741936,1.1654882898806846,Stable,Deviation from full-period green % = 1.2,THCAL-DBEA0A3F3860
STB-A1DFEC6F89BD,CAND-401D561CEDE3,kpi_002,month,2026-11,81.25,10.833333333333334,7.916666666666666,1.455479452054803,Stable,Deviation from full-period green % = 1.5,THCAL-DBEA0A3F3860
STB-C3ED7459D274,CAND-401D561CEDE3,kpi_002,month,2026-12,79.03225806451613,12.903225806451612,8.064516129032258,0.762262483429069,Stable,Deviation from full-period green % = 0.8,THCAL-DBEA0A3F3860
STB-4B1F37714824,CAND-7D40F54C5FD8,kpi_002,hospital_id,HOSP-001,31.404109589041095,42.19178082191781,26.4041095890411,0.0,Stable,Deviation from full-period green % = 0.0,THCAL-DBEA0A3F3860
STB-CD38AA41BEAC,CAND-7D40F54C5FD8,kpi_002,month,2026-01,47.58064516129033,40.32258064516129,12.096774193548388,16.176535572249232,Moderately Stable,Deviation from full-period green % = 16.2,THCAL-DBEA0A3F3860
STB-AF5A869BA23C,CAND-7D40F54C5FD8,kpi_002,month,2026-02,47.32142857142857,39.732142857142854,12.946428571428573,15.917318982387474,Moderately Stable,Deviation from full-period green % = 15.9,THCAL-DBEA0A3F3860
STB-DAFF00AA12E4,CAND-7D40F54C5FD8,kpi_002,month,2026-03,35.08064516129033,41.935483870967744,22.983870967741936,3.6765355722492323,Stable,Deviation from full-period green % = 3.7,THCAL-DBEA0A3F3860
STB-32BE40241CA2,CAND-7D40F54C5FD8,kpi_002,month,2026-04,21.666666666666668,47.5,30.833333333333336,9.737442922374427,Stable,Deviation from full-period green % = 9.7,THCAL-DBEA0A3F3860
STB-6AE6B2A3ECF8,CAND-7D40F54C5FD8,kpi_002,month,2026-05,28.62903225806452,42.33870967741936,29.03225806451613,2.7750773309765755,Stable,Deviation from full-period green % = 2.8,THCAL-DBEA0A3F3860
STB-B04F703FDA4C,CAND-7D40F54C5FD8,kpi_002,month,2026-06,19.166666666666668,34.583333333333336,46.25,12.237442922374427,Moderately Stable,Deviation from full-period green % = 12.2,THCAL-DBEA0A3F3860
STB-3D20BE86C726,CAND-7D40F54C5FD8,kpi_002,month,2026-07,24.193548387096776,36.29032258064516,39.516129032258064,7.210561201944319,Stable,Deviation from full-period green % = 7.2,THCAL-DBEA0A3F3860
STB-3903F175024A,CAND-7D40F54C5FD8,kpi_002,month,2026-08,31.85483870967742,49.596774193548384,18.548387096774192,0.45072912063632486,Stable,Deviation from full-period green % = 0.5,THCAL-DBEA0A3F3860
STB-95C9AEEB8D31,CAND-7D40F54C5FD8,kpi_002,month,2026-09,34.166666666666664,43.333333333333336,22.5,2.7625570776255692,Stable,Deviation from full-period green % = 2.8,THCAL-DBEA0A3F3860
STB-D191A9F24A0C,CAND-7D40F54C5FD8,kpi_002,month,2026-10,26.61290322580645,45.16129032258064,28.225806451612907,4.791206363234647,Stable,Deviation from full-period green % = 4.8,THCAL-DBEA0A3F3860
STB-200D004487D0,CAND-7D40F54C5FD8,kpi_002,month,2026-11,30.833333333333336,45.83333333333333,23.333333333333332,0.5707762557077594,Stable,Deviation from full-period green % = 0.6,THCAL-DBEA0A3F3860
STB-08CC3822417E,CAND-7D40F54C5FD8,kpi_002,month,2026-12,30.64516129032258,39.516129032258064,29.838709677419356,0.758948298718515,Stable,Deviation from full-period green % = 0.8,THCAL-DBEA0A3F3860
STB-CC25B625A227,CAND-CA0102EBD968,kpi_003,hospital_id,HOSP-001,54.06392694063927,36.25570776255708,9.680365296803654,0.0,Stable,Deviation from full-period green % = 0.0,THCAL-DBEA0A3F3860
STB-459C7A04D826,CAND-CA0102EBD968,kpi_003,month,2026-01,33.33333333333333,37.634408602150536,29.03225806451613,20.73059360730594,Unstable,Deviation from full-period green % = 20.7,THCAL-DBEA0A3F3860
STB-8C50B2668063,CAND-CA0102EBD968,kpi_003,month,2026-02,32.142857142857146,42.857142857142854,25.0,21.921069797782124,Unstable,Deviation from full-period green % = 21.9,THCAL-DBEA0A3F3860
STB-35E56EB92AB9,CAND-CA0102EBD968,kpi_003,month,2026-03,54.83870967741935,41.935483870967744,3.225806451612903,0.7747827367800824,Stable,Deviation from full-period green % = 0.8,THCAL-DBEA0A3F3860
STB-BE9D1F27690D,CAND-CA0102EBD968,kpi_003,month,2026-04,52.22222222222223,47.77777777777778,0.0,1.8417047184170414,Stable,Deviation from full-period green % = 1.8,THCAL-DBEA0A3F3860
STB-3F4F75A7D621,CAND-CA0102EBD968,kpi_003,month,2026-05,64.51612903225806,35.483870967741936,0.0,10.452202091618794,Moderately Stable,Deviation from full-period green % = 10.5,THCAL-DBEA0A3F3860
STB-7C666BD09EF5,CAND-CA0102EBD968,kpi_003,month,2026-06,37.77777777777778,33.33333333333333,28.888888888888886,16.28614916286149,Moderately Stable,Deviation from full-period green % = 16.3,THCAL-DBEA0A3F3860
STB-2FA16EDB1DFF,CAND-CA0102EBD968,kpi_003,month,2026-07,34.40860215053764,34.40860215053764,31.182795698924732,19.65532479010163,Moderately Stable,Deviation from full-period green % = 19.7,THCAL-DBEA0A3F3860
STB-9FA45BFB2323,CAND-CA0102EBD968,kpi_003,month,2026-08,66.66666666666666,33.33333333333333,0.0,12.602739726027387,Moderately Stable,Deviation from full-period green % = 12.6,THCAL-DBEA0A3F3860
STB-A4350CF11AEE,CAND-CA0102EBD968,kpi_003,month,2026-09,73.33333333333333,26.666666666666668,0.0,19.26940639269406,Moderately Stable,Deviation from full-period green % = 19.3,THCAL-DBEA0A3F3860
STB-4D85139D08A4,CAND-CA0102EBD968,kpi_003,month,2026-10,67.74193548387096,32.25806451612903,0.0,13.678008543231691,Moderately Stable,Deviation from full-period green % = 13.7,THCAL-DBEA0A3F3860
STB-21C109EF6D55,CAND-CA0102EBD968,kpi_003,month,2026-11,61.111111111111114,38.88888888888889,0.0,7.047184170471844,Stable,Deviation from full-period green % = 7.0,THCAL-DBEA0A3F3860
STB-F7AB27295293,CAND-CA0102EBD968,kpi_003,month,2026-12,68.81720430107528,31.182795698924732,0.0,14.753277360436009,Moderately Stable,Deviation from full-period green % = 14.8,THCAL-DBEA0A3F3860
STB-8E80518D819A,CAND-302D7A9F11B5,kpi_003,hospital_id,HOSP-001,53.24200913242009,25.570776255707763,21.187214611872147,0.0,Stable,Deviation from full-period green % = 0.0,THCAL-DBEA0A3F3860
STB-173D37DC42E7,CAND-302D7A9F11B5,kpi_003,month,2026-01,33.33333333333333,20.43010752688172,46.236559139784944,19.908675799086758,Moderately Stable,Deviation from full-period green % = 19.9,THCAL-DBEA0A3F3860
STB-B48050C9849F,CAND-302D7A9F11B5,kpi_003,month,2026-02,30.952380952380953,23.809523809523807,45.23809523809524,22.289628180039134,Unstable,Deviation from full-period green % = 22.3,THCAL-DBEA0A3F3860
STB-5F88AFA903E0,CAND-302D7A9F11B5,kpi_003,month,2026-03,53.76344086021505,27.956989247311824,18.27956989247312,0.5214317277949618,Stable,Deviation from full-period green % = 0.5,THCAL-DBEA0A3F3860
STB-B1B7F851830E,CAND-302D7A9F11B5,kpi_003,month,2026-04,51.11111111111111,34.44444444444444,14.444444444444443,2.1308980213089797,Stable,Deviation from full-period green % = 2.1,THCAL-DBEA0A3F3860
STB-DCCB75EF1FE5,CAND-302D7A9F11B5,kpi_003,month,2026-05,64.51612903225806,19.35483870967742,16.129032258064516,11.274119899837977,Moderately Stable,Deviation from full-period green % = 11.3,THCAL-DBEA0A3F3860
STB-7B69D4B1FCFF,CAND-302D7A9F11B5,kpi_003,month,2026-06,37.77777777777778,7.777777777777778,54.44444444444444,15.464231354642308,Moderately Stable,Deviation from full-period green % = 15.5,THCAL-DBEA0A3F3860
STB-ECC4232FA003,CAND-302D7A9F11B5,kpi_003,month,2026-07,34.40860215053764,17.20430107526882,48.38709677419355,18.833406981882447,Moderately Stable,Deviation from full-period green % = 18.8,THCAL-DBEA0A3F3860
STB-EF0AB19AAB3E,CAND-302D7A9F11B5,kpi_003,month,2026-08,66.66666666666666,31.182795698924732,2.1505376344086025,13.42465753424657,Moderately Stable,Deviation from full-period green % = 13.4,THCAL-DBEA0A3F3860
STB-8C74525D65EB,CAND-302D7A9F11B5,kpi_003,month,2026-09,71.11111111111111,26.666666666666668,2.2222222222222223,17.869101978691027,Moderately Stable,Deviation from full-period green % = 17.9,THCAL-DBEA0A3F3860
STB-DF99F2D68685,CAND-302D7A9F11B5,kpi_003,month,2026-10,66.66666666666666,33.33333333333333,0.0,13.42465753424657,Moderately Stable,Deviation from full-period green % = 13.4,THCAL-DBEA0A3F3860
STB-5B0AA40105F1,CAND-302D7A9F11B5,kpi_003,month,2026-11,57.77777777777777,40.0,2.2222222222222223,4.535768645357685,Stable,Deviation from full-period green % = 4.5,THCAL-DBEA0A3F3860
STB-30F30FB65904,CAND-302D7A9F11B5,kpi_003,month,2026-12,68.81720430107528,24.731182795698924,6.451612903225806,15.575195168655192,Moderately Stable,Deviation from full-period green % = 15.6,THCAL-DBEA0A3F3860
STB-5C6BD9B18777,CAND-1EC4883C83DB,kpi_003,hospital_id,HOSP-001,29.132420091324203,34.794520547945204,36.07305936073059,0.0,Stable,Deviation from full-period green % = 0.0,THCAL-DBEA0A3F3860
STB-80E2CA0D995A,CAND-1EC4883C83DB,kpi_003,month,2026-01,1.0752688172043012,32.25806451612903,66.66666666666666,28.057151274119903,Unstable,Deviation from full-period green % = 28.1,THCAL-DBEA0A3F3860
STB-EDD3A23E9158,CAND-1EC4883C83DB,kpi_003,month,2026-02,5.952380952380952,26.190476190476193,67.85714285714286,23.18003913894325,Unstable,Deviation from full-period green % = 23.2,THCAL-DBEA0A3F3860
STB-39E3A34D29CC,CAND-1EC4883C83DB,kpi_003,month,2026-03,23.655913978494624,31.182795698924732,45.16129032258064,5.476506112829579,Stable,Deviation from full-period green % = 5.5,THCAL-DBEA0A3F3860
STB-90776E6DDEC3,CAND-1EC4883C83DB,kpi_003,month,2026-04,32.22222222222222,45.55555555555556,22.22222222222222,3.0898021308980184,Stable,Deviation from full-period green % = 3.1,THCAL-DBEA0A3F3860
STB-ADE3FA5544D4,CAND-1EC4883C83DB,kpi_003,month,2026-05,35.483870967741936,45.16129032258064,19.35483870967742,6.351450876417733,Stable,Deviation from full-period green % = 6.4,THCAL-DBEA0A3F3860
STB-54940D2170E3,CAND-1EC4883C83DB,kpi_003,month,2026-06,34.44444444444444,11.11111111111111,54.44444444444444,5.31202435312024,Stable,Deviation from full-period green % = 5.3,THCAL-DBEA0A3F3860
STB-5A74C7276859,CAND-1EC4883C83DB,kpi_003,month,2026-07,32.25806451612903,19.35483870967742,48.38709677419355,3.125644424804829,Stable,Deviation from full-period green % = 3.1,THCAL-DBEA0A3F3860
STB-43EB5C505FCA,CAND-1EC4883C83DB,kpi_003,month,2026-08,34.40860215053764,43.01075268817204,22.58064516129032,5.276182059213436,Stable,Deviation from full-period green % = 5.3,THCAL-DBEA0A3F3860
STB-3D23576D0BB1,CAND-1EC4883C83DB,kpi_003,month,2026-09,41.11111111111111,38.88888888888889,20.0,11.978691019786904,Moderately Stable,Deviation from full-period green % = 12.0,THCAL-DBEA0A3F3860
STB-CFCB984615B2,CAND-1EC4883C83DB,kpi_003,month,2026-10,33.33333333333333,46.236559139784944,20.43010752688172,4.2009132420091255,Stable,Deviation from full-period green % = 4.2,THCAL-DBEA0A3F3860
STB-F71B67FEE78A,CAND-1EC4883C83DB,kpi_003,month,2026-11,38.88888888888889,34.44444444444444,26.666666666666668,9.75646879756469,Stable,Deviation from full-period green % = 9.8,THCAL-DBEA0A3F3860
STB-29269EBD1E1D,CAND-1EC4883C83DB,kpi_003,month,2026-12,35.483870967741936,43.01075268817204,21.50537634408602,6.351450876417733,Stable,Deviation from full-period green % = 6.4,THCAL-DBEA0A3F3860
STB-5B3880512637,CAND-3BF16ED2129B,kpi_004,hospital_id,HOSP-001,74.9771689497717,20.0,5.0228310502283104,0.0,Stable,Deviation from full-period green % = 0.0,THCAL-DBEA0A3F3860
STB-7B79DA66F2E5,CAND-3BF16ED2129B,kpi_004,month,2026-01,100.0,0.0,0.0,25.022831050228305,Unstable,Deviation from full-period green % = 25.0,THCAL-DBEA0A3F3860
STB-1DBBDDBCE012,CAND-3BF16ED2129B,kpi_004,month,2026-02,100.0,0.0,0.0,25.022831050228305,Unstable,Deviation from full-period green % = 25.0,THCAL-DBEA0A3F3860
STB-A2A52FFD3675,CAND-3BF16ED2129B,kpi_004,month,2026-03,100.0,0.0,0.0,25.022831050228305,Unstable,Deviation from full-period green % = 25.0,THCAL-DBEA0A3F3860
STB-32FE0E8F4934,CAND-3BF16ED2129B,kpi_004,month,2026-04,55.55555555555556,44.44444444444444,0.0,19.421613394216138,Moderately Stable,Deviation from full-period green % = 19.4,THCAL-DBEA0A3F3860
STB-FE3E511B29EE,CAND-3BF16ED2129B,kpi_004,month,2026-05,52.68817204301075,47.31182795698925,0.0,22.288996906760943,Unstable,Deviation from full-period green % = 22.3,THCAL-DBEA0A3F3860
STB-75A8408C72DA,CAND-3BF16ED2129B,kpi_004,month,2026-06,0.0,71.11111111111111,28.888888888888886,74.9771689497717,Unstable,Deviation from full-period green % = 75.0,THCAL-DBEA0A3F3860
STB-1EA188EE8DC8,CAND-3BF16ED2129B,kpi_004,month,2026-07,0.0,68.81720430107528,31.182795698924732,74.9771689497717,Unstable,Deviation from full-period green % = 75.0,THCAL-DBEA0A3F3860
STB-9D5D7644CA96,CAND-3BF16ED2129B,kpi_004,month,2026-08,96.7741935483871,3.225806451612903,0.0,21.79702459861541,Unstable,Deviation from full-period green % = 21.8,THCAL-DBEA0A3F3860
STB-CFEC7A5E082F,CAND-3BF16ED2129B,kpi_004,month,2026-09,100.0,0.0,0.0,25.022831050228305,Unstable,Deviation from full-period green % = 25.0,THCAL-DBEA0A3F3860
STB-5DC1A79AE250,CAND-3BF16ED2129B,kpi_004,month,2026-10,98.9247311827957,1.0752688172043012,0.0,23.947562233024,Unstable,Deviation from full-period green % = 23.9,THCAL-DBEA0A3F3860
STB-3075C093278F,CAND-3BF16ED2129B,kpi_004,month,2026-11,97.77777777777777,2.2222222222222223,0.0,22.800608828006077,Unstable,Deviation from full-period green % = 22.8,THCAL-DBEA0A3F3860
