processing_run_id,issue_id,source_dataset_name,processed_dataset_name,source_primary_key,source_row_number,field_name,issue_type,severity,issue_description,source_value,processed_value,resolution_action,exclusion_flag,blocks_processing,created_datetime
PROC-QCS-92010F32B162,3b8e35cd-d3d4-4e59-8712-067502c648f5,patient_queue_records,processed_patient_queue,QUEUE-000000031,32,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Radiology,,,False,False,2026-07-26T08:37:02.162090
PROC-QCS-92010F32B162,a75b53c8-1d27-4089-9899-805cbb143edc,patient_queue_records,processed_patient_queue,QUEUE-000000041,42,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Radiology,,,False,False,2026-07-26T08:37:02.162112
PROC-QCS-92010F32B162,50716aa4-02be-4523-abf8-6f4d9099dda8,patient_queue_records,processed_patient_queue,QUEUE-000000044,45,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Billing,,,False,False,2026-07-26T08:37:02.162135
PROC-QCS-92010F32B162,e5eeac1a-1c1a-40ff-8278-da306ef8789d,patient_queue_records,processed_patient_queue,QUEUE-000000045,46,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Billing,,,False,False,2026-07-26T08:37:02.162155
PROC-QCS-92010F32B162,c4fc4d7a-088e-444a-be79-9de8b77eec47,patient_queue_records,processed_patient_queue,QUEUE-000000051,52,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Radiology,,,False,False,2026-07-26T08:37:02.162174
PROC-QCS-92010F32B162,037f4967-9f27-4354-804b-eb0b0522e6e8,patient_queue_records,processed_patient_queue,QUEUE-000000052,53,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Radiology,,,False,False,2026-07-26T08:37:02.162194
PROC-QCS-92010F32B162,a35a8db9-825f-401d-a58b-3387029754bb,patient_queue_records,processed_patient_queue,QUEUE-000000055,56,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Billing,,,False,False,2026-07-26T08:37:02.162214
PROC-QCS-92010F32B162,09d2fafe-b13d-473e-b4dd-2ffb9b3966d0,patient_queue_records,processed_patient_queue,QUEUE-000000059,60,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Radiology,,,False,False,2026-07-26T08:37:02.162234
PROC-QCS-92010F32B162,d0cec116-8293-4ab7-b4f2-fa2256698e9d,patient_queue_records,processed_patient_queue,QUEUE-000000062,63,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Radiology,,,False,False,2026-07-26T08:37:02.162254
PROC-QCS-92010F32B162,daed80e5-fe18-4c7c-8263-b97c4caba0f5,patient_queue_records,processed_patient_queue,QUEUE-000000069,70,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Radiology,,,False,False,2026-07-26T08:37:02.162274
PROC-QCS-92010F32B162,8c8f974b-2a26-4fc9-b1db-45f229a1e246,patient_queue_records,processed_patient_queue,QUEUE-000000073,74,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Radiology,,,False,False,2026-07-26T08:37:02.162294
PROC-QCS-92010F32B162,67f5918e-1b6c-4a54-ae40-b220b721988b,patient_queue_records,processed_patient_queue,QUEUE-000000074,75,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Billing,,,False,False,2026-07-26T08:37:02.162315
PROC-QCS-92010F32B162,e860e142-d320-46da-981e-95cf91ac8d4c,patient_queue_records,processed_patient_queue,QUEUE-000000076,77,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Billing,,,False,False,2026-07-26T08:37:02.162335
PROC-QCS-92010F32B162,49131eed-8e8f-46cf-8283-d412317fc2ca,patient_queue_records,processed_patient_queue,QUEUE-000000077,78,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Billing,,,False,False,2026-07-26T08:37:02.162355
PROC-QCS-92010F32B162,5b6cd0d2-a6d7-4dc8-aeb4-1134c44c3122,patient_queue_records,processed_patient_queue,QUEUE-000000084,85,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Billing,,,False,False,2026-07-26T08:37:02.162375
PROC-QCS-92010F32B162,1285d92b-6c49-4c49-a671-57181ea14735,patient_queue_records,processed_patient_queue,QUEUE-000000085,86,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Billing,,,False,False,2026-07-26T08:37:02.162396
PROC-QCS-92010F32B162,ea7aa1d0-5207-4bb0-9dc1-5ecb55dca53f,patient_queue_records,processed_patient_queue,QUEUE-000000094,95,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Radiology,,,False,False,2026-07-26T08:37:02.162421
PROC-QCS-92010F32B162,18eeefac-e1a9-47c4-a9b5-ba88b07b8852,patient_queue_records,processed_patient_queue,QUEUE-000000097,98,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Radiology,,,False,False,2026-07-26T08:37:02.162448
PROC-QCS-92010F32B162,8f609f6a-a77b-4ccf-8ab6-743538f34a31,patient_queue_records,processed_patient_queue,QUEUE-000000100,101,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Billing,,,False,False,2026-07-26T08:37:02.162469
PROC-QCS-92010F32B162,97340dc0-17bf-4382-aa1c-6d96428102b3,patient_queue_records,processed_patient_queue,QUEUE-000000101,102,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Billing,,,False,False,2026-07-26T08:37:02.162491
PROC-QCS-92010F32B162,d5977586-d037-4c22-bf8b-822042a1793c,patient_queue_records,processed_patient_queue,QUEUE-000000104,105,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Billing,,,False,False,2026-07-26T08:37:02.162512
PROC-QCS-92010F32B162,6b4a1b75-2e11-4675-b34f-67e408d1a119,patient_queue_records,processed_patient_queue,QUEUE-000000105,106,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Radiology,,,False,False,2026-07-26T08:37:02.162533
PROC-QCS-92010F32B162,7abe4238-ca9a-43a1-9fa0-6f031d56e560,patient_queue_records,processed_patient_queue,QUEUE-000000110,111,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Billing,,,False,False,2026-07-26T08:37:02.162553
PROC-QCS-92010F32B162,34b0fc0a-11e0-4441-9e82-1f20be9b5472,patient_queue_records,processed_patient_queue,QUEUE-000000111,112,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Billing,,,False,False,2026-07-26T08:37:02.162573
PROC-QCS-92010F32B162,496bb087-c4a3-4141-b33c-acb6efc6865b,patient_queue_records,processed_patient_queue,QUEUE-000000113,114,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Radiology,,,False,False,2026-07-26T08:37:02.162593
PROC-QCS-92010F32B162,241aa038-ceaf-4a05-8db6-9edac5004b38,patient_queue_records,processed_patient_queue,QUEUE-000000114,115,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Radiology,,,False,False,2026-07-26T08:37:02.162613
PROC-QCS-92010F32B162,47e22568-2eab-4fa2-b5ca-d338d0fd6fd4,patient_queue_records,processed_patient_queue,QUEUE-000000115,116,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Billing,,,False,False,2026-07-26T08:37:02.162634
PROC-QCS-92010F32B162,3f3c16e7-6bf1-4a14-9c76-6235dffe1079,patient_queue_records,processed_patient_queue,QUEUE-000000116,117,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Billing,,,False,False,2026-07-26T08:37:02.162656
PROC-QCS-92010F32B162,2c581c87-bd9e-4f81-b821-a191bce32728,patient_queue_records,processed_patient_queue,QUEUE-000000117,118,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Radiology,,,False,False,2026-07-26T08:37:02.162676
PROC-QCS-92010F32B162,5e0e655e-50c5-42e4-862d-1a4751f8e337,patient_queue_records,processed_patient_queue,QUEUE-000000119,120,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Billing,,,False,False,2026-07-26T08:37:02.162700
PROC-QCS-92010F32B162,c5aaf025-c99f-4978-a3a0-e624d41b1283,patient_queue_records,processed_patient_queue,QUEUE-000000120,121,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Radiology,,,False,False,2026-07-26T08:37:02.162722
PROC-QCS-92010F32B162,3755dbc3-6b7a-4101-8e78-ae85e9497616,patient_queue_records,processed_patient_queue,QUEUE-000000124,125,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Radiology,,,False,False,2026-07-26T08:37:02.162743
PROC-QCS-92010F32B162,a7d0c64b-9a2c-40af-83d1-f95f44e1d358,patient_queue_records,processed_patient_queue,QUEUE-000000132,133,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Billing,,,False,False,2026-07-26T08:37:02.162763
PROC-QCS-92010F32B162,679f67b5-1815-4766-9e66-3bf1aa30b9e7,patient_queue_records,processed_patient_queue,QUEUE-000000134,135,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Billing,,,False,False,2026-07-26T08:37:02.162783
PROC-QCS-92010F32B162,30a3405c-4e02-4648-b9f0-06ac24c63878,patient_queue_records,processed_patient_queue,QUEUE-000000137,138,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Radiology,,,False,False,2026-07-26T08:37:02.162802
PROC-QCS-92010F32B162,46441e13-9192-4f7e-bc1c-011415de1f23,patient_queue_records,processed_patient_queue,QUEUE-000000138,139,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Billing,,,False,False,2026-07-26T08:37:02.162823
PROC-QCS-92010F32B162,cf8b3af2-f0c4-409c-841f-eb10aaf10844,patient_queue_records,processed_patient_queue,QUEUE-000000147,148,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Radiology,,,False,False,2026-07-26T08:37:02.162844
PROC-QCS-92010F32B162,4789955c-98e3-4d48-acda-ac9307e19724,patient_queue_records,processed_patient_queue,QUEUE-000000149,150,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Billing,,,False,False,2026-07-26T08:37:02.162865
PROC-QCS-92010F32B162,6625718e-b33e-47c0-82db-6ecb16baf18c,patient_queue_records,processed_patient_queue,QUEUE-000000152,153,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Billing,,,False,False,2026-07-26T08:37:02.162885
PROC-QCS-92010F32B162,331673ae-34b7-495e-95b8-75f492e1cd42,patient_queue_records,processed_patient_queue,QUEUE-000000156,157,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Radiology,,,False,False,2026-07-26T08:37:02.162904
PROC-QCS-92010F32B162,3da4dd8a-afde-498c-9e7b-1ab676870774,patient_queue_records,processed_patient_queue,QUEUE-000000158,159,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Billing,,,False,False,2026-07-26T08:37:02.162924
PROC-QCS-92010F32B162,28fa21ea-3a7d-4424-a77e-7458571b2c16,patient_queue_records,processed_patient_queue,QUEUE-000000161,162,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Radiology,,,False,False,2026-07-26T08:37:02.162945
PROC-QCS-92010F32B162,91f10b11-0390-40d1-a747-4ee1e640dd3d,patient_queue_records,processed_patient_queue,QUEUE-000000166,167,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Billing,,,False,False,2026-07-26T08:37:02.162964
PROC-QCS-92010F32B162,a55e44ce-5092-457d-9178-6511b3d89d36,patient_queue_records,processed_patient_queue,QUEUE-000000168,169,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Radiology,,,False,False,2026-07-26T08:37:02.162984
PROC-QCS-92010F32B162,db5db4c2-b21a-460a-94f9-4c19825f5b50,patient_queue_records,processed_patient_queue,QUEUE-000000172,173,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Radiology,,,False,False,2026-07-26T08:37:02.163003
PROC-QCS-92010F32B162,f636760c-181b-4acc-b868-5360be9e2ad8,patient_queue_records,processed_patient_queue,QUEUE-000000173,174,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Radiology,,,False,False,2026-07-26T08:37:02.163023
PROC-QCS-92010F32B162,14147fe2-38da-4215-a761-5cb02d70d09b,patient_queue_records,processed_patient_queue,QUEUE-000000176,177,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Radiology,,,False,False,2026-07-26T08:37:02.163044
PROC-QCS-92010F32B162,13c44a22-a585-4f44-8d01-2e30dc081595,patient_queue_records,processed_patient_queue,QUEUE-000000186,187,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Billing,,,False,False,2026-07-26T08:37:02.163064
PROC-QCS-92010F32B162,46affe86-43d9-48f9-ae61-715d2263f20a,patient_queue_records,processed_patient_queue,QUEUE-000000188,189,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Radiology,,,False,False,2026-07-26T08:37:02.163084
PROC-QCS-92010F32B162,b520d20c-de1f-4540-9cd1-9c1950156d1d,patient_queue_records,processed_patient_queue,QUEUE-000000189,190,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Billing,,,False,False,2026-07-26T08:37:02.163105
PROC-QCS-92010F32B162,6e961862-71ca-422f-b4a7-8b5d7f77e548,patient_queue_records,processed_patient_queue,QUEUE-000000192,193,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Billing,,,False,False,2026-07-26T08:37:02.163125
PROC-QCS-92010F32B162,e778e045-7a3d-4f68-9ef3-df1447219955,patient_queue_records,processed_patient_queue,QUEUE-000000193,194,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Billing,,,False,False,2026-07-26T08:37:02.163144
PROC-QCS-92010F32B162,9a1c172e-f54d-4ff0-b100-3b1963077612,patient_queue_records,processed_patient_queue,QUEUE-000000194,195,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Billing,,,False,False,2026-07-26T08:37:02.163164
PROC-QCS-92010F32B162,b7eabf16-fd1a-4c6e-b0dc-41942a9d6d85,patient_queue_records,processed_patient_queue,QUEUE-000000195,196,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Billing,,,False,False,2026-07-26T08:37:02.163185
PROC-QCS-92010F32B162,3122e347-b6e6-4af5-9935-d9ebc7366b29,patient_queue_records,processed_patient_queue,QUEUE-000000197,198,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Billing,,,False,False,2026-07-26T08:37:02.163205
PROC-QCS-92010F32B162,b7e74a67-f9a3-4cf4-8080-0aa4cac9b471,patient_queue_records,processed_patient_queue,QUEUE-000000198,199,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Radiology,,,False,False,2026-07-26T08:37:02.163227
PROC-QCS-92010F32B162,44ad4951-75f3-4440-8059-d36734f19f16,patient_queue_records,processed_patient_queue,QUEUE-000000207,208,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Radiology,,,False,False,2026-07-26T08:37:02.163247
PROC-QCS-92010F32B162,f761f70e-bbcd-426d-bb87-554171183deb,patient_queue_records,processed_patient_queue,QUEUE-000000211,212,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Radiology,,,False,False,2026-07-26T08:37:02.163268
PROC-QCS-92010F32B162,1d5291f3-0e33-4f66-8d7e-450f531a0e48,patient_queue_records,processed_patient_queue,QUEUE-000000213,214,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Billing,,,False,False,2026-07-26T08:37:02.163288
PROC-QCS-92010F32B162,f2ee7336-10d9-4ad2-87d5-0a1e308f5773,patient_queue_records,processed_patient_queue,QUEUE-000000215,216,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Billing,,,False,False,2026-07-26T08:37:02.163307
PROC-QCS-92010F32B162,4327e9fc-36ae-47be-8beb-9a324b231548,patient_queue_records,processed_patient_queue,QUEUE-000000219,220,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Radiology,,,False,False,2026-07-26T08:37:02.163326
PROC-QCS-92010F32B162,fe2cc5a5-d35a-4b78-81af-3e753e64b374,patient_queue_records,processed_patient_queue,QUEUE-000000228,229,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Radiology,,,False,False,2026-07-26T08:37:02.163346
PROC-QCS-92010F32B162,3d60911f-b2f9-454e-b152-456e94005d35,patient_queue_records,processed_patient_queue,QUEUE-000000232,233,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Radiology,,,False,False,2026-07-26T08:37:02.163366
PROC-QCS-92010F32B162,b908b6bb-5bad-45af-b64b-3817b66ef1fa,patient_queue_records,processed_patient_queue,QUEUE-000000233,234,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Billing,,,False,False,2026-07-26T08:37:02.163385
PROC-QCS-92010F32B162,45130e48-f0d6-48c2-b5d5-5df9a33ad720,patient_queue_records,processed_patient_queue,QUEUE-000000235,236,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Radiology,,,False,False,2026-07-26T08:37:02.163406
PROC-QCS-92010F32B162,b24dd68a-bddb-40d9-9c30-8eb623d50f41,patient_queue_records,processed_patient_queue,QUEUE-000000238,239,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Radiology,,,False,False,2026-07-26T08:37:02.163425
PROC-QCS-92010F32B162,e856204a-9c2a-44fc-92b7-b19efd1aeb44,patient_queue_records,processed_patient_queue,QUEUE-000000239,240,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Billing,,,False,False,2026-07-26T08:37:02.163445
PROC-QCS-92010F32B162,607af35c-a100-4df4-ad83-84bbdf5753a8,patient_queue_records,processed_patient_queue,QUEUE-000000242,243,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Radiology,,,False,False,2026-07-26T08:37:02.163467
PROC-QCS-92010F32B162,7323fb34-ab14-454f-bc83-36a9bd10ec76,patient_queue_records,processed_patient_queue,QUEUE-000000250,251,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Billing,,,False,False,2026-07-26T08:37:02.163486
PROC-QCS-92010F32B162,2d1b708b-f9bc-4f2d-a0b7-eec397b6d01a,patient_queue_records,processed_patient_queue,QUEUE-000000252,253,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Billing,,,False,False,2026-07-26T08:37:02.163506
PROC-QCS-92010F32B162,f2357cd1-0973-40d5-92a6-5c17c24c7bd6,patient_queue_records,processed_patient_queue,QUEUE-000000255,256,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Billing,,,False,False,2026-07-26T08:37:02.163525
PROC-QCS-92010F32B162,47e308eb-3512-46a7-8ee8-57c859d2ea6e,patient_queue_records,processed_patient_queue,QUEUE-000000257,258,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Radiology,,,False,False,2026-07-26T08:37:02.163546
PROC-QCS-92010F32B162,8b1be913-dfe1-44a1-8d05-ed69bfc5a5a1,patient_queue_records,processed_patient_queue,QUEUE-000000263,264,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Radiology,,,False,False,2026-07-26T08:37:02.163571
PROC-QCS-92010F32B162,2eaa3b57-98d3-4b1e-add8-12e3c851c4a1,patient_queue_records,processed_patient_queue,QUEUE-000000269,270,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Billing,,,False,False,2026-07-26T08:37:02.163594
PROC-QCS-92010F32B162,a80588ca-f523-400d-8af9-998dd2c80edb,patient_queue_records,processed_patient_queue,QUEUE-000000271,272,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Radiology,,,False,False,2026-07-26T08:37:02.163615
PROC-QCS-92010F32B162,1916cd2e-ac56-4f90-8b1e-81b76fc33a18,patient_queue_records,processed_patient_queue,QUEUE-000000272,273,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Billing,,,False,False,2026-07-26T08:37:02.163636
PROC-QCS-92010F32B162,1c97d42b-ce5a-4a75-a20c-7336ab959eb8,patient_queue_records,processed_patient_queue,QUEUE-000000285,286,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Radiology,,,False,False,2026-07-26T08:37:02.163656
PROC-QCS-92010F32B162,525f59d7-106f-4eac-a819-f3baf0874f74,patient_queue_records,processed_patient_queue,QUEUE-000000287,288,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Radiology,,,False,False,2026-07-26T08:37:02.163676
PROC-QCS-92010F32B162,b5fdf763-c5c6-4e92-821f-cb32f405d4e2,patient_queue_records,processed_patient_queue,QUEUE-000000288,289,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Radiology,,,False,False,2026-07-26T08:37:02.163696
PROC-QCS-92010F32B162,640e6c21-5b3d-4c2f-8da4-148bdec231aa,patient_queue_records,processed_patient_queue,QUEUE-000000290,291,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Billing,,,False,False,2026-07-26T08:37:02.163717
PROC-QCS-92010F32B162,c8f37043-d665-4fdd-a8aa-d3cf6746e6ae,patient_queue_records,processed_patient_queue,QUEUE-000000291,292,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Billing,,,False,False,2026-07-26T08:37:02.163738
PROC-QCS-92010F32B162,dd014c6f-6958-45b7-a8db-6907aa05bb42,patient_queue_records,processed_patient_queue,QUEUE-000000292,293,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Billing,,,False,False,2026-07-26T08:37:02.163760
PROC-QCS-92010F32B162,cbd0c57a-2373-43d0-853d-89338ecc2d2c,patient_queue_records,processed_patient_queue,QUEUE-000000293,294,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Billing,,,False,False,2026-07-26T08:37:02.163781
PROC-QCS-92010F32B162,8831f98e-0853-4c41-9fd7-6178493b15aa,patient_queue_records,processed_patient_queue,QUEUE-000000294,295,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Radiology,,,False,False,2026-07-26T08:37:02.163803
PROC-QCS-92010F32B162,b743c940-a7a1-4307-9ff6-16f018e1837c,patient_queue_records,processed_patient_queue,QUEUE-000000295,296,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Radiology,,,False,False,2026-07-26T08:37:02.163824
PROC-QCS-92010F32B162,bbaa7653-0bcf-455f-85d5-d63af4446854,patient_queue_records,processed_patient_queue,QUEUE-000000302,303,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Radiology,,,False,False,2026-07-26T08:37:02.163844
PROC-QCS-92010F32B162,1e496b57-edff-4c3b-90b9-7d6bf3541fa6,patient_queue_records,processed_patient_queue,QUEUE-000000303,304,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Billing,,,False,False,2026-07-26T08:37:02.163864
PROC-QCS-92010F32B162,a6bffcce-cb31-4673-99a7-a5d4864364dc,patient_queue_records,processed_patient_queue,QUEUE-000000305,306,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Billing,,,False,False,2026-07-26T08:37:02.163886
PROC-QCS-92010F32B162,f6736b4f-45ab-411e-9423-e23371604fa7,patient_queue_records,processed_patient_queue,QUEUE-000000309,310,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Radiology,,,False,False,2026-07-26T08:37:02.163906
PROC-QCS-92010F32B162,ae806ca7-9edc-4c76-95c1-c2bf94041d20,patient_queue_records,processed_patient_queue,QUEUE-000000316,317,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Radiology,,,False,False,2026-07-26T08:37:02.163927
PROC-QCS-92010F32B162,5507e4d7-a830-48ae-8512-a51b1e1022f5,patient_queue_records,processed_patient_queue,QUEUE-000000318,319,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Billing,,,False,False,2026-07-26T08:37:02.163966
PROC-QCS-92010F32B162,98c73ab7-a8ee-4eee-9856-5fcbe2882db1,patient_queue_records,processed_patient_queue,QUEUE-000000319,320,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Billing,,,False,False,2026-07-26T08:37:02.163990
PROC-QCS-92010F32B162,60dc7e7e-43a0-497b-afc6-d5e53640ebb4,patient_queue_records,processed_patient_queue,QUEUE-000000320,321,queue_stage,Unsupported Queue Stage,Information,Queue stage outside approved categorical list.,Billing,,,False,False,2026-07-26T08:37:02.164011
