survey_id,hospital_id,department_id,encounter_id,survey_date,survey_type,scale_id,score_value,response_weight,is_complete,source_system,created_at
SURV-00000043,HOSP-001,DEPT-OPC,,2026-01-03,Outpatient Satisfaction,SCALE-5PT,4.175964410546312,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000044,HOSP-001,DEPT-ADM,,2026-01-03,Outpatient Satisfaction,SCALE-5PT,4.681701709951818,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000045,HOSP-001,DEPT-MED,,2026-01-03,Outpatient Satisfaction,SCALE-5PT,2.7807942926521587,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000046,HOSP-001,DEPT-PEX,,2026-01-03,Outpatient Satisfaction,SCALE-5PT,3.732241673022193,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000047,HOSP-001,DEPT-OPC,,2026-01-03,Outpatient Satisfaction,SCALE-5PT,3.526157734259172,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000048,HOSP-001,DEPT-OPC,,2026-01-03,Outpatient Satisfaction,SCALE-5PT,4.509622074485452,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000049,HOSP-001,DEPT-PEX,,2026-01-04,Outpatient Satisfaction,SCALE-5PT,,1.0,False,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000050,HOSP-001,DEPT-OPC,,2026-01-04,Outpatient Satisfaction,SCALE-5PT,,1.0,False,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000051,HOSP-001,DEPT-SURG,,2026-01-04,Outpatient Satisfaction,SCALE-5PT,3.0710806427812094,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000052,HOSP-001,DEPT-ED,,2026-01-04,Outpatient Satisfaction,SCALE-5PT,,1.0,False,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000053,HOSP-001,DEPT-ICU,,2026-01-04,Outpatient Satisfaction,SCALE-5PT,3.097416327528162,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000054,HOSP-001,DEPT-ICU,,2026-01-04,Outpatient Satisfaction,SCALE-5PT,3.0759525057538095,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000055,HOSP-001,DEPT-ED,,2026-01-04,Outpatient Satisfaction,SCALE-5PT,3.466627414467066,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000056,HOSP-001,DEPT-ADM,,2026-01-04,Outpatient Satisfaction,SCALE-5PT,3.5844778289554884,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000057,HOSP-001,DEPT-DIAG,,2026-01-04,Outpatient Satisfaction,SCALE-5PT,2.6349979803551675,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000058,HOSP-001,DEPT-ADM,,2026-01-04,Outpatient Satisfaction,SCALE-5PT,4.409484876595027,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000059,HOSP-001,DEPT-SURG,,2026-01-04,Outpatient Satisfaction,SCALE-5PT,2.9036506446140327,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000060,HOSP-001,DEPT-DIAG,,2026-01-04,Outpatient Satisfaction,SCALE-5PT,3.132852227359617,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000061,HOSP-001,DEPT-ICU,,2026-01-05,Outpatient Satisfaction,SCALE-5PT,3.6969622252665966,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000062,HOSP-001,DEPT-ED,,2026-01-05,Outpatient Satisfaction,SCALE-5PT,3.392628399333237,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000063,HOSP-001,DEPT-ADM,,2026-01-05,Outpatient Satisfaction,SCALE-5PT,3.497678026970405,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000064,HOSP-001,DEPT-ADM,,2026-01-05,Outpatient Satisfaction,SCALE-5PT,3.6250503557614318,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000065,HOSP-001,DEPT-DIAG,,2026-01-05,Outpatient Satisfaction,SCALE-5PT,5.0,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000066,HOSP-001,DEPT-SURG,,2026-01-05,Outpatient Satisfaction,SCALE-5PT,,1.0,False,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000067,HOSP-001,DEPT-ICU,,2026-01-05,Outpatient Satisfaction,SCALE-5PT,3.891728230808483,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000068,HOSP-001,DEPT-OPC,,2026-01-05,Outpatient Satisfaction,SCALE-5PT,2.7238630468771805,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000069,HOSP-001,DEPT-ICU,,2026-01-05,Outpatient Satisfaction,SCALE-5PT,4.452065182994552,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000070,HOSP-001,DEPT-ED,,2026-01-05,Outpatient Satisfaction,SCALE-5PT,4.546078018112183,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000071,HOSP-001,DEPT-OPC,,2026-01-05,Outpatient Satisfaction,SCALE-5PT,3.6544492441795766,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000072,HOSP-001,DEPT-SURG,,2026-01-05,Outpatient Satisfaction,SCALE-5PT,,1.0,False,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000073,HOSP-001,DEPT-SURG,,2026-01-05,Outpatient Satisfaction,SCALE-5PT,4.067817257812682,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000074,HOSP-001,DEPT-MED,,2026-01-05,Outpatient Satisfaction,SCALE-5PT,4.157328754028031,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000075,HOSP-001,DEPT-OPC,,2026-01-06,Outpatient Satisfaction,SCALE-5PT,3.1974340139073965,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000076,HOSP-001,DEPT-ADM,,2026-01-06,Outpatient Satisfaction,SCALE-5PT,2.9830280099551123,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000077,HOSP-001,DEPT-DIAG,,2026-01-06,Outpatient Satisfaction,SCALE-5PT,4.800871284140438,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000078,HOSP-001,DEPT-ED,,2026-01-06,Outpatient Satisfaction,SCALE-5PT,3.4731148477110945,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000079,HOSP-001,DEPT-DIAG,,2026-01-06,Outpatient Satisfaction,SCALE-5PT,4.271264046654109,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000080,HOSP-001,DEPT-PEX,,2026-01-06,Outpatient Satisfaction,SCALE-5PT,3.2790685181975077,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000081,HOSP-001,DEPT-ED,,2026-01-06,Outpatient Satisfaction,SCALE-5PT,3.5235671223631124,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000082,HOSP-001,DEPT-PEX,,2026-01-06,Outpatient Satisfaction,SCALE-5PT,4.672579641526752,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000083,HOSP-001,DEPT-DIAG,,2026-01-06,Outpatient Satisfaction,SCALE-5PT,3.1107334528149586,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000084,HOSP-001,DEPT-ADM,,2026-01-06,Outpatient Satisfaction,SCALE-5PT,4.126576788714787,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000085,HOSP-001,DEPT-SURG,,2026-01-06,Outpatient Satisfaction,SCALE-5PT,3.926709083431079,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000086,HOSP-001,DEPT-DIAG,,2026-01-06,Outpatient Satisfaction,SCALE-5PT,3.77576517868648,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000087,HOSP-001,DEPT-SURG,,2026-01-07,Outpatient Satisfaction,SCALE-5PT,3.807722988356855,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000088,HOSP-001,DEPT-PEX,,2026-01-07,Outpatient Satisfaction,SCALE-5PT,5.0,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000089,HOSP-001,DEPT-MED,,2026-01-07,Outpatient Satisfaction,SCALE-5PT,3.50335030098425,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000090,HOSP-001,DEPT-MED,,2026-01-07,Outpatient Satisfaction,SCALE-5PT,4.880626066536462,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000091,HOSP-001,DEPT-DIAG,,2026-01-07,Outpatient Satisfaction,SCALE-5PT,3.7172443571198652,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000092,HOSP-001,DEPT-SURG,,2026-01-07,Outpatient Satisfaction,SCALE-5PT,4.976479894119315,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000093,HOSP-001,DEPT-PEX,,2026-01-07,Outpatient Satisfaction,SCALE-5PT,2.7151253940890676,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000094,HOSP-001,DEPT-SURG,,2026-01-07,Outpatient Satisfaction,SCALE-5PT,2.0093272535408864,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000095,HOSP-001,DEPT-OPC,,2026-01-07,Outpatient Satisfaction,SCALE-5PT,3.485787236255292,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000096,HOSP-001,DEPT-SURG,,2026-01-07,Outpatient Satisfaction,SCALE-5PT,3.79838732226598,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000097,HOSP-001,DEPT-MED,,2026-01-08,Outpatient Satisfaction,SCALE-5PT,3.7244293989601864,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000098,HOSP-001,DEPT-SURG,,2026-01-08,Outpatient Satisfaction,SCALE-5PT,3.637078859039116,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000099,HOSP-001,DEPT-ED,,2026-01-08,Outpatient Satisfaction,SCALE-5PT,3.5758738394957383,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000100,HOSP-001,DEPT-ICU,,2026-01-08,Outpatient Satisfaction,SCALE-5PT,4.165669928334836,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000101,HOSP-001,DEPT-MED,,2026-01-08,Outpatient Satisfaction,SCALE-5PT,,1.0,False,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000102,HOSP-001,DEPT-DIAG,,2026-01-08,Outpatient Satisfaction,SCALE-5PT,,1.0,False,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000103,HOSP-001,DEPT-ICU,,2026-01-08,Outpatient Satisfaction,SCALE-5PT,4.473395633671711,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000104,HOSP-001,DEPT-ADM,,2026-01-08,Outpatient Satisfaction,SCALE-5PT,3.2960176048263863,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000105,HOSP-001,DEPT-MED,,2026-01-08,Outpatient Satisfaction,SCALE-5PT,3.683454249619222,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000106,HOSP-001,DEPT-DIAG,,2026-01-08,Outpatient Satisfaction,SCALE-5PT,4.6545613880021595,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000107,HOSP-001,DEPT-SURG,,2026-01-08,Outpatient Satisfaction,SCALE-5PT,5.0,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000108,HOSP-001,DEPT-ED,,2026-01-08,Outpatient Satisfaction,SCALE-5PT,5.0,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000109,HOSP-001,DEPT-DIAG,,2026-01-08,Outpatient Satisfaction,SCALE-5PT,3.6129545759875765,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000110,HOSP-001,DEPT-OPC,,2026-01-08,Outpatient Satisfaction,SCALE-5PT,3.273366694676351,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000111,HOSP-001,DEPT-OPC,,2026-01-08,Outpatient Satisfaction,SCALE-5PT,3.4654586577979445,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000112,HOSP-001,DEPT-ED,,2026-01-08,Outpatient Satisfaction,SCALE-5PT,4.449936340119973,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000113,HOSP-001,DEPT-ICU,,2026-01-08,Outpatient Satisfaction,SCALE-5PT,1.9963038017102819,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000114,HOSP-001,DEPT-SURG,,2026-01-08,Outpatient Satisfaction,SCALE-5PT,4.185783551772398,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000115,HOSP-001,DEPT-ADM,,2026-01-08,Outpatient Satisfaction,SCALE-5PT,3.8197238862573837,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000116,HOSP-001,DEPT-DIAG,,2026-01-09,Outpatient Satisfaction,SCALE-5PT,4.465608429139708,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000117,HOSP-001,DEPT-SURG,,2026-01-09,Outpatient Satisfaction,SCALE-5PT,4.904779058052799,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000118,HOSP-001,DEPT-ADM,,2026-01-09,Outpatient Satisfaction,SCALE-5PT,4.378057982914987,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000119,HOSP-001,DEPT-ICU,,2026-01-09,Outpatient Satisfaction,SCALE-5PT,4.605144599059327,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000120,HOSP-001,DEPT-MED,,2026-01-09,Outpatient Satisfaction,SCALE-5PT,5.0,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000121,HOSP-001,DEPT-MED,,2026-01-09,Outpatient Satisfaction,SCALE-5PT,3.2071423070608196,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000122,HOSP-001,DEPT-MED,,2026-01-09,Outpatient Satisfaction,SCALE-5PT,,1.0,False,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000123,HOSP-001,DEPT-ADM,,2026-01-09,Outpatient Satisfaction,SCALE-5PT,3.3439907152474593,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000124,HOSP-001,DEPT-MED,,2026-01-09,Outpatient Satisfaction,SCALE-5PT,3.56611900081033,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000125,HOSP-001,DEPT-PEX,,2026-01-09,Outpatient Satisfaction,SCALE-5PT,3.650877485588685,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000126,HOSP-001,DEPT-OPC,,2026-01-09,Outpatient Satisfaction,SCALE-5PT,3.8660920455921053,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000127,HOSP-001,DEPT-SURG,,2026-01-09,Outpatient Satisfaction,SCALE-5PT,3.9017313951831207,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000128,HOSP-001,DEPT-ED,,2026-01-09,Outpatient Satisfaction,SCALE-5PT,4.7262988593677395,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000129,HOSP-001,DEPT-DIAG,,2026-01-09,Outpatient Satisfaction,SCALE-5PT,4.405072771326775,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000130,HOSP-001,DEPT-PEX,,2026-01-09,Outpatient Satisfaction,SCALE-5PT,2.826895941717532,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000131,HOSP-001,DEPT-OPC,,2026-01-09,Outpatient Satisfaction,SCALE-5PT,3.997197109753125,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000132,HOSP-001,DEPT-SURG,,2026-01-09,Outpatient Satisfaction,SCALE-5PT,4.310621215551938,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000133,HOSP-001,DEPT-ED,,2026-01-10,Outpatient Satisfaction,SCALE-5PT,3.53705049663991,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000134,HOSP-001,DEPT-SURG,,2026-01-10,Outpatient Satisfaction,SCALE-5PT,4.186954941946096,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000135,HOSP-001,DEPT-DIAG,,2026-01-10,Outpatient Satisfaction,SCALE-5PT,3.0653190540903053,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000136,HOSP-001,DEPT-SURG,,2026-01-10,Outpatient Satisfaction,SCALE-5PT,2.538136708734926,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000137,HOSP-001,DEPT-ADM,,2026-01-10,Outpatient Satisfaction,SCALE-5PT,3.1584198860998907,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000138,HOSP-001,DEPT-ICU,,2026-01-10,Outpatient Satisfaction,SCALE-5PT,3.904032385817988,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000139,HOSP-001,DEPT-ED,,2026-01-10,Outpatient Satisfaction,SCALE-5PT,2.7419420608382206,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000140,HOSP-001,DEPT-ED,,2026-01-10,Outpatient Satisfaction,SCALE-5PT,4.240033830920196,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000141,HOSP-001,DEPT-MED,,2026-01-10,Outpatient Satisfaction,SCALE-5PT,2.8460880276528915,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000142,HOSP-001,DEPT-ED,,2026-01-10,Outpatient Satisfaction,SCALE-5PT,3.7363830141887147,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000143,HOSP-001,DEPT-ED,,2026-01-10,Outpatient Satisfaction,SCALE-5PT,5.0,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000144,HOSP-001,DEPT-PEX,,2026-01-10,Outpatient Satisfaction,SCALE-5PT,4.255737419545466,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000145,HOSP-001,DEPT-MED,,2026-01-10,Outpatient Satisfaction,SCALE-5PT,3.6780985326785354,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000146,HOSP-001,DEPT-PEX,,2026-01-10,Outpatient Satisfaction,SCALE-5PT,3.8839867131569688,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000147,HOSP-001,DEPT-DIAG,,2026-01-11,Outpatient Satisfaction,SCALE-5PT,5.0,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000148,HOSP-001,DEPT-PEX,,2026-01-11,Outpatient Satisfaction,SCALE-5PT,3.8788519794422647,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000149,HOSP-001,DEPT-OPC,,2026-01-11,Outpatient Satisfaction,SCALE-5PT,3.7207010114903114,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000150,HOSP-001,DEPT-PEX,,2026-01-11,Outpatient Satisfaction,SCALE-5PT,4.001548771264399,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000151,HOSP-001,DEPT-SURG,,2026-01-11,Outpatient Satisfaction,SCALE-5PT,,1.0,False,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000152,HOSP-001,DEPT-ICU,,2026-01-11,Outpatient Satisfaction,SCALE-5PT,4.054120744497785,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000153,HOSP-001,DEPT-MED,,2026-01-11,Outpatient Satisfaction,SCALE-5PT,5.0,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000154,HOSP-001,DEPT-DIAG,,2026-01-11,Outpatient Satisfaction,SCALE-5PT,2.8831508875246317,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
SURV-00000155,HOSP-001,DEPT-OPC,,2026-01-11,Outpatient Satisfaction,SCALE-5PT,4.060645511714654,1.0,True,SENTINEL_DEMO_SURV,2025-01-01
