watch_record_id,integration_record_id,hospital_id,department_id,reporting_date,kpi_id,lineage_record_id,threshold_version,threshold_source,approval_status,engine_run_id,processed_at
WCH-DAA44F3EDD214CED,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260131,HOSP-001,DEPT-ADM,2026-01-31,kpi_001,LIN-15E1D44B980045F6,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-30CF3A76DE934451,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260201,HOSP-001,DEPT-ADM,2026-02-01,kpi_001,LIN-2EF5E4D69B874A1B,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-E5ED59452E884145,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260202,HOSP-001,DEPT-ADM,2026-02-02,kpi_001,LIN-F0ED868A8D59457A,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-FBF4E96A6A15480A,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260203,HOSP-001,DEPT-ADM,2026-02-03,kpi_001,LIN-3F7F39025A674DF2,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-0ACDD17660D04432,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260204,HOSP-001,DEPT-ADM,2026-02-04,kpi_001,LIN-5AC24D3367534E2C,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-B6F91FAE5C434D17,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260205,HOSP-001,DEPT-ADM,2026-02-05,kpi_001,LIN-67B1766BFD064639,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-53231136FF80466D,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260206,HOSP-001,DEPT-ADM,2026-02-06,kpi_001,LIN-79272EC25FEC4D1D,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-19131AC139F84A3C,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260207,HOSP-001,DEPT-ADM,2026-02-07,kpi_001,LIN-544CEBD094C542E9,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-C91AE62A5883437C,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260208,HOSP-001,DEPT-ADM,2026-02-08,kpi_001,LIN-7FD00A0F53E04B69,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-8C47C805B61B4ECF,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260209,HOSP-001,DEPT-ADM,2026-02-09,kpi_001,LIN-9418DE96FFED4FFE,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-221D7964BF014FEC,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260210,HOSP-001,DEPT-ADM,2026-02-10,kpi_001,LIN-E0C1ADFA693F4C24,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-49F4F049AC7542A0,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260211,HOSP-001,DEPT-ADM,2026-02-11,kpi_001,LIN-009ECA1277AF4929,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-A6B14B0562E94390,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260212,HOSP-001,DEPT-ADM,2026-02-12,kpi_001,LIN-3ACEC88B4AF944C7,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-06AFBE28B7784532,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260213,HOSP-001,DEPT-ADM,2026-02-13,kpi_001,LIN-53B3DB21126B4215,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-C205D84ECAFC42CD,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260214,HOSP-001,DEPT-ADM,2026-02-14,kpi_001,LIN-1BE529A3DE654CF3,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-937818D5CC6342DB,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260215,HOSP-001,DEPT-ADM,2026-02-15,kpi_001,LIN-DA3851CB89E24B35,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-0CECDEC1CCA4439B,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260216,HOSP-001,DEPT-ADM,2026-02-16,kpi_001,LIN-6FBE4ADE2D614DB6,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-89F6D8E097234DB9,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260217,HOSP-001,DEPT-ADM,2026-02-17,kpi_001,LIN-B426E4F181E54891,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-9CA2280FCAF54BEF,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260218,HOSP-001,DEPT-ADM,2026-02-18,kpi_001,LIN-50575F5336F84635,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-825993BF5D0C4D88,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260219,HOSP-001,DEPT-ADM,2026-02-19,kpi_001,LIN-7CEEF8093E564AB6,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-D8009D742B75444D,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260220,HOSP-001,DEPT-ADM,2026-02-20,kpi_001,LIN-B091A58B9E604FB0,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-5B1BB4FE477E4243,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260221,HOSP-001,DEPT-ADM,2026-02-21,kpi_001,LIN-335975060CFB4FA8,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-F7775F39B07F4759,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260222,HOSP-001,DEPT-ADM,2026-02-22,kpi_001,LIN-50ECC8E258BD4ED5,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-A95E81959A24425C,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260223,HOSP-001,DEPT-ADM,2026-02-23,kpi_001,LIN-A6A7BBBD10524231,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-00A7651D7EB449A8,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260224,HOSP-001,DEPT-ADM,2026-02-24,kpi_001,LIN-1F47480B39694E20,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-519AB61B8DE846EC,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260225,HOSP-001,DEPT-ADM,2026-02-25,kpi_001,LIN-08D361E1AF2C4A54,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-779A08757F484241,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260226,HOSP-001,DEPT-ADM,2026-02-26,kpi_001,LIN-F07BD0CB1E1A44F6,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-639A6213954E4BB2,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260227,HOSP-001,DEPT-ADM,2026-02-27,kpi_001,LIN-6EC4DA77FA5343D2,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-7B9C2728D43F4AF0,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260228,HOSP-001,DEPT-ADM,2026-02-28,kpi_001,LIN-A524055C61D34ED9,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-1CEC740A42A84AF9,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260301,HOSP-001,DEPT-ADM,2026-03-01,kpi_001,LIN-DF5C7781169E4B77,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-03FAFAD1AC484269,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260302,HOSP-001,DEPT-ADM,2026-03-02,kpi_001,LIN-44F639EFD89144A0,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-9519B73DC98D4F8C,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260303,HOSP-001,DEPT-ADM,2026-03-03,kpi_001,LIN-61974C4E53C1448A,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-3D9170C71AB0429E,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260304,HOSP-001,DEPT-ADM,2026-03-04,kpi_001,LIN-7A60669C55814048,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-72F04A30A28747C0,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260305,HOSP-001,DEPT-ADM,2026-03-05,kpi_001,LIN-2D5EC708741247DE,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-2057623B03E744FB,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260306,HOSP-001,DEPT-ADM,2026-03-06,kpi_001,LIN-0E13D70FBA0540C4,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-0908FC9250B6438B,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260307,HOSP-001,DEPT-ADM,2026-03-07,kpi_001,LIN-FE2ED93A8F874355,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-C508599CC80E451C,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260308,HOSP-001,DEPT-ADM,2026-03-08,kpi_001,LIN-51B3563C588D40BF,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-861505B5FA844C2F,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260309,HOSP-001,DEPT-ADM,2026-03-09,kpi_001,LIN-F2021012B039459D,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-871E58CEA21744AA,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260310,HOSP-001,DEPT-ADM,2026-03-10,kpi_001,LIN-C225C4937D624C29,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-6CD8EDA024384855,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260311,HOSP-001,DEPT-ADM,2026-03-11,kpi_001,LIN-0BC04182B87748FB,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-7868108A42754C3F,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260312,HOSP-001,DEPT-ADM,2026-03-12,kpi_001,LIN-4BA2B672937743CD,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-F9B7B5598CF04B36,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260313,HOSP-001,DEPT-ADM,2026-03-13,kpi_001,LIN-06135F62AC6649CF,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-84B44D7D7C154211,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260314,HOSP-001,DEPT-ADM,2026-03-14,kpi_001,LIN-0FF226A682174050,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-F9B921939D0C4322,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260315,HOSP-001,DEPT-ADM,2026-03-15,kpi_001,LIN-E0B5B8E6CFDF4CF4,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-EFE5ADF48EE0465B,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260316,HOSP-001,DEPT-ADM,2026-03-16,kpi_001,LIN-D1F34A9D6EB24E20,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-0EDC320A8AF44FBC,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260317,HOSP-001,DEPT-ADM,2026-03-17,kpi_001,LIN-1F2A3C7D782F4917,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-BB516A4A849A4086,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260318,HOSP-001,DEPT-ADM,2026-03-18,kpi_001,LIN-B1EE4C8BB0C245EE,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-4AD7BF976EDD4716,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260319,HOSP-001,DEPT-ADM,2026-03-19,kpi_001,LIN-9E6EAB785CF043EC,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-1D0D87E652CB452F,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260320,HOSP-001,DEPT-ADM,2026-03-20,kpi_001,LIN-9256F61C8F164E7E,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-0497BD1BB2D8433B,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260321,HOSP-001,DEPT-ADM,2026-03-21,kpi_001,LIN-32927C265A9D4676,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-678C1F025CF648C0,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260322,HOSP-001,DEPT-ADM,2026-03-22,kpi_001,LIN-D293ABF5CDE3466F,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-17ECD38C37E54B89,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260323,HOSP-001,DEPT-ADM,2026-03-23,kpi_001,LIN-27C3221D88584B7E,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-CDD95CFBAA7C45B3,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260324,HOSP-001,DEPT-ADM,2026-03-24,kpi_001,LIN-F68D58BB62234787,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-F98EA85193294842,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260325,HOSP-001,DEPT-ADM,2026-03-25,kpi_001,LIN-639127E57A5A486B,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-CA6567C51E584C71,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260326,HOSP-001,DEPT-ADM,2026-03-26,kpi_001,LIN-14BC7E96B0794C31,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-68CB23BA9A714368,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260327,HOSP-001,DEPT-ADM,2026-03-27,kpi_001,LIN-089DE8E534FD4235,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-7E8A3B1BDF70418C,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260328,HOSP-001,DEPT-ADM,2026-03-28,kpi_001,LIN-B69FE1357E184026,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-CD66A056F11A4EAD,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260329,HOSP-001,DEPT-ADM,2026-03-29,kpi_001,LIN-7606F8D026904694,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-695A6153343246F6,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260330,HOSP-001,DEPT-ADM,2026-03-30,kpi_001,LIN-363D82FFE28146D3,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-E815372C81414FB0,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260331,HOSP-001,DEPT-ADM,2026-03-31,kpi_001,LIN-9F17B5E9B84449E6,v1.0-draft,config/kpi_threshold_config.csv,Approved,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
