hospital_id,department_id,reporting_date,department_risk_record_id,evidence_pack_id,engine_run_id,processed_at
HOSP-001,DEPT-ADM,2026-01-03,DRS-027CA67F3EB2,DEP-EP-32861815E582,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-OPC,2026-01-03,DRS-F902E7A5BCD0,DEP-EP-4EC3C2ACB876,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ICU,2026-01-04,DRS-C1941251E8C8,DEP-EP-D72A4BDFCFAA,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-DIAG,2026-01-04,DRS-C3C4F47790E4,DEP-EP-2EC83626EFA5,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-SURG,2026-01-04,DRS-5F98BB805CB1,DEP-EP-864D511DE8C2,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-MED,2026-01-04,DRS-B06D0BF97E62,DEP-EP-5438190EE3BD,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ED,2026-01-04,DRS-8D7B2962800C,DEP-EP-251ED462ADC9,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ADM,2026-01-04,DRS-9058928819D2,DEP-EP-3C3E8C80E947,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-OPC,2026-01-04,DRS-46FB4C84245A,DEP-EP-5AF69DE00F4D,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-PEX,2026-01-04,DRS-4310C780B464,DEP-EP-F163B687FC58,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ICU,2026-01-05,DRS-7EBE2556DEF0,DEP-EP-5DC0F20FAB46,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-MED,2026-01-05,DRS-0984B2CFA0B7,DEP-EP-0C433EBC84DE,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-SURG,2026-01-05,DRS-B003A501D4E6,DEP-EP-C631C749BBC8,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-DIAG,2026-01-05,DRS-1F233352A866,DEP-EP-88DF36FB0002,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-PEX,2026-01-05,DRS-E96268C53499,DEP-EP-EF086B9F64CE,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ADM,2026-01-05,DRS-C95583DCAE42,DEP-EP-E0ACC370089E,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ED,2026-01-05,DRS-BC23B55B594C,DEP-EP-B1B9F3CD2F87,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-OPC,2026-01-05,DRS-317751A985EC,DEP-EP-E83913480B21,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ICU,2026-01-06,DRS-AFA572FE31B9,DEP-EP-7CEB70E3CBAA,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ED,2026-01-06,DRS-8CE8052C3449,DEP-EP-9F36FCA5A73E,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-MED,2026-01-06,DRS-6D18F5C750CC,DEP-EP-DE23BCEDF1E7,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-SURG,2026-01-06,DRS-437C30FDCE11,DEP-EP-958DE997E795,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-DIAG,2026-01-06,DRS-E67A911DF8F4,DEP-EP-982AE568FF6D,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-OPC,2026-01-06,DRS-8E18C36589D7,DEP-EP-7A5EC035074D,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-PEX,2026-01-06,DRS-5C610503DC9F,DEP-EP-6220296731EC,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ADM,2026-01-06,DRS-89E53C56A0C2,DEP-EP-54E585172551,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ED,2026-01-07,DRS-956FFF8882DB,DEP-EP-9C34E063804B,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-OPC,2026-01-07,DRS-B4EFEE04CF3E,DEP-EP-338DE0DB5116,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-DIAG,2026-01-07,DRS-4BBA07AB3E4C,DEP-EP-1ADB319450E5,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ADM,2026-01-07,DRS-818E92D7C4FC,DEP-EP-96B0B5739FA2,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ICU,2026-01-07,DRS-566185D13A19,DEP-EP-86379834F16B,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-MED,2026-01-07,DRS-F13659AFDF18,DEP-EP-6C46E3C5A404,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-SURG,2026-01-07,DRS-9AF96185BBBD,DEP-EP-6533A86AAA8B,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-PEX,2026-01-07,DRS-9311DF378B29,DEP-EP-DD94FD9B286A,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-DIAG,2026-01-08,DRS-C9841727A1EB,DEP-EP-4EA4D1948CDF,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ED,2026-01-08,DRS-8BCAAA976362,DEP-EP-9F881711E541,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ADM,2026-01-08,DRS-3D8D2F1009F6,DEP-EP-411B538755D1,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ICU,2026-01-08,DRS-244F8DBE8B49,DEP-EP-DA6CCC180FDD,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-SURG,2026-01-08,DRS-94C2397D66F5,DEP-EP-E943B8E15E62,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-OPC,2026-01-08,DRS-9B39370AD33B,DEP-EP-1FF21C767327,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-MED,2026-01-08,DRS-074EB4FA827C,DEP-EP-2F9379F8EA21,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-PEX,2026-01-08,DRS-B90C50D1DAE6,DEP-EP-81FAA8BF9D04,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ICU,2026-01-09,DRS-7B827595954E,DEP-EP-7497E046B97B,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-DIAG,2026-01-09,DRS-51864807A8F6,DEP-EP-2D4784DC1B8D,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-PEX,2026-01-09,DRS-10B3D35CF30D,DEP-EP-A285A0745E44,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-MED,2026-01-09,DRS-815538528C7F,DEP-EP-89537A87B8C5,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ADM,2026-01-09,DRS-DE74D49F3E9A,DEP-EP-2726914FE3A7,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-OPC,2026-01-09,DRS-0BF9B0D62228,DEP-EP-6E608695F69F,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ED,2026-01-09,DRS-B3B31C36C6B4,DEP-EP-B33CB676787D,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-SURG,2026-01-09,DRS-A72C24C025F2,DEP-EP-59253C72BC7A,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ICU,2026-01-10,DRS-2B502924BA2A,DEP-EP-A8D2002FD923,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-SURG,2026-01-10,DRS-E777CDD0DCDF,DEP-EP-04015B40D83F,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-PEX,2026-01-10,DRS-CBD3FE701BFA,DEP-EP-88164EB8FFF1,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ED,2026-01-10,DRS-8439AB192FCA,DEP-EP-804BB396ABF7,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-OPC,2026-01-10,DRS-0FCFA6142421,DEP-EP-0F608B187DC5,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-DIAG,2026-01-10,DRS-66712DAF3227,DEP-EP-36B23A7A97CD,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ADM,2026-01-10,DRS-952FE1619629,DEP-EP-537BEBF30ABE,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-MED,2026-01-10,DRS-B4C790023EEB,DEP-EP-F256D5222499,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-PEX,2026-01-11,DRS-278107746A75,DEP-EP-E969F10C4540,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ADM,2026-01-11,DRS-26EA957D731E,DEP-EP-06E2F5585B3D,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ICU,2026-01-11,DRS-97377203D8A6,DEP-EP-3858CDD256BF,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-DIAG,2026-01-11,DRS-864A642ED9A2,DEP-EP-DC099FE4C848,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ED,2026-01-11,DRS-5FA170F76D51,DEP-EP-4FFD382F11D7,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-OPC,2026-01-11,DRS-92E766B4941C,DEP-EP-C16D2712337A,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-MED,2026-01-11,DRS-4526B8BB2730,DEP-EP-D591DD0AEB9A,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-SURG,2026-01-11,DRS-872C0E9AF9A2,DEP-EP-BBE8D11A2BA3,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ICU,2026-01-12,DRS-AD73A16CD876,DEP-EP-CEE0E7ABF8E3,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-DIAG,2026-01-12,DRS-C1C7F8A2EC43,DEP-EP-92FA5A0F4845,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-MED,2026-01-12,DRS-BE9F66004D6D,DEP-EP-BE3BF33DCC18,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-SURG,2026-01-12,DRS-65FD7CA3B4E8,DEP-EP-BE0A1244E985,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ADM,2026-01-12,DRS-70F28CBF9AB3,DEP-EP-B5F4D41CDBCB,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ED,2026-01-12,DRS-5647171058AB,DEP-EP-F50557FC4379,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-OPC,2026-01-12,DRS-929F70C1E25E,DEP-EP-33C73508E0B8,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-PEX,2026-01-12,DRS-69C501535F1F,DEP-EP-7B7C59091276,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ICU,2026-01-13,DRS-DFADC4C6C569,DEP-EP-1F007B208346,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-DIAG,2026-01-13,DRS-820AE73468DC,DEP-EP-68C271680905,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ED,2026-01-13,DRS-A38C78E66311,DEP-EP-ABEE7A28E15D,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-MED,2026-01-13,DRS-CE586673454C,DEP-EP-F4D38F6D26C6,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-PEX,2026-01-13,DRS-17AA91799592,DEP-EP-D3C414D80AE8,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ADM,2026-01-13,DRS-F0D041BB988F,DEP-EP-11D1551D1F1F,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-OPC,2026-01-13,DRS-3E294FB95A44,DEP-EP-1A1DA979C9DA,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-SURG,2026-01-13,DRS-69B37825AD95,DEP-EP-7DA6374CC77F,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ICU,2026-01-14,DRS-E9861970ABB9,DEP-EP-8FC9A970926B,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-SURG,2026-01-14,DRS-A008584DB11D,DEP-EP-8CF272E601C5,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-MED,2026-01-14,DRS-A322052CB26E,DEP-EP-BB0BCA422830,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-DIAG,2026-01-14,DRS-B9F8338C8781,DEP-EP-F6D035B19FE1,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ADM,2026-01-14,DRS-82ADAC7F8543,DEP-EP-AD87B126B9A5,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ED,2026-01-14,DRS-9391B36FF991,DEP-EP-E7128802237B,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-PEX,2026-01-14,DRS-AA9E008D6F8F,DEP-EP-D3927EA9B92D,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-OPC,2026-01-14,DRS-D89C842AD4B1,DEP-EP-B434E010EA18,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-PEX,2026-01-15,DRS-67FAD26D1D0A,DEP-EP-5C3EF558F097,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ICU,2026-01-15,DRS-49755F37DD5F,DEP-EP-6B1AB077975D,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-MED,2026-01-15,DRS-0BB0C39F4330,DEP-EP-2549ED54BC03,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-SURG,2026-01-15,DRS-DB60A0035175,DEP-EP-E4E3B7F3CDA0,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ED,2026-01-15,DRS-9DF10E48C8DF,DEP-EP-62AF55A7D5DF,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-OPC,2026-01-15,DRS-730E2D16D416,DEP-EP-83B9BFE516EC,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-DIAG,2026-01-15,DRS-E5D5F6D336E6,DEP-EP-706111030C4F,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ADM,2026-01-15,DRS-D1054714845B,DEP-EP-CB59C2BC4173,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-MED,2026-01-16,DRS-0DDE0E6922F6,DEP-EP-64A5BB33FAFA,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-DIAG,2026-01-16,DRS-DB3DB515E0CB,DEP-EP-15163F4686FD,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ADM,2026-01-16,DRS-9B57ED7A5E38,DEP-EP-4A0348915583,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ICU,2026-01-16,DRS-EAEB35CC7B2E,DEP-EP-E3519407AEBD,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-SURG,2026-01-16,DRS-387A6CBB2774,DEP-EP-7BED19B8DC7D,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-PEX,2026-01-16,DRS-60B1A1554A61,DEP-EP-E30E8A21B6D6,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ED,2026-01-16,DRS-B5BE94507473,DEP-EP-5F421DB24292,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-OPC,2026-01-16,DRS-0627A5A5E7B3,DEP-EP-923D76BEE924,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ICU,2026-01-17,DRS-AA6BFE7C8BA9,DEP-EP-7CBB07A416E6,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-MED,2026-01-17,DRS-EB41FB1056DB,DEP-EP-AE088FAA3AEC,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-PEX,2026-01-17,DRS-9B632AC7E574,DEP-EP-19FD23F9DA95,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ADM,2026-01-17,DRS-9991B58A9558,DEP-EP-67728EC53742,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-OPC,2026-01-17,DRS-2C169CFE10D9,DEP-EP-BDF40E96CE2E,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ED,2026-01-17,DRS-27269249FB0F,DEP-EP-EFC59C9A2331,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-DIAG,2026-01-17,DRS-B1D38C514116,DEP-EP-3E6B90A21D1D,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-SURG,2026-01-17,DRS-5272F26E0382,DEP-EP-143BE875B663,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-OPC,2026-01-18,DRS-377830B41F81,DEP-EP-805B8A9ADA11,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ICU,2026-01-18,DRS-5515BC6C696D,DEP-EP-0429ABB3CC02,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-SURG,2026-01-18,DRS-5E8EF5FA1D70,DEP-EP-C26E81100DE5,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-MED,2026-01-18,DRS-47E14ED7AE59,DEP-EP-6EFDFEFCE12D,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-PEX,2026-01-18,DRS-EEC5F1C796D3,DEP-EP-3F0D74C32D0E,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-DIAG,2026-01-18,DRS-6A82EFAA0533,DEP-EP-78D9DFCC7711,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ADM,2026-01-18,DRS-4568DE2CA4D9,DEP-EP-A7714D4B5792,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ED,2026-01-18,DRS-C155CA729060,DEP-EP-78E68D9B126C,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-OPC,2026-01-19,DRS-F1191AD24BA9,DEP-EP-DBEE608DDBB4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ICU,2026-01-19,DRS-36A99063C338,DEP-EP-D15FF07FF786,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-SURG,2026-01-19,DRS-2552C8BF4187,DEP-EP-B119B3F450EA,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-MED,2026-01-19,DRS-DE52692B839B,DEP-EP-D7C83E2237B7,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ED,2026-01-19,DRS-C0E3B606AC52,DEP-EP-823F1311A122,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ADM,2026-01-19,DRS-41EAB6B8A885,DEP-EP-3D0A827075F9,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-DIAG,2026-01-19,DRS-12981BFA41B0,DEP-EP-ECB17E1B3D27,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-PEX,2026-01-19,DRS-00939A4A7859,DEP-EP-E476A6C24941,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-SURG,2026-01-20,DRS-6AAEA9AC4113,DEP-EP-734A899722CB,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-MED,2026-01-20,DRS-9A884F3F64F2,DEP-EP-9E72B0F58644,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ICU,2026-01-20,DRS-2D12B136A166,DEP-EP-E82F39C31A6C,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-DIAG,2026-01-20,DRS-C742F978CFF2,DEP-EP-51378D5BFC28,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-OPC,2026-01-20,DRS-629A9DE0CC8B,DEP-EP-443CEB2186DA,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ED,2026-01-20,DRS-D5A2F9F99A5A,DEP-EP-2EE88E51867E,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ADM,2026-01-20,DRS-ABE9A7061D89,DEP-EP-5C89AAB7B70D,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-PEX,2026-01-20,DRS-679057E09EBE,DEP-EP-CDB0B6988146,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-PEX,2026-01-21,DRS-A18F03EEECC5,DEP-EP-ACD6CB8C8420,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ICU,2026-01-21,DRS-F67044875174,DEP-EP-35C928E1CAC5,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ADM,2026-01-21,DRS-DEDBF93093A4,DEP-EP-037F622CE069,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-MED,2026-01-21,DRS-BBF2670402F6,DEP-EP-9AC1A52FB2E7,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-SURG,2026-01-21,DRS-362594AF10D5,DEP-EP-9AC568ACCB8A,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ED,2026-01-21,DRS-431D40995394,DEP-EP-663E625BE28B,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
