analytical_record_id,kpi_id,source_dataset,source_record_id,calculation_run_id,evidence_type,source_field,source_value,evidence_role
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260112,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,22.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260113,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,19.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260113,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,21.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260114,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,17.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260114,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,21.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260115,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,16.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260115,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,19.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260116,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,16.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260116,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,20.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260117,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,17.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260117,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,22.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260118,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,19.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260118,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,22.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260119,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,16.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260119,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,21.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260120,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,19.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260120,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,21.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260121,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,17.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260121,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,20.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260122,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,16.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260122,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,21.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260123,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,19.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260123,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,22.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260124,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,16.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260124,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,21.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260125,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,19.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260125,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,22.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260126,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,17.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260126,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,22.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260127,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,18.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260127,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,20.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260128,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,17.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260128,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,20.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260129,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,19.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260129,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,22.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260130,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,17.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260130,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,21.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260131,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,19.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260131,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,21.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260201,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,15.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260201,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,20.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260202,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,16.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260202,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,21.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260203,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,17.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260203,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,19.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260204,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,17.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260204,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,20.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260205,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,19.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260205,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,22.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260206,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,17.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260206,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,22.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260207,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,18.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260207,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,20.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260208,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,18.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260208,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,21.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260209,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,18.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260209,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,22.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260210,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,15.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260210,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,21.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260211,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,20.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260211,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,22.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260212,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,15.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260212,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,20.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260213,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,20.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260213,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,22.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260214,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,17.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260214,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,20.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260215,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,18.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260215,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,21.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260216,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,16.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260216,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,19.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260217,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,20.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260217,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,22.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260218,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,17.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260218,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,21.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260219,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,17.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260219,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,21.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260220,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,19.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260220,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,22.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260221,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,15.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260221,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,19.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260222,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,16.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260222,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,20.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260223,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,17.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260223,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,21.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260224,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,16.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260224,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,21.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260225,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,17.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260225,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,21.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260226,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,16.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260226,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,21.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260227,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,17.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260227,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,20.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260228,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,17.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260228,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,22.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260301,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,18.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260301,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,20.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260302,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,20.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260302,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,22.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260303,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,19.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260303,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,21.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260304,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,19.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260304,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,20.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260305,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,20.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260305,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,22.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260306,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,18.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260306,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,20.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260307,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,18.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260307,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,22.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260308,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,18.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260308,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,20.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260309,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,15.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260309,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,19.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260310,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,17.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260310,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,20.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260311,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,17.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260311,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,20.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260312,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,21.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260312,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,22.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260313,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,15.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260313,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,19.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260314,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,16.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260314,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,20.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260315,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,20.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260315,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,21.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260316,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,17.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260316,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,21.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260317,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,18.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260317,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,21.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260318,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,17.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260318,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,21.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260319,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,19.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260319,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,20.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260320,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,19.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260320,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,21.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260321,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,19.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260321,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,22.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260322,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,16.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260322,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,19.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260323,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,17.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260323,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,20.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260324,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,19.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260324,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,21.0,denominator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260325,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,numerator,occupied_beds,20.0,numerator
AKPI-kpi_003-HOSP-001-DEPT-ICU-20260325,kpi_003,processed_operational_daily,,PF-KPI-4E7933DFEF21,denominator,operational_beds,21.0,denominator
