hospital_id,department_id,reporting_date,present_kpi_count,calculated_kpi_count,unavailable_kpi_count,expected_kpi_count,missing_kpi_count,coverage_percentage,coverage_status,reporting_month,reporting_year,coverage_record_id,integration_run_id,created_at
HOSP-001,DEPT-ADM,2026-02-03,6,2,4,6,0,100.0,Complete,2,2026,COV-HOSP-001-DEPT-ADM-20260203,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-02-04,6,3,3,6,0,100.0,Complete,2,2026,COV-HOSP-001-DEPT-ADM-20260204,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-02-05,6,3,3,6,0,100.0,Complete,2,2026,COV-HOSP-001-DEPT-ADM-20260205,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-02-06,6,3,3,6,0,100.0,Complete,2,2026,COV-HOSP-001-DEPT-ADM-20260206,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-02-07,6,3,3,6,0,100.0,Complete,2,2026,COV-HOSP-001-DEPT-ADM-20260207,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-02-08,6,3,3,6,0,100.0,Complete,2,2026,COV-HOSP-001-DEPT-ADM-20260208,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-02-09,6,3,3,6,0,100.0,Complete,2,2026,COV-HOSP-001-DEPT-ADM-20260209,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-02-10,6,3,3,6,0,100.0,Complete,2,2026,COV-HOSP-001-DEPT-ADM-20260210,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-02-11,6,3,3,6,0,100.0,Complete,2,2026,COV-HOSP-001-DEPT-ADM-20260211,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-02-12,6,3,3,6,0,100.0,Complete,2,2026,COV-HOSP-001-DEPT-ADM-20260212,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-02-13,6,3,3,6,0,100.0,Complete,2,2026,COV-HOSP-001-DEPT-ADM-20260213,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-02-14,6,3,3,6,0,100.0,Complete,2,2026,COV-HOSP-001-DEPT-ADM-20260214,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-02-15,6,3,3,6,0,100.0,Complete,2,2026,COV-HOSP-001-DEPT-ADM-20260215,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-02-16,6,3,3,6,0,100.0,Complete,2,2026,COV-HOSP-001-DEPT-ADM-20260216,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-02-17,6,2,4,6,0,100.0,Complete,2,2026,COV-HOSP-001-DEPT-ADM-20260217,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-02-18,6,3,3,6,0,100.0,Complete,2,2026,COV-HOSP-001-DEPT-ADM-20260218,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-02-19,6,3,3,6,0,100.0,Complete,2,2026,COV-HOSP-001-DEPT-ADM-20260219,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-02-20,6,3,3,6,0,100.0,Complete,2,2026,COV-HOSP-001-DEPT-ADM-20260220,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-02-21,6,2,4,6,0,100.0,Complete,2,2026,COV-HOSP-001-DEPT-ADM-20260221,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-02-22,6,3,3,6,0,100.0,Complete,2,2026,COV-HOSP-001-DEPT-ADM-20260222,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-02-23,6,3,3,6,0,100.0,Complete,2,2026,COV-HOSP-001-DEPT-ADM-20260223,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-02-24,6,3,3,6,0,100.0,Complete,2,2026,COV-HOSP-001-DEPT-ADM-20260224,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-02-25,6,3,3,6,0,100.0,Complete,2,2026,COV-HOSP-001-DEPT-ADM-20260225,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-02-26,6,2,4,6,0,100.0,Complete,2,2026,COV-HOSP-001-DEPT-ADM-20260226,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-02-27,6,3,3,6,0,100.0,Complete,2,2026,COV-HOSP-001-DEPT-ADM-20260227,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-02-28,6,3,3,6,0,100.0,Complete,2,2026,COV-HOSP-001-DEPT-ADM-20260228,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-03-01,6,3,3,6,0,100.0,Complete,3,2026,COV-HOSP-001-DEPT-ADM-20260301,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-03-02,6,3,3,6,0,100.0,Complete,3,2026,COV-HOSP-001-DEPT-ADM-20260302,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-03-03,6,3,3,6,0,100.0,Complete,3,2026,COV-HOSP-001-DEPT-ADM-20260303,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-03-04,6,3,3,6,0,100.0,Complete,3,2026,COV-HOSP-001-DEPT-ADM-20260304,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-03-05,6,3,3,6,0,100.0,Complete,3,2026,COV-HOSP-001-DEPT-ADM-20260305,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-03-06,6,2,4,6,0,100.0,Complete,3,2026,COV-HOSP-001-DEPT-ADM-20260306,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-03-07,6,3,3,6,0,100.0,Complete,3,2026,COV-HOSP-001-DEPT-ADM-20260307,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-03-08,6,2,4,6,0,100.0,Complete,3,2026,COV-HOSP-001-DEPT-ADM-20260308,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-03-09,6,3,3,6,0,100.0,Complete,3,2026,COV-HOSP-001-DEPT-ADM-20260309,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-03-10,6,3,3,6,0,100.0,Complete,3,2026,COV-HOSP-001-DEPT-ADM-20260310,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-03-11,6,3,3,6,0,100.0,Complete,3,2026,COV-HOSP-001-DEPT-ADM-20260311,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-03-12,6,3,3,6,0,100.0,Complete,3,2026,COV-HOSP-001-DEPT-ADM-20260312,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-03-13,6,3,3,6,0,100.0,Complete,3,2026,COV-HOSP-001-DEPT-ADM-20260313,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-03-14,6,3,3,6,0,100.0,Complete,3,2026,COV-HOSP-001-DEPT-ADM-20260314,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-03-15,6,2,4,6,0,100.0,Complete,3,2026,COV-HOSP-001-DEPT-ADM-20260315,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-03-16,6,2,4,6,0,100.0,Complete,3,2026,COV-HOSP-001-DEPT-ADM-20260316,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-03-17,6,3,3,6,0,100.0,Complete,3,2026,COV-HOSP-001-DEPT-ADM-20260317,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-03-18,6,3,3,6,0,100.0,Complete,3,2026,COV-HOSP-001-DEPT-ADM-20260318,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-03-19,6,3,3,6,0,100.0,Complete,3,2026,COV-HOSP-001-DEPT-ADM-20260319,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-03-20,6,3,3,6,0,100.0,Complete,3,2026,COV-HOSP-001-DEPT-ADM-20260320,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-03-21,6,3,3,6,0,100.0,Complete,3,2026,COV-HOSP-001-DEPT-ADM-20260321,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-03-22,6,2,4,6,0,100.0,Complete,3,2026,COV-HOSP-001-DEPT-ADM-20260322,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-03-23,6,3,3,6,0,100.0,Complete,3,2026,COV-HOSP-001-DEPT-ADM-20260323,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-03-24,6,3,3,6,0,100.0,Complete,3,2026,COV-HOSP-001-DEPT-ADM-20260324,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-03-25,6,3,3,6,0,100.0,Complete,3,2026,COV-HOSP-001-DEPT-ADM-20260325,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-03-26,6,2,4,6,0,100.0,Complete,3,2026,COV-HOSP-001-DEPT-ADM-20260326,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-03-27,6,3,3,6,0,100.0,Complete,3,2026,COV-HOSP-001-DEPT-ADM-20260327,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-03-28,6,3,3,6,0,100.0,Complete,3,2026,COV-HOSP-001-DEPT-ADM-20260328,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-03-29,6,3,3,6,0,100.0,Complete,3,2026,COV-HOSP-001-DEPT-ADM-20260329,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-03-30,6,3,3,6,0,100.0,Complete,3,2026,COV-HOSP-001-DEPT-ADM-20260330,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-03-31,6,2,4,6,0,100.0,Complete,3,2026,COV-HOSP-001-DEPT-ADM-20260331,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-04-01,6,3,3,6,0,100.0,Complete,4,2026,COV-HOSP-001-DEPT-ADM-20260401,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-04-02,6,3,3,6,0,100.0,Complete,4,2026,COV-HOSP-001-DEPT-ADM-20260402,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-04-03,6,2,4,6,0,100.0,Complete,4,2026,COV-HOSP-001-DEPT-ADM-20260403,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-04-04,6,3,3,6,0,100.0,Complete,4,2026,COV-HOSP-001-DEPT-ADM-20260404,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-04-05,6,3,3,6,0,100.0,Complete,4,2026,COV-HOSP-001-DEPT-ADM-20260405,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-04-06,6,2,4,6,0,100.0,Complete,4,2026,COV-HOSP-001-DEPT-ADM-20260406,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-04-07,6,2,4,6,0,100.0,Complete,4,2026,COV-HOSP-001-DEPT-ADM-20260407,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-04-08,6,3,3,6,0,100.0,Complete,4,2026,COV-HOSP-001-DEPT-ADM-20260408,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-04-09,6,3,3,6,0,100.0,Complete,4,2026,COV-HOSP-001-DEPT-ADM-20260409,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-04-10,6,3,3,6,0,100.0,Complete,4,2026,COV-HOSP-001-DEPT-ADM-20260410,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-04-11,6,3,3,6,0,100.0,Complete,4,2026,COV-HOSP-001-DEPT-ADM-20260411,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-04-12,6,3,3,6,0,100.0,Complete,4,2026,COV-HOSP-001-DEPT-ADM-20260412,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-04-13,6,3,3,6,0,100.0,Complete,4,2026,COV-HOSP-001-DEPT-ADM-20260413,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-04-14,6,2,4,6,0,100.0,Complete,4,2026,COV-HOSP-001-DEPT-ADM-20260414,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-04-15,6,3,3,6,0,100.0,Complete,4,2026,COV-HOSP-001-DEPT-ADM-20260415,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-04-16,6,3,3,6,0,100.0,Complete,4,2026,COV-HOSP-001-DEPT-ADM-20260416,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-04-17,6,3,3,6,0,100.0,Complete,4,2026,COV-HOSP-001-DEPT-ADM-20260417,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-04-18,6,3,3,6,0,100.0,Complete,4,2026,COV-HOSP-001-DEPT-ADM-20260418,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-04-19,6,3,3,6,0,100.0,Complete,4,2026,COV-HOSP-001-DEPT-ADM-20260419,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-04-20,6,3,3,6,0,100.0,Complete,4,2026,COV-HOSP-001-DEPT-ADM-20260420,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-04-21,6,3,3,6,0,100.0,Complete,4,2026,COV-HOSP-001-DEPT-ADM-20260421,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-04-22,6,3,3,6,0,100.0,Complete,4,2026,COV-HOSP-001-DEPT-ADM-20260422,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-04-23,6,3,3,6,0,100.0,Complete,4,2026,COV-HOSP-001-DEPT-ADM-20260423,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-04-24,6,3,3,6,0,100.0,Complete,4,2026,COV-HOSP-001-DEPT-ADM-20260424,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-04-25,6,3,3,6,0,100.0,Complete,4,2026,COV-HOSP-001-DEPT-ADM-20260425,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-04-26,6,3,3,6,0,100.0,Complete,4,2026,COV-HOSP-001-DEPT-ADM-20260426,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-04-27,6,2,4,6,0,100.0,Complete,4,2026,COV-HOSP-001-DEPT-ADM-20260427,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-04-28,6,3,3,6,0,100.0,Complete,4,2026,COV-HOSP-001-DEPT-ADM-20260428,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-04-29,6,3,3,6,0,100.0,Complete,4,2026,COV-HOSP-001-DEPT-ADM-20260429,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-04-30,6,3,3,6,0,100.0,Complete,4,2026,COV-HOSP-001-DEPT-ADM-20260430,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-05-01,6,3,3,6,0,100.0,Complete,5,2026,COV-HOSP-001-DEPT-ADM-20260501,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-05-02,6,3,3,6,0,100.0,Complete,5,2026,COV-HOSP-001-DEPT-ADM-20260502,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-05-03,6,3,3,6,0,100.0,Complete,5,2026,COV-HOSP-001-DEPT-ADM-20260503,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-05-04,6,3,3,6,0,100.0,Complete,5,2026,COV-HOSP-001-DEPT-ADM-20260504,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-05-05,6,3,3,6,0,100.0,Complete,5,2026,COV-HOSP-001-DEPT-ADM-20260505,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-05-06,6,3,3,6,0,100.0,Complete,5,2026,COV-HOSP-001-DEPT-ADM-20260506,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-05-07,6,3,3,6,0,100.0,Complete,5,2026,COV-HOSP-001-DEPT-ADM-20260507,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-05-08,6,3,3,6,0,100.0,Complete,5,2026,COV-HOSP-001-DEPT-ADM-20260508,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-05-09,6,3,3,6,0,100.0,Complete,5,2026,COV-HOSP-001-DEPT-ADM-20260509,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-05-10,6,3,3,6,0,100.0,Complete,5,2026,COV-HOSP-001-DEPT-ADM-20260510,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-05-11,6,3,3,6,0,100.0,Complete,5,2026,COV-HOSP-001-DEPT-ADM-20260511,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-05-12,6,3,3,6,0,100.0,Complete,5,2026,COV-HOSP-001-DEPT-ADM-20260512,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-05-13,6,3,3,6,0,100.0,Complete,5,2026,COV-HOSP-001-DEPT-ADM-20260513,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-05-14,6,3,3,6,0,100.0,Complete,5,2026,COV-HOSP-001-DEPT-ADM-20260514,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
HOSP-001,DEPT-ADM,2026-05-15,6,2,4,6,0,100.0,Complete,5,2026,COV-HOSP-001-DEPT-ADM-20260515,SIX-KPI-8EC2F4190438,2026-07-27T15:23:26.799565
