movement_record_id,hospital_id,department_id,kpi_id,movement_type,sequence_start_date,sequence_end_date,consecutive_observation_count,starting_value,ending_value,cumulative_absolute_change,cumulative_percentage_change,calculation_status,interpretation_status,trend_confidence_level,trend_run_id,calculated_at
TMOV-kpi_001-HOSP-001-DEPT-ADM-20260727-20260729,HOSP-001,DEPT-ADM,kpi_001,Sustained Decrease,2026-07-27,2026-07-29,3,100.0,83.33333333333334,-16.666666666666657,-16.666666666666657,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.898060
TMOV-kpi_001-HOSP-001-DEPT-ADM-20260730-20260801,HOSP-001,DEPT-ADM,kpi_001,Sustained Decrease,2026-07-30,2026-08-01,3,100.0,86.36363636363636,-13.63636363636364,-13.63636363636364,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.898065
TMOV-kpi_001-HOSP-001-DEPT-ADM-20260803-20260805,HOSP-001,DEPT-ADM,kpi_001,Sustained Increase,2026-08-03,2026-08-05,3,87.5,100.0,12.5,14.285714285714285,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.898070
TMOV-kpi_001-HOSP-001-DEPT-ADM-20260807-20260810,HOSP-001,DEPT-ADM,kpi_001,Sustained Decrease,2026-08-07,2026-08-10,4,100.0,84.21052631578947,-15.789473684210535,-15.789473684210535,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.898075
TMOV-kpi_001-HOSP-001-DEPT-ADM-20260811-20260813,HOSP-001,DEPT-ADM,kpi_001,Sustained Decrease,2026-08-11,2026-08-13,3,100.0,84.21052631578947,-15.789473684210535,-15.789473684210535,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.898079
TMOV-kpi_001-HOSP-001-DEPT-ADM-20260814-20260818,HOSP-001,DEPT-ADM,kpi_001,Sustained Increase,2026-08-14,2026-08-18,5,84.21052631578947,100.0,15.789473684210535,18.75000000000001,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.898084
TMOV-kpi_001-HOSP-001-DEPT-ADM-20260819-20260822,HOSP-001,DEPT-ADM,kpi_001,Sustained Decrease,2026-08-19,2026-08-22,4,100.0,73.91304347826086,-26.08695652173914,-26.08695652173914,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.898089
TMOV-kpi_001-HOSP-001-DEPT-ADM-20260914-20260916,HOSP-001,DEPT-ADM,kpi_001,Sustained Decrease,2026-09-14,2026-09-16,3,95.23809523809524,94.44444444444444,-0.7936507936507979,-0.8333333333333378,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.898106
TMOV-kpi_001-HOSP-001-DEPT-ADM-20260917-20260919,HOSP-001,DEPT-ADM,kpi_001,Sustained Decrease,2026-09-17,2026-09-19,3,95.23809523809524,80.0,-15.23809523809524,-16.000000000000004,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.898111
TMOV-kpi_001-HOSP-001-DEPT-ADM-20260921-20260923,HOSP-001,DEPT-ADM,kpi_001,Sustained Increase,2026-09-21,2026-09-23,3,87.5,95.23809523809524,7.738095238095241,8.84353741496599,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.898116
TMOV-kpi_001-HOSP-001-DEPT-ADM-20260923-20260925,HOSP-001,DEPT-ADM,kpi_001,Sustained Decrease,2026-09-23,2026-09-25,3,95.23809523809524,80.0,-15.23809523809524,-16.000000000000004,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.898120
TMOV-kpi_001-HOSP-001-DEPT-ADM-20260928-20261002,HOSP-001,DEPT-ADM,kpi_001,Sustained Decrease,2026-09-28,2026-10-02,5,94.44444444444444,85.71428571428571,-8.730158730158735,-9.243697478991601,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.898127
TMOV-kpi_001-HOSP-001-DEPT-ADM-20261002-20261005,HOSP-001,DEPT-ADM,kpi_001,Sustained Increase,2026-10-02,2026-10-05,4,85.71428571428571,95.83333333333334,10.119047619047635,11.805555555555575,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.898131
TMOV-kpi_001-HOSP-001-DEPT-ADM-20261006-20261008,HOSP-001,DEPT-ADM,kpi_001,Sustained Increase,2026-10-06,2026-10-08,3,85.71428571428571,91.30434782608695,5.590062111801245,6.521739130434787,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.898136
TMOV-kpi_001-HOSP-001-DEPT-ADM-20261008-20261010,HOSP-001,DEPT-ADM,kpi_001,Sustained Decrease,2026-10-08,2026-10-10,3,91.30434782608695,85.0,-6.304347826086953,-6.904761904761901,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.898140
TMOV-kpi_001-HOSP-001-DEPT-ADM-20261022-20261024,HOSP-001,DEPT-ADM,kpi_001,Sustained Decrease,2026-10-22,2026-10-24,3,100.0,88.23529411764706,-11.764705882352942,-11.764705882352942,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.898151
TMOV-kpi_001-HOSP-001-DEPT-ADM-20261026-20261028,HOSP-001,DEPT-ADM,kpi_001,Sustained Increase,2026-10-26,2026-10-28,3,84.21052631578947,95.83333333333334,11.622807017543877,13.802083333333357,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.898155
TMOV-kpi_001-HOSP-001-DEPT-ADM-20261028-20261030,HOSP-001,DEPT-ADM,kpi_001,Sustained Decrease,2026-10-28,2026-10-30,3,95.83333333333334,89.47368421052632,-6.359649122807028,-6.636155606407333,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.898159
TMOV-kpi_001-HOSP-001-DEPT-ADM-20261031-20261102,HOSP-001,DEPT-ADM,kpi_001,Sustained Decrease,2026-10-31,2026-11-02,3,94.73684210526316,80.0,-14.736842105263165,-15.55555555555556,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.898163
TMOV-kpi_001-HOSP-001-DEPT-ADM-20261102-20261108,HOSP-001,DEPT-ADM,kpi_001,Sustained Increase,2026-11-02,2026-11-08,7,80.0,95.83333333333334,15.833333333333343,19.79166666666668,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.898169
TMOV-kpi_001-HOSP-001-DEPT-ADM-20261112-20261114,HOSP-001,DEPT-ADM,kpi_001,Sustained Decrease,2026-11-12,2026-11-14,3,100.0,85.71428571428571,-14.285714285714292,-14.28571428571429,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.898175
TMOV-kpi_001-HOSP-001-DEPT-ADM-20261114-20261117,HOSP-001,DEPT-ADM,kpi_001,Sustained Increase,2026-11-14,2026-11-17,4,85.71428571428571,100.0,14.285714285714292,16.666666666666675,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.898179
TMOV-kpi_001-HOSP-001-DEPT-ADM-20261117-20261119,HOSP-001,DEPT-ADM,kpi_001,Sustained Decrease,2026-11-17,2026-11-19,3,100.0,88.88888888888889,-11.111111111111114,-11.111111111111114,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.898184
TMOV-kpi_001-HOSP-001-DEPT-ADM-20261121-20261123,HOSP-001,DEPT-ADM,kpi_001,Sustained Increase,2026-11-21,2026-11-23,3,83.33333333333334,100.0,16.666666666666657,19.999999999999986,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.898189
TMOV-kpi_001-HOSP-001-DEPT-ADM-20261129-20261202,HOSP-001,DEPT-ADM,kpi_001,Sustained Increase,2026-11-29,2026-12-02,4,77.27272727272727,100.0,22.727272727272734,29.411764705882366,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.898196
TMOV-kpi_001-HOSP-001-DEPT-ADM-20261204-20261206,HOSP-001,DEPT-ADM,kpi_001,Sustained Decrease,2026-12-04,2026-12-06,3,95.0,78.94736842105263,-16.05263157894737,-16.897506925207757,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.898201
TMOV-kpi_001-HOSP-001-DEPT-ADM-20261206-20261208,HOSP-001,DEPT-ADM,kpi_001,Sustained Increase,2026-12-06,2026-12-08,3,78.94736842105263,100.0,21.05263157894737,26.666666666666668,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.898205
TMOV-kpi_001-HOSP-001-DEPT-ADM-20261208-20261210,HOSP-001,DEPT-ADM,kpi_001,Sustained Decrease,2026-12-08,2026-12-10,3,100.0,90.0,-10.0,-10.0,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.898208
TMOV-kpi_001-HOSP-001-DEPT-ADM-20261216-20261220,HOSP-001,DEPT-ADM,kpi_001,Sustained Decrease,2026-12-16,2026-12-20,5,100.0,72.72727272727273,-27.272727272727266,-27.272727272727266,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.898217
TMOV-kpi_001-HOSP-001-DEPT-ADM-20261220-20261223,HOSP-001,DEPT-ADM,kpi_001,Sustained Increase,2026-12-20,2026-12-23,4,72.72727272727273,100.0,27.272727272727266,37.499999999999986,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.898221
TMOV-kpi_001-HOSP-001-DEPT-ADM-20261224-20261226,HOSP-001,DEPT-ADM,kpi_001,Sustained Increase,2026-12-24,2026-12-26,3,75.0,100.0,25.0,33.33333333333333,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.898225
TMOV-kpi_001-HOSP-001-DEPT-ADM-20261226-20261228,HOSP-001,DEPT-ADM,kpi_001,Sustained Decrease,2026-12-26,2026-12-28,3,100.0,77.27272727272727,-22.727272727272734,-22.727272727272734,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.898229
TMOV-kpi_002-HOSP-001-DEPT-ADM-20260106-20260109,HOSP-001,DEPT-ADM,kpi_002,Sustained Decrease,2026-01-06,2026-01-09,4,10.0,4.545454545454546,-5.454545454545454,-54.54545454545454,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.899742
TMOV-kpi_002-HOSP-001-DEPT-ADM-20260109-20260111,HOSP-001,DEPT-ADM,kpi_002,Sustained Increase,2026-01-09,2026-01-11,3,4.545454545454546,5.88235294117647,1.3368983957219243,29.41176470588233,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.899753
TMOV-kpi_002-HOSP-001-DEPT-ADM-20260114-20260116,HOSP-001,DEPT-ADM,kpi_002,Sustained Increase,2026-01-14,2026-01-16,3,0.0,13.333333333333334,13.333333333333334,,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.899761
TMOV-kpi_002-HOSP-001-DEPT-ADM-20260117-20260120,HOSP-001,DEPT-ADM,kpi_002,Sustained Increase,2026-01-17,2026-01-20,4,0.0,15.0,15.0,,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.899766
TMOV-kpi_002-HOSP-001-DEPT-ADM-20260120-20260122,HOSP-001,DEPT-ADM,kpi_002,Sustained Decrease,2026-01-20,2026-01-22,3,15.0,0.0,-15.0,-100.0,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.899771
TMOV-kpi_002-HOSP-001-DEPT-ADM-20260130-20260201,HOSP-001,DEPT-ADM,kpi_002,Sustained Decrease,2026-01-30,2026-02-01,3,11.11111111111111,5.555555555555555,-5.555555555555555,-50.0,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.899779
TMOV-kpi_002-HOSP-001-DEPT-ADM-20260206-20260208,HOSP-001,DEPT-ADM,kpi_002,Sustained Decrease,2026-02-06,2026-02-08,3,27.27272727272727,0.0,-27.27272727272727,-100.0,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.899785
TMOV-kpi_002-HOSP-001-DEPT-ADM-20260209-20260211,HOSP-001,DEPT-ADM,kpi_002,Sustained Decrease,2026-02-09,2026-02-11,3,16.666666666666664,0.0,-16.666666666666664,-100.0,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.899796
TMOV-kpi_002-HOSP-001-DEPT-ADM-20260214-20260216,HOSP-001,DEPT-ADM,kpi_002,Sustained Decrease,2026-02-14,2026-02-16,3,12.5,4.761904761904762,-7.738095238095238,-61.904761904761905,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.899802
TMOV-kpi_002-HOSP-001-DEPT-ADM-20260223-20260225,HOSP-001,DEPT-ADM,kpi_002,Sustained Decrease,2026-02-23,2026-02-25,3,9.523809523809524,4.761904761904762,-4.761904761904762,-50.0,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.899808
TMOV-kpi_002-HOSP-001-DEPT-ADM-20260228-20260302,HOSP-001,DEPT-ADM,kpi_002,Sustained Decrease,2026-02-28,2026-03-02,3,17.647058823529413,0.0,-17.647058823529413,-100.0,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.899814
TMOV-kpi_002-HOSP-001-DEPT-ADM-20260306-20260308,HOSP-001,DEPT-ADM,kpi_002,Sustained Increase,2026-03-06,2026-03-08,3,4.3478260869565215,14.285714285714285,9.937888198757763,228.57142857142856,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.899819
TMOV-kpi_002-HOSP-001-DEPT-ADM-20260310-20260312,HOSP-001,DEPT-ADM,kpi_002,Sustained Increase,2026-03-10,2026-03-12,3,0.0,13.636363636363637,13.636363636363637,,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.899824
TMOV-kpi_002-HOSP-001-DEPT-ADM-20260314-20260316,HOSP-001,DEPT-ADM,kpi_002,Sustained Decrease,2026-03-14,2026-03-16,3,16.666666666666664,0.0,-16.666666666666664,-100.0,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.899828
