summary_record_id,hospital_id,department_id,reporting_date,kpi_count,calculated_kpi_count,green_count,amber_count,red_count,critical_capacity_pressure_count,low_utilisation_count,watch_condition_count,high_watch_count,critical_watch_count,provisional_watch_count,unavailable_count,max_observed_watch_severity,summary_status,engine_run_id,processed_at
SUM-45917CC29D00487F,HOSP-001,DEPT-ADM,2026-01-11,6,2,1,1,0,0,0,2,0,0,2,4,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-BB0D2B77BCC1458B,HOSP-001,DEPT-ADM,2026-01-12,6,3,3,0,0,0,0,3,0,0,3,3,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-A9730D78AEE945D7,HOSP-001,DEPT-ADM,2026-01-13,6,3,3,0,0,0,0,3,0,0,3,3,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-E264F6EFEBCE4352,HOSP-001,DEPT-ADM,2026-01-14,6,3,3,0,0,0,0,3,0,0,3,3,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-06A24FF066C54654,HOSP-001,DEPT-ADM,2026-01-15,6,3,3,0,0,0,0,3,0,0,3,3,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-91BBE683081E484D,HOSP-001,DEPT-ADM,2026-01-16,6,3,2,1,0,0,0,3,1,0,3,3,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-6CF4E562A11348D3,HOSP-001,DEPT-ADM,2026-01-17,6,3,3,0,0,0,0,3,0,0,3,3,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-38D5F254E52A4542,HOSP-001,DEPT-ADM,2026-01-18,6,2,2,0,0,0,0,1,0,0,1,4,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-04679B6259F04813,HOSP-001,DEPT-ADM,2026-01-19,6,2,2,0,0,0,0,1,0,0,1,4,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-909A62D688334DD7,HOSP-001,DEPT-ADM,2026-01-20,6,3,3,0,0,0,0,2,0,0,2,3,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-13EED546EE9540AE,HOSP-001,DEPT-ADM,2026-01-21,6,3,2,1,0,0,0,3,0,0,3,3,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-3863B3504B7D4950,HOSP-001,DEPT-ADM,2026-01-22,6,3,3,0,0,0,0,2,0,0,2,3,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-75B1F270D92E4ED8,HOSP-001,DEPT-ADM,2026-01-23,6,2,2,0,0,0,0,1,0,0,1,4,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-E36F92C833AF4025,HOSP-001,DEPT-ADM,2026-01-24,6,2,2,0,0,0,0,1,0,0,1,4,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-751D6FE8FA42449A,HOSP-001,DEPT-ADM,2026-01-25,6,3,3,0,0,0,0,2,0,0,2,3,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-EA5BE45DD38447F7,HOSP-001,DEPT-ADM,2026-01-26,6,3,3,0,0,0,0,1,0,0,1,3,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-BD98C3BCF12F4A3B,HOSP-001,DEPT-ADM,2026-01-27,6,3,3,0,0,0,0,1,0,0,1,3,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-1149AFF461E3464B,HOSP-001,DEPT-ADM,2026-01-28,6,2,1,1,0,0,0,2,0,0,2,4,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-8A0E222238BE4012,HOSP-001,DEPT-ADM,2026-01-29,6,3,3,0,0,0,0,2,0,0,2,3,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-0D1F4A597A4D4C12,HOSP-001,DEPT-ADM,2026-01-30,6,3,2,0,1,0,0,3,0,1,3,3,Critical,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-9083077CA03245C4,HOSP-001,DEPT-ADM,2026-01-31,6,3,3,0,0,0,0,3,0,0,3,3,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-C34F24D8FFD84336,HOSP-001,DEPT-ADM,2026-02-01,6,3,3,0,0,0,0,3,0,0,3,3,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-68072E96D58E4038,HOSP-001,DEPT-ADM,2026-02-02,6,3,1,1,1,0,0,3,1,0,3,3,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-C3DDDCC84706437A,HOSP-001,DEPT-ADM,2026-02-03,6,2,2,0,0,0,0,2,0,0,2,4,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-DEBFFF1BD6144EE6,HOSP-001,DEPT-ADM,2026-02-04,6,3,3,0,0,0,0,2,0,0,2,3,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-C9B59E386F5849C7,HOSP-001,DEPT-ADM,2026-02-05,6,3,3,0,0,0,0,2,0,0,2,3,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-B1B535DAE2114F52,HOSP-001,DEPT-ADM,2026-02-06,6,3,2,0,1,0,0,2,0,1,2,3,Critical,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-543BEE0A83274770,HOSP-001,DEPT-ADM,2026-02-07,6,3,3,0,0,0,0,2,0,0,2,3,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-398FBDFAA0E84D94,HOSP-001,DEPT-ADM,2026-02-08,6,3,3,0,0,0,0,2,0,0,2,3,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-91C1C337BA9F498A,HOSP-001,DEPT-ADM,2026-02-09,6,3,1,1,1,0,0,3,2,0,3,3,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-5B715E5D957E463A,HOSP-001,DEPT-ADM,2026-02-10,6,3,3,0,0,0,0,2,0,0,2,3,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-4DCDB0FF00E4411C,HOSP-001,DEPT-ADM,2026-02-11,6,3,3,0,0,0,0,3,0,0,3,3,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-9DD3566F20CD44DB,HOSP-001,DEPT-ADM,2026-02-12,6,3,3,0,0,0,0,3,0,0,3,3,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-50C562FA6CF8446D,HOSP-001,DEPT-ADM,2026-02-13,6,3,3,0,0,0,0,3,0,0,3,3,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-CCE2E23555C74771,HOSP-001,DEPT-ADM,2026-02-14,6,3,2,0,1,0,0,3,1,0,3,3,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-AD8D27BAED3B4358,HOSP-001,DEPT-ADM,2026-02-15,6,3,3,0,0,0,0,3,0,0,3,3,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-7C2789833FF04FB0,HOSP-001,DEPT-ADM,2026-02-16,6,3,3,0,0,0,0,3,0,0,3,3,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-8FE65B954F254746,HOSP-001,DEPT-ADM,2026-02-17,6,2,2,0,0,0,0,2,0,0,2,4,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-F840DAF5FF174BB0,HOSP-001,DEPT-ADM,2026-02-18,6,3,3,0,0,0,0,2,0,0,2,3,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-A1CB10E509244F47,HOSP-001,DEPT-ADM,2026-02-19,6,3,3,0,0,0,0,2,0,0,2,3,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-2DB44D02005E4466,HOSP-001,DEPT-ADM,2026-02-20,6,3,3,0,0,0,0,2,0,0,2,3,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-C248FE355F684799,HOSP-001,DEPT-ADM,2026-02-21,6,2,1,1,0,0,0,1,1,0,1,4,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-5EE695AE16A64121,HOSP-001,DEPT-ADM,2026-02-22,6,3,3,0,0,0,0,3,0,0,3,3,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-33FF4AA5139A4DEF,HOSP-001,DEPT-ADM,2026-02-23,6,3,3,0,0,0,0,2,0,0,2,3,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-D93072AACB13482A,HOSP-001,DEPT-ADM,2026-02-24,6,3,3,0,0,0,0,2,0,0,2,3,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-05E4E04E11424829,HOSP-001,DEPT-ADM,2026-02-25,6,3,3,0,0,0,0,2,0,0,2,3,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-E59B0B532B5A46D4,HOSP-001,DEPT-ADM,2026-02-26,6,2,2,0,0,0,0,2,0,0,2,4,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-6A21C357DA7E4C36,HOSP-001,DEPT-ADM,2026-02-27,6,3,3,0,0,0,0,2,0,0,2,3,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-161E28803DC94F1F,HOSP-001,DEPT-ADM,2026-02-28,6,3,1,2,0,0,0,3,0,0,3,3,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-7706469003F746D7,HOSP-001,DEPT-ADM,2026-03-01,6,3,3,0,0,0,0,2,0,0,2,3,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-682A9240C35F4FB8,HOSP-001,DEPT-ADM,2026-03-02,6,3,3,0,0,0,0,2,0,0,2,3,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-6F3670E9436D4DE0,HOSP-001,DEPT-ADM,2026-03-03,6,3,3,0,0,0,0,1,0,0,1,3,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-3122A8EC861944E5,HOSP-001,DEPT-ADM,2026-03-04,6,3,3,0,0,0,0,1,0,0,1,3,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-CA3E0E5196E24264,HOSP-001,DEPT-ADM,2026-03-05,6,3,3,0,0,0,0,3,0,0,3,3,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-6ADC58929D9948C2,HOSP-001,DEPT-ADM,2026-03-06,6,2,2,0,0,0,0,0,0,0,0,4,None,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-EE0189E2A9304A1D,HOSP-001,DEPT-ADM,2026-03-07,6,3,3,0,0,0,0,1,0,0,1,3,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-5B348EC003924227,HOSP-001,DEPT-ADM,2026-03-08,6,2,2,0,0,0,0,1,0,0,1,4,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-E0AB6BB13D904C54,HOSP-001,DEPT-ADM,2026-03-09,6,3,3,0,0,0,0,2,0,0,2,3,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-E6D84CE02FB54ED5,HOSP-001,DEPT-ADM,2026-03-10,6,3,3,0,0,0,0,1,0,0,1,3,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-3C2CC7F293FF40CB,HOSP-001,DEPT-ADM,2026-03-11,6,3,2,1,0,0,0,2,0,0,2,3,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-A1A7C53836AF4F87,HOSP-001,DEPT-ADM,2026-03-12,6,3,3,0,0,0,0,2,0,0,2,3,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-2A9E8497EF334BA3,HOSP-001,DEPT-ADM,2026-03-13,6,3,3,0,0,0,0,2,0,0,2,3,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-06C076C049A040A9,HOSP-001,DEPT-ADM,2026-03-14,6,3,2,1,0,0,0,3,0,0,3,3,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-F680D34794524BC5,HOSP-001,DEPT-ADM,2026-03-15,6,2,2,0,0,0,0,2,0,0,2,4,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-1B045FF8371C4F5F,HOSP-001,DEPT-ADM,2026-03-16,6,2,2,0,0,0,0,2,0,0,2,4,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-57F94B9E83F6486B,HOSP-001,DEPT-ADM,2026-03-17,6,3,3,0,0,0,0,2,0,0,2,3,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-47054E918EE2478D,HOSP-001,DEPT-ADM,2026-03-18,6,3,3,0,0,0,0,3,0,0,3,3,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-5D21D17AF5FF4320,HOSP-001,DEPT-ADM,2026-03-19,6,3,2,1,0,0,0,2,0,0,2,3,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-4118B8B11FEB44F5,HOSP-001,DEPT-ADM,2026-03-20,6,3,2,1,0,0,0,2,0,0,2,3,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-63B17773C3F94280,HOSP-001,DEPT-ADM,2026-03-21,6,3,3,0,0,0,0,2,0,0,2,3,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-7099DF4B66F540E3,HOSP-001,DEPT-ADM,2026-03-22,6,2,1,1,0,0,0,2,0,0,2,4,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-2F351587A096478C,HOSP-001,DEPT-ADM,2026-03-23,6,3,3,0,0,0,0,1,0,0,1,3,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-6AD9BE1D2CD24D19,HOSP-001,DEPT-ADM,2026-03-24,6,3,3,0,0,0,0,1,0,0,1,3,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-7F54B61C2F3E43B3,HOSP-001,DEPT-ADM,2026-03-25,6,3,2,0,1,0,0,2,1,0,2,3,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-04E1085EE4974D31,HOSP-001,DEPT-ADM,2026-03-26,6,2,2,0,0,0,0,0,0,0,0,4,None,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-070DEA518C964D27,HOSP-001,DEPT-ADM,2026-03-27,6,3,3,0,0,0,0,3,0,0,3,3,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-556D0A7FD9594E27,HOSP-001,DEPT-ADM,2026-03-28,6,3,1,2,0,0,0,3,1,0,3,3,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-614E565289014A12,HOSP-001,DEPT-ADM,2026-03-29,6,3,1,2,0,0,0,3,2,0,3,3,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-F480E39ABE704907,HOSP-001,DEPT-ADM,2026-03-30,6,3,2,0,1,0,0,3,1,0,3,3,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-E5DDD80788394E60,HOSP-001,DEPT-ADM,2026-03-31,6,2,2,0,0,0,0,2,0,0,2,4,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-CA2311B3F1E54BC8,HOSP-001,DEPT-ADM,2026-04-01,6,3,1,1,1,0,0,3,2,0,3,3,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-A2EF356FBBC24E88,HOSP-001,DEPT-ADM,2026-04-02,6,3,3,0,0,0,0,3,0,0,3,3,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-705A879AC72C4ADC,HOSP-001,DEPT-ADM,2026-04-03,6,2,0,1,1,0,0,2,1,1,2,4,Critical,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-9F35D448A8254CB8,HOSP-001,DEPT-ADM,2026-04-04,6,3,2,1,0,0,0,3,1,0,3,3,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-D7FD4C0C0A9F452B,HOSP-001,DEPT-ADM,2026-04-05,6,3,3,0,0,0,0,3,0,0,3,3,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-216813EE3036468D,HOSP-001,DEPT-ADM,2026-04-06,6,2,2,0,0,0,0,2,0,0,2,4,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-DF1BBF53697E487F,HOSP-001,DEPT-ADM,2026-04-07,6,2,1,0,1,0,0,2,1,0,2,4,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-584C6E7F8AD94CD4,HOSP-001,DEPT-ADM,2026-04-08,6,3,2,0,1,0,0,3,0,1,3,3,Critical,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-AED6DCC555584DC8,HOSP-001,DEPT-ADM,2026-04-09,6,3,2,0,1,0,0,3,1,0,3,3,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-97D94EDF4FAE4189,HOSP-001,DEPT-ADM,2026-04-10,6,3,1,2,0,0,0,3,2,0,3,3,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-848407E2CFA543C7,HOSP-001,DEPT-ADM,2026-04-11,6,3,2,1,0,0,0,3,1,0,3,3,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-AC54ACAF9A7F45DC,HOSP-001,DEPT-ADM,2026-04-12,6,3,2,1,0,0,0,3,1,0,3,3,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-5AF4040B341F4ED4,HOSP-001,DEPT-ADM,2026-04-13,6,3,2,0,1,0,0,3,0,1,3,3,Critical,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-A9E1B6E312A34968,HOSP-001,DEPT-ADM,2026-04-14,6,2,1,1,0,0,0,2,1,0,2,4,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-8B3759149CA4484F,HOSP-001,DEPT-ADM,2026-04-15,6,3,3,0,0,0,0,3,0,0,3,3,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-15C22B681B7045FE,HOSP-001,DEPT-ADM,2026-04-16,6,3,3,0,0,0,0,3,0,0,3,3,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-D5F14ABACE904A33,HOSP-001,DEPT-ADM,2026-04-17,6,3,3,0,0,0,0,3,0,0,3,3,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-84B45F8C7D1F466C,HOSP-001,DEPT-ADM,2026-04-18,6,3,3,0,0,0,0,3,0,0,3,3,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-CC28DFAF1967448D,HOSP-001,DEPT-ADM,2026-04-19,6,3,3,0,0,0,0,3,0,0,3,3,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-9009F9A1EBC64C99,HOSP-001,DEPT-ADM,2026-04-20,6,3,1,0,2,0,0,3,2,0,3,3,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-B0B47FC490CD4E74,HOSP-001,DEPT-ADM,2026-04-21,6,3,3,0,0,0,0,3,0,0,3,3,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-CE314F0B6E494F29,HOSP-001,DEPT-ADM,2026-04-22,6,3,3,0,0,0,0,3,0,0,3,3,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-7548CFBACF504B35,HOSP-001,DEPT-ADM,2026-04-23,6,3,3,0,0,0,0,3,0,0,3,3,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-4B22F20FBAAF412B,HOSP-001,DEPT-ADM,2026-04-24,6,3,2,1,0,0,0,1,1,0,1,3,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-0274BCA5F706474B,HOSP-001,DEPT-ADM,2026-04-25,6,3,3,0,0,0,0,1,0,0,1,3,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-83C94C47D52A42D2,HOSP-001,DEPT-ADM,2026-04-26,6,3,3,0,0,0,0,1,0,0,1,3,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-BA93E2FC567A44E3,HOSP-001,DEPT-ADM,2026-04-27,6,2,2,0,0,0,0,0,0,0,0,4,None,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-0C9E7570F62C415E,HOSP-001,DEPT-ADM,2026-04-28,6,3,3,0,0,0,0,2,0,0,2,3,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-BE4B76D6A4E04ED6,HOSP-001,DEPT-ADM,2026-04-29,6,3,3,0,0,0,0,1,0,0,1,3,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-E445288FAF5148C9,HOSP-001,DEPT-ADM,2026-04-30,6,3,3,0,0,0,0,3,0,0,3,3,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-E5D9685922A74BFB,HOSP-001,DEPT-ADM,2026-05-01,6,3,3,0,0,0,0,1,0,0,1,3,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-76594EB3107840D7,HOSP-001,DEPT-ADM,2026-05-02,6,3,3,0,0,0,0,2,0,0,2,3,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-589677C781134781,HOSP-001,DEPT-ADM,2026-05-03,6,3,3,0,0,0,0,1,0,0,1,3,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-56C41C2D710E4AA0,HOSP-001,DEPT-ADM,2026-05-04,6,3,3,0,0,0,0,1,0,0,1,3,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-4587C0D8575D4B58,HOSP-001,DEPT-ADM,2026-05-05,6,3,3,0,0,0,0,2,0,0,2,3,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-3B9ED16E11D14415,HOSP-001,DEPT-ADM,2026-05-06,6,3,0,1,2,0,0,3,2,0,3,3,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-9B7321C6381F4FCB,HOSP-001,DEPT-ADM,2026-05-07,6,3,3,0,0,0,0,2,0,0,2,3,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-63BCCFF8ED5E4D44,HOSP-001,DEPT-ADM,2026-05-08,6,3,3,0,0,0,0,2,0,0,2,3,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-FE744ED529F347CF,HOSP-001,DEPT-ADM,2026-05-09,6,3,2,0,1,0,0,1,1,0,1,3,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
