hospital_id,department_id,reporting_date,contains_provisional_kpi,provisional_risk_flag,dominant_driver_is_provisional,provisional_risk_contribution,provisional_contribution_materiality,provisional_kpi_count,provisional_driver_list,governance_warning,engine_run_id,processed_at
HOSP-001,DEPT-PEX,2026-01-04,True,False,False,0.0,None,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ICU,2026-01-05,True,True,True,28.2717,Dominant,2,kpi_003; kpi_005,Department contains provisional threshold KPIs; Provisional KPI is dominant risk driver,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-MED,2026-01-05,True,True,True,31.5978,Dominant,2,kpi_003; kpi_005,Department contains provisional threshold KPIs; Provisional KPI is dominant risk driver,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-SURG,2026-01-05,True,True,True,28.2717,Dominant,2,kpi_003; kpi_005,Department contains provisional threshold KPIs; Provisional KPI is dominant risk driver,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-DIAG,2026-01-05,True,False,False,0.0,None,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-PEX,2026-01-05,True,False,False,0.0,None,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ADM,2026-01-05,True,False,False,0.0,None,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ED,2026-01-05,True,False,False,0.0,None,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-OPC,2026-01-05,True,False,False,0.0,None,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ICU,2026-01-06,True,True,False,40.8913,Material,2,kpi_003; kpi_005,Department contains provisional threshold KPIs; Provisional KPI materially affects department risk,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ED,2026-01-06,True,False,False,1.8587,Minor,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-MED,2026-01-06,True,True,True,44.6087,Dominant,2,kpi_003; kpi_005,Department contains provisional threshold KPIs; Provisional KPI is dominant risk driver,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-SURG,2026-01-06,True,False,False,7.4348,Minor,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-DIAG,2026-01-06,True,False,False,0.0,None,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-OPC,2026-01-06,True,False,False,1.8587,Minor,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-PEX,2026-01-06,True,False,False,0.0,None,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ADM,2026-01-06,True,False,False,0.0,None,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ED,2026-01-07,True,False,False,0.0,None,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-OPC,2026-01-07,True,False,False,1.8587,Minor,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-DIAG,2026-01-07,True,True,True,55.7609,Dominant,2,kpi_003; kpi_005,Department contains provisional threshold KPIs; Provisional KPI is dominant risk driver,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ADM,2026-01-07,True,False,False,0.0,None,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ICU,2026-01-07,True,True,True,39.0326,Dominant,2,kpi_003; kpi_005,Department contains provisional threshold KPIs; Provisional KPI is dominant risk driver,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-MED,2026-01-07,True,True,True,44.6087,Dominant,2,kpi_003; kpi_005,Department contains provisional threshold KPIs; Provisional KPI is dominant risk driver,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-SURG,2026-01-07,True,True,True,42.75,Dominant,2,kpi_003; kpi_005,Department contains provisional threshold KPIs; Provisional KPI is dominant risk driver,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-PEX,2026-01-07,True,False,False,0.0,None,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-DIAG,2026-01-08,True,True,False,52.0435,Material,2,kpi_003; kpi_005,Department contains provisional threshold KPIs; Provisional KPI materially affects department risk,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ED,2026-01-08,True,False,False,1.8587,Minor,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ADM,2026-01-08,True,False,False,0.0,None,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ICU,2026-01-08,True,True,True,42.75,Dominant,2,kpi_003; kpi_005,Department contains provisional threshold KPIs; Provisional KPI is dominant risk driver,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-SURG,2026-01-08,True,True,True,44.6087,Dominant,2,kpi_003; kpi_005,Department contains provisional threshold KPIs; Provisional KPI is dominant risk driver,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-OPC,2026-01-08,True,False,False,5.5761,Minor,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-MED,2026-01-08,True,False,False,14.8696,Minor,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-PEX,2026-01-08,True,False,False,0.0,None,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ICU,2026-01-09,True,True,False,42.75,Material,2,kpi_003; kpi_005,Department contains provisional threshold KPIs; Provisional KPI materially affects department risk,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-DIAG,2026-01-09,True,True,True,52.0435,Dominant,2,kpi_003; kpi_005,Department contains provisional threshold KPIs; Provisional KPI is dominant risk driver,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-PEX,2026-01-09,True,False,False,0.0,None,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-MED,2026-01-09,True,True,True,39.0326,Dominant,2,kpi_003; kpi_005,Department contains provisional threshold KPIs; Provisional KPI is dominant risk driver,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ADM,2026-01-09,True,False,False,0.0,None,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-OPC,2026-01-09,True,False,False,1.8587,Minor,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ED,2026-01-09,True,False,False,1.8587,Minor,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-SURG,2026-01-09,True,False,False,14.8696,Minor,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ICU,2026-01-10,True,True,True,42.75,Dominant,2,kpi_003; kpi_005,Department contains provisional threshold KPIs; Provisional KPI is dominant risk driver,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-SURG,2026-01-10,True,True,True,39.0326,Dominant,2,kpi_003; kpi_005,Department contains provisional threshold KPIs; Provisional KPI is dominant risk driver,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-PEX,2026-01-10,True,False,False,0.0,None,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ED,2026-01-10,True,False,False,1.8587,Minor,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-OPC,2026-01-10,True,False,False,5.5761,Minor,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-DIAG,2026-01-10,True,False,False,13.0109,Minor,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ADM,2026-01-10,True,False,False,0.0,None,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-MED,2026-01-10,True,False,False,11.1522,Minor,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-PEX,2026-01-11,True,False,False,0.0,None,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ADM,2026-01-11,True,False,False,0.0,None,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ICU,2026-01-11,True,True,True,42.75,Dominant,2,kpi_003; kpi_005,Department contains provisional threshold KPIs; Provisional KPI is dominant risk driver,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-DIAG,2026-01-11,True,False,False,13.0109,Minor,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ED,2026-01-11,True,False,False,0.0,None,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-OPC,2026-01-11,True,False,False,13.0109,Minor,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-MED,2026-01-11,True,False,False,14.8696,Minor,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-SURG,2026-01-11,True,True,True,7.4348,Dominant,2,kpi_003; kpi_005,Department contains provisional threshold KPIs; Provisional KPI is dominant risk driver,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ICU,2026-01-12,True,True,True,44.6087,Dominant,2,kpi_003; kpi_005,Department contains provisional threshold KPIs; Provisional KPI is dominant risk driver,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-DIAG,2026-01-12,True,True,True,52.0435,Dominant,2,kpi_003; kpi_005,Department contains provisional threshold KPIs; Provisional KPI is dominant risk driver,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-MED,2026-01-12,True,True,True,42.75,Dominant,2,kpi_003; kpi_005,Department contains provisional threshold KPIs; Provisional KPI is dominant risk driver,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-SURG,2026-01-12,True,True,True,39.0326,Dominant,2,kpi_003; kpi_005,Department contains provisional threshold KPIs; Provisional KPI is dominant risk driver,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ADM,2026-01-12,True,False,False,0.0,None,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ED,2026-01-12,True,False,False,5.5761,Minor,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-OPC,2026-01-12,True,False,False,1.8587,Minor,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-PEX,2026-01-12,True,False,False,0.0,None,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ICU,2026-01-13,True,False,False,14.8696,Minor,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-DIAG,2026-01-13,True,False,False,13.0109,Minor,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ED,2026-01-13,True,False,False,5.5761,Minor,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-MED,2026-01-13,True,False,False,11.1522,Minor,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-PEX,2026-01-13,True,False,False,0.0,None,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ADM,2026-01-13,True,False,False,0.0,None,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-OPC,2026-01-13,True,False,False,1.8587,Minor,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-SURG,2026-01-13,True,True,True,14.8696,Dominant,2,kpi_003; kpi_005,Department contains provisional threshold KPIs; Provisional KPI is dominant risk driver,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ICU,2026-01-14,True,True,False,39.0326,Material,2,kpi_003; kpi_005,Department contains provisional threshold KPIs; Provisional KPI materially affects department risk,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-SURG,2026-01-14,True,True,False,42.75,Material,2,kpi_003; kpi_005,Department contains provisional threshold KPIs; Provisional KPI materially affects department risk,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-MED,2026-01-14,True,False,False,14.8696,Minor,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-DIAG,2026-01-14,True,False,False,13.0109,Minor,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ADM,2026-01-14,True,False,False,0.0,None,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ED,2026-01-14,True,False,False,9.2935,Minor,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-PEX,2026-01-14,True,False,False,0.0,None,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-OPC,2026-01-14,True,False,False,1.8587,Minor,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-PEX,2026-01-15,True,False,False,0.0,None,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ICU,2026-01-15,True,True,True,44.6087,Dominant,2,kpi_003; kpi_005,Department contains provisional threshold KPIs; Provisional KPI is dominant risk driver,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-MED,2026-01-15,True,True,True,42.75,Dominant,2,kpi_003; kpi_005,Department contains provisional threshold KPIs; Provisional KPI is dominant risk driver,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-SURG,2026-01-15,True,True,True,42.75,Dominant,2,kpi_003; kpi_005,Department contains provisional threshold KPIs; Provisional KPI is dominant risk driver,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ED,2026-01-15,True,False,False,13.0109,Minor,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-OPC,2026-01-15,True,False,False,5.5761,Minor,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-DIAG,2026-01-15,True,False,False,13.0109,Minor,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ADM,2026-01-15,True,False,False,0.0,None,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-MED,2026-01-16,True,True,False,40.8913,Material,2,kpi_003; kpi_005,Department contains provisional threshold KPIs; Provisional KPI materially affects department risk,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-DIAG,2026-01-16,True,True,True,57.6196,Dominant,2,kpi_003; kpi_005,Department contains provisional threshold KPIs; Provisional KPI is dominant risk driver,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ADM,2026-01-16,True,False,False,0.0,None,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ICU,2026-01-16,True,True,True,42.75,Dominant,2,kpi_003; kpi_005,Department contains provisional threshold KPIs; Provisional KPI is dominant risk driver,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-SURG,2026-01-16,True,True,True,42.75,Dominant,2,kpi_003; kpi_005,Department contains provisional threshold KPIs; Provisional KPI is dominant risk driver,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-PEX,2026-01-16,True,False,False,0.0,None,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ED,2026-01-16,True,False,False,13.0109,Minor,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-OPC,2026-01-16,True,False,False,13.0109,Minor,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ICU,2026-01-17,True,True,True,42.75,Dominant,2,kpi_003; kpi_005,Department contains provisional threshold KPIs; Provisional KPI is dominant risk driver,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-MED,2026-01-17,True,True,True,44.6087,Dominant,2,kpi_003; kpi_005,Department contains provisional threshold KPIs; Provisional KPI is dominant risk driver,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-PEX,2026-01-17,True,False,False,0.0,None,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ADM,2026-01-17,True,False,False,0.0,None,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-OPC,2026-01-17,True,False,False,1.8587,Minor,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
HOSP-001,DEPT-ED,2026-01-17,True,False,False,1.8587,Minor,2,kpi_003; kpi_005,Department contains provisional threshold KPIs,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
