lineage_id,analytical_record_id,kpi_id,source_dataset,source_record_id,transformation_name,calculation_run_id,created_at
LIN-4A0023AB,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260121,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260121,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.602786
LIN-44025AB2,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260122,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260122,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.603775
LIN-E5A4DBEF,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260123,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260123,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.606194
LIN-19A98ABB,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260124,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260124,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.607999
LIN-2C44257B,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260125,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260125,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.609214
LIN-E328D990,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260126,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260126,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.610334
LIN-252253D6,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260127,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260127,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.611312
LIN-111D032F,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260128,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260128,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.612335
LIN-6D348058,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260129,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260129,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.613287
LIN-C710608A,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260130,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260130,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.614269
LIN-16C4D6DE,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260131,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260131,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.615189
LIN-146298AD,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260201,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260201,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.616237
LIN-B78651BF,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260202,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260202,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.617253
LIN-B1B45F7B,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260203,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260203,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.618240
LIN-86184D5D,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260204,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260204,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.619182
LIN-BF511EB3,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260205,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260205,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.620670
LIN-957A5D38,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260206,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260206,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.623323
LIN-F5ABB5C3,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260207,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260207,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.626471
LIN-5EFDAC9F,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260208,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260208,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.629687
LIN-C0BC69DA,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260209,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260209,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.632753
LIN-0C295D66,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260210,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260210,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.634669
LIN-DE7F69B6,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260211,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260211,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.635947
LIN-1E6B1C91,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260212,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260212,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.637464
LIN-77910E66,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260213,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260213,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.638783
LIN-54625CF5,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260214,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260214,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.639978
LIN-3423F765,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260215,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260215,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.641114
LIN-DAB1CD7E,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260216,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260216,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.642120
LIN-1F910963,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260217,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260217,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.643090
LIN-01B0A352,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260218,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260218,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.644085
LIN-55178F22,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260219,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260219,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.645018
LIN-EE1925DB,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260220,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260220,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.646051
LIN-CC783C5E,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260221,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260221,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.647012
LIN-31A53470,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260222,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260222,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.647963
LIN-B2FB5AE7,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260223,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260223,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.649441
LIN-A50A9615,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260224,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260224,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.650629
LIN-B25A24F4,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260225,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260225,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.651778
LIN-8BAAB4F1,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260226,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260226,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.652809
LIN-9BF27417,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260227,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260227,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.655315
LIN-EE3B8C70,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260228,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260228,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.656638
LIN-0A4F4BC6,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260301,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260301,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.657969
LIN-6F02FDB3,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260302,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260302,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.659049
LIN-3C24B13B,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260303,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260303,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.659994
LIN-56AA649C,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260304,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260304,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.660997
LIN-13DABFE8,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260305,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260305,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.661930
LIN-14EE8077,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260306,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260306,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.662908
LIN-8485D12A,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260307,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260307,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.663829
LIN-0F25FF6F,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260308,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260308,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.664773
LIN-32498CB6,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260309,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260309,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.665833
LIN-3D9FEC2E,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260310,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260310,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.666824
LIN-C97EA402,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260311,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260311,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.667753
LIN-4B9D8DFB,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260312,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260312,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.668696
LIN-5E06E15E,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260313,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260313,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.670542
LIN-B011DBBF,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260314,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260314,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.672431
LIN-650592AC,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260315,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260315,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.673900
LIN-AAF4C06F,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260316,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260316,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.675566
LIN-ACD7DD1F,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260317,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260317,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.676612
LIN-51DA534A,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260318,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260318,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.677596
LIN-AC8D8A97,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260319,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260319,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.678558
LIN-760E5702,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260320,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260320,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.679515
LIN-0A767E19,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260321,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260321,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.680454
LIN-F506F169,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260322,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260322,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.681598
LIN-BA88E012,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260323,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260323,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.683085
LIN-356EDF56,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260324,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260324,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.684120
LIN-8994B6A6,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260325,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260325,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.685052
LIN-BA92A44A,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260326,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260326,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.686038
LIN-4547463D,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260327,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260327,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.688390
LIN-DF4925CB,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260328,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260328,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.690624
LIN-F54120E3,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260329,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260329,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.693951
LIN-2C823805,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260330,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260330,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.696487
LIN-67237E75,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260331,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260331,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.698689
LIN-DA2F6F53,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260401,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260401,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.702948
LIN-F8C63137,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260402,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260402,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.711153
LIN-4F995D29,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260403,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260403,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.714040
LIN-38D9716A,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260404,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260404,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.716448
LIN-94921615,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260405,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260405,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.718964
LIN-0B0C4065,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260406,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260406,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.721600
LIN-72C60BC1,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260407,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260407,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.723717
LIN-4D6D860A,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260408,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260408,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.726202
LIN-2E88BA28,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260409,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260409,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.727569
LIN-FC680621,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260410,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260410,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.728656
LIN-81B45286,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260411,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260411,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.729661
LIN-80C0104A,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260412,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260412,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.730806
LIN-416FA326,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260413,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260413,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.733023
LIN-03245E41,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260414,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260414,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.734060
LIN-C79EC883,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260415,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260415,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.735089
LIN-389BE051,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260416,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260416,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.736046
LIN-A8F4A433,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260417,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260417,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.737877
LIN-04347628,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260418,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260418,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.739573
LIN-E11B6265,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260419,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260419,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.741267
LIN-449934AE,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260420,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260420,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.742751
LIN-FD93308D,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260421,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260421,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.744139
LIN-616556E5,AKPI-kpi_003-HOSP-001-DEPT-ADM-20260422,kpi_003,processed_operational_daily,OPD-HOSP-001-DEPT-ADM-20260422,calculate_kpi_003,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.745479
