lineage_id,analytical_record_id,kpi_id,source_dataset,source_record_id,transformation_name,calculation_run_id,created_at
LIN-AKPI-kpi_006-HOSP-001-DEPT-ADM-20260103-001,AKPI-kpi_006-HOSP-001-DEPT-ADM-20260103,kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ADM-20260103,calculate_kpi_006,PEX-KPI-DCF120177644,2026-07-27T14:43:24.897796
LIN-AKPI-kpi_006-HOSP-001-DEPT-ADM-20260103-002,AKPI-kpi_006-HOSP-001-DEPT-ADM-20260103,kpi_006,processed_patient_surveys.csv,,validate_survey_eligibility,PEX-KPI-DCF120177644,2026-07-27T14:43:24.897799
LIN-AKPI-kpi_005-HOSP-001-DEPT-ADM-20260104-001,AKPI-kpi_005-HOSP-001-DEPT-ADM-20260104,kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ADM-20260104,calculate_kpi_005,PEX-KPI-DCF120177644,2026-07-27T14:43:24.899469
LIN-AKPI-kpi_005-HOSP-001-DEPT-ADM-20260104-002,AKPI-kpi_005-HOSP-001-DEPT-ADM-20260104,kpi_005,processed_patient_complaints.csv,,validate_complaint_eligibility,PEX-KPI-DCF120177644,2026-07-27T14:43:24.899472
LIN-AKPI-kpi_006-HOSP-001-DEPT-ADM-20260104-001,AKPI-kpi_006-HOSP-001-DEPT-ADM-20260104,kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ADM-20260104,calculate_kpi_006,PEX-KPI-DCF120177644,2026-07-27T14:43:24.902661
LIN-AKPI-kpi_006-HOSP-001-DEPT-ADM-20260104-002,AKPI-kpi_006-HOSP-001-DEPT-ADM-20260104,kpi_006,processed_patient_surveys.csv,,validate_survey_eligibility,PEX-KPI-DCF120177644,2026-07-27T14:43:24.902664
LIN-AKPI-kpi_005-HOSP-001-DEPT-ADM-20260105-001,AKPI-kpi_005-HOSP-001-DEPT-ADM-20260105,kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ADM-20260105,calculate_kpi_005,PEX-KPI-DCF120177644,2026-07-27T14:43:24.904327
LIN-AKPI-kpi_005-HOSP-001-DEPT-ADM-20260105-002,AKPI-kpi_005-HOSP-001-DEPT-ADM-20260105,kpi_005,processed_patient_complaints.csv,,validate_complaint_eligibility,PEX-KPI-DCF120177644,2026-07-27T14:43:24.904330
LIN-AKPI-kpi_006-HOSP-001-DEPT-ADM-20260105-001,AKPI-kpi_006-HOSP-001-DEPT-ADM-20260105,kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ADM-20260105,calculate_kpi_006,PEX-KPI-DCF120177644,2026-07-27T14:43:24.909340
LIN-AKPI-kpi_006-HOSP-001-DEPT-ADM-20260105-002,AKPI-kpi_006-HOSP-001-DEPT-ADM-20260105,kpi_006,processed_patient_surveys.csv,,validate_survey_eligibility,PEX-KPI-DCF120177644,2026-07-27T14:43:24.909345
LIN-AKPI-kpi_005-HOSP-001-DEPT-ADM-20260106-001,AKPI-kpi_005-HOSP-001-DEPT-ADM-20260106,kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ADM-20260106,calculate_kpi_005,PEX-KPI-DCF120177644,2026-07-27T14:43:24.911192
LIN-AKPI-kpi_005-HOSP-001-DEPT-ADM-20260106-002,AKPI-kpi_005-HOSP-001-DEPT-ADM-20260106,kpi_005,processed_patient_complaints.csv,,validate_complaint_eligibility,PEX-KPI-DCF120177644,2026-07-27T14:43:24.911195
LIN-AKPI-kpi_006-HOSP-001-DEPT-ADM-20260106-001,AKPI-kpi_006-HOSP-001-DEPT-ADM-20260106,kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ADM-20260106,calculate_kpi_006,PEX-KPI-DCF120177644,2026-07-27T14:43:24.914599
LIN-AKPI-kpi_006-HOSP-001-DEPT-ADM-20260106-002,AKPI-kpi_006-HOSP-001-DEPT-ADM-20260106,kpi_006,processed_patient_surveys.csv,,validate_survey_eligibility,PEX-KPI-DCF120177644,2026-07-27T14:43:24.914603
LIN-AKPI-kpi_005-HOSP-001-DEPT-ADM-20260107-001,AKPI-kpi_005-HOSP-001-DEPT-ADM-20260107,kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ADM-20260107,calculate_kpi_005,PEX-KPI-DCF120177644,2026-07-27T14:43:24.916446
LIN-AKPI-kpi_005-HOSP-001-DEPT-ADM-20260107-002,AKPI-kpi_005-HOSP-001-DEPT-ADM-20260107,kpi_005,processed_patient_complaints.csv,,validate_complaint_eligibility,PEX-KPI-DCF120177644,2026-07-27T14:43:24.916450
LIN-AKPI-kpi_006-HOSP-001-DEPT-ADM-20260107-001,AKPI-kpi_006-HOSP-001-DEPT-ADM-20260107,kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ADM-20260107,calculate_kpi_006,PEX-KPI-DCF120177644,2026-07-27T14:43:24.918395
LIN-AKPI-kpi_006-HOSP-001-DEPT-ADM-20260107-002,AKPI-kpi_006-HOSP-001-DEPT-ADM-20260107,kpi_006,processed_patient_surveys.csv,,validate_survey_eligibility,PEX-KPI-DCF120177644,2026-07-27T14:43:24.918399
LIN-AKPI-kpi_005-HOSP-001-DEPT-ADM-20260108-001,AKPI-kpi_005-HOSP-001-DEPT-ADM-20260108,kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ADM-20260108,calculate_kpi_005,PEX-KPI-DCF120177644,2026-07-27T14:43:24.920242
LIN-AKPI-kpi_005-HOSP-001-DEPT-ADM-20260108-002,AKPI-kpi_005-HOSP-001-DEPT-ADM-20260108,kpi_005,processed_patient_complaints.csv,,validate_complaint_eligibility,PEX-KPI-DCF120177644,2026-07-27T14:43:24.920246
LIN-AKPI-kpi_006-HOSP-001-DEPT-ADM-20260108-001,AKPI-kpi_006-HOSP-001-DEPT-ADM-20260108,kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ADM-20260108,calculate_kpi_006,PEX-KPI-DCF120177644,2026-07-27T14:43:24.925518
LIN-AKPI-kpi_006-HOSP-001-DEPT-ADM-20260108-002,AKPI-kpi_006-HOSP-001-DEPT-ADM-20260108,kpi_006,processed_patient_surveys.csv,,validate_survey_eligibility,PEX-KPI-DCF120177644,2026-07-27T14:43:24.925523
LIN-AKPI-kpi_005-HOSP-001-DEPT-ADM-20260109-001,AKPI-kpi_005-HOSP-001-DEPT-ADM-20260109,kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ADM-20260109,calculate_kpi_005,PEX-KPI-DCF120177644,2026-07-27T14:43:24.927524
LIN-AKPI-kpi_005-HOSP-001-DEPT-ADM-20260109-002,AKPI-kpi_005-HOSP-001-DEPT-ADM-20260109,kpi_005,processed_patient_complaints.csv,,validate_complaint_eligibility,PEX-KPI-DCF120177644,2026-07-27T14:43:24.927527
LIN-AKPI-kpi_006-HOSP-001-DEPT-ADM-20260109-001,AKPI-kpi_006-HOSP-001-DEPT-ADM-20260109,kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ADM-20260109,calculate_kpi_006,PEX-KPI-DCF120177644,2026-07-27T14:43:24.931088
LIN-AKPI-kpi_006-HOSP-001-DEPT-ADM-20260109-002,AKPI-kpi_006-HOSP-001-DEPT-ADM-20260109,kpi_006,processed_patient_surveys.csv,,validate_survey_eligibility,PEX-KPI-DCF120177644,2026-07-27T14:43:24.931092
LIN-AKPI-kpi_005-HOSP-001-DEPT-ADM-20260110-001,AKPI-kpi_005-HOSP-001-DEPT-ADM-20260110,kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ADM-20260110,calculate_kpi_005,PEX-KPI-DCF120177644,2026-07-27T14:43:24.932951
LIN-AKPI-kpi_005-HOSP-001-DEPT-ADM-20260110-002,AKPI-kpi_005-HOSP-001-DEPT-ADM-20260110,kpi_005,processed_patient_complaints.csv,,validate_complaint_eligibility,PEX-KPI-DCF120177644,2026-07-27T14:43:24.932955
LIN-AKPI-kpi_006-HOSP-001-DEPT-ADM-20260110-001,AKPI-kpi_006-HOSP-001-DEPT-ADM-20260110,kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ADM-20260110,calculate_kpi_006,PEX-KPI-DCF120177644,2026-07-27T14:43:24.936500
LIN-AKPI-kpi_006-HOSP-001-DEPT-ADM-20260110-002,AKPI-kpi_006-HOSP-001-DEPT-ADM-20260110,kpi_006,processed_patient_surveys.csv,,validate_survey_eligibility,PEX-KPI-DCF120177644,2026-07-27T14:43:24.936504
LIN-AKPI-kpi_005-HOSP-001-DEPT-ADM-20260111-001,AKPI-kpi_005-HOSP-001-DEPT-ADM-20260111,kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ADM-20260111,calculate_kpi_005,PEX-KPI-DCF120177644,2026-07-27T14:43:24.939522
LIN-AKPI-kpi_005-HOSP-001-DEPT-ADM-20260111-002,AKPI-kpi_005-HOSP-001-DEPT-ADM-20260111,kpi_005,processed_patient_complaints.csv,,validate_complaint_eligibility,PEX-KPI-DCF120177644,2026-07-27T14:43:24.939538
LIN-AKPI-kpi_006-HOSP-001-DEPT-ADM-20260111-001,AKPI-kpi_006-HOSP-001-DEPT-ADM-20260111,kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ADM-20260111,calculate_kpi_006,PEX-KPI-DCF120177644,2026-07-27T14:43:24.943742
LIN-AKPI-kpi_006-HOSP-001-DEPT-ADM-20260111-002,AKPI-kpi_006-HOSP-001-DEPT-ADM-20260111,kpi_006,processed_patient_surveys.csv,,validate_survey_eligibility,PEX-KPI-DCF120177644,2026-07-27T14:43:24.943747
LIN-AKPI-kpi_005-HOSP-001-DEPT-ADM-20260112-001,AKPI-kpi_005-HOSP-001-DEPT-ADM-20260112,kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ADM-20260112,calculate_kpi_005,PEX-KPI-DCF120177644,2026-07-27T14:43:24.945708
LIN-AKPI-kpi_005-HOSP-001-DEPT-ADM-20260112-002,AKPI-kpi_005-HOSP-001-DEPT-ADM-20260112,kpi_005,processed_patient_complaints.csv,,validate_complaint_eligibility,PEX-KPI-DCF120177644,2026-07-27T14:43:24.945711
LIN-AKPI-kpi_006-HOSP-001-DEPT-ADM-20260112-001,AKPI-kpi_006-HOSP-001-DEPT-ADM-20260112,kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ADM-20260112,calculate_kpi_006,PEX-KPI-DCF120177644,2026-07-27T14:43:24.949291
LIN-AKPI-kpi_006-HOSP-001-DEPT-ADM-20260112-002,AKPI-kpi_006-HOSP-001-DEPT-ADM-20260112,kpi_006,processed_patient_surveys.csv,,validate_survey_eligibility,PEX-KPI-DCF120177644,2026-07-27T14:43:24.949295
LIN-AKPI-kpi_005-HOSP-001-DEPT-ADM-20260113-001,AKPI-kpi_005-HOSP-001-DEPT-ADM-20260113,kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ADM-20260113,calculate_kpi_005,PEX-KPI-DCF120177644,2026-07-27T14:43:24.951108
LIN-AKPI-kpi_005-HOSP-001-DEPT-ADM-20260113-002,AKPI-kpi_005-HOSP-001-DEPT-ADM-20260113,kpi_005,processed_patient_complaints.csv,,validate_complaint_eligibility,PEX-KPI-DCF120177644,2026-07-27T14:43:24.951111
LIN-AKPI-kpi_006-HOSP-001-DEPT-ADM-20260113-001,AKPI-kpi_006-HOSP-001-DEPT-ADM-20260113,kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ADM-20260113,calculate_kpi_006,PEX-KPI-DCF120177644,2026-07-27T14:43:24.954992
LIN-AKPI-kpi_006-HOSP-001-DEPT-ADM-20260113-002,AKPI-kpi_006-HOSP-001-DEPT-ADM-20260113,kpi_006,processed_patient_surveys.csv,,validate_survey_eligibility,PEX-KPI-DCF120177644,2026-07-27T14:43:24.955000
LIN-AKPI-kpi_005-HOSP-001-DEPT-ADM-20260114-001,AKPI-kpi_005-HOSP-001-DEPT-ADM-20260114,kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ADM-20260114,calculate_kpi_005,PEX-KPI-DCF120177644,2026-07-27T14:43:24.960675
LIN-AKPI-kpi_005-HOSP-001-DEPT-ADM-20260114-002,AKPI-kpi_005-HOSP-001-DEPT-ADM-20260114,kpi_005,processed_patient_complaints.csv,,validate_complaint_eligibility,PEX-KPI-DCF120177644,2026-07-27T14:43:24.960680
LIN-AKPI-kpi_006-HOSP-001-DEPT-ADM-20260114-001,AKPI-kpi_006-HOSP-001-DEPT-ADM-20260114,kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ADM-20260114,calculate_kpi_006,PEX-KPI-DCF120177644,2026-07-27T14:43:24.964696
LIN-AKPI-kpi_006-HOSP-001-DEPT-ADM-20260114-002,AKPI-kpi_006-HOSP-001-DEPT-ADM-20260114,kpi_006,processed_patient_surveys.csv,,validate_survey_eligibility,PEX-KPI-DCF120177644,2026-07-27T14:43:24.964701
LIN-AKPI-kpi_005-HOSP-001-DEPT-ADM-20260115-001,AKPI-kpi_005-HOSP-001-DEPT-ADM-20260115,kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ADM-20260115,calculate_kpi_005,PEX-KPI-DCF120177644,2026-07-27T14:43:24.966554
LIN-AKPI-kpi_005-HOSP-001-DEPT-ADM-20260115-002,AKPI-kpi_005-HOSP-001-DEPT-ADM-20260115,kpi_005,processed_patient_complaints.csv,,validate_complaint_eligibility,PEX-KPI-DCF120177644,2026-07-27T14:43:24.966558
LIN-AKPI-kpi_006-HOSP-001-DEPT-ADM-20260115-001,AKPI-kpi_006-HOSP-001-DEPT-ADM-20260115,kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ADM-20260115,calculate_kpi_006,PEX-KPI-DCF120177644,2026-07-27T14:43:24.970091
LIN-AKPI-kpi_006-HOSP-001-DEPT-ADM-20260115-002,AKPI-kpi_006-HOSP-001-DEPT-ADM-20260115,kpi_006,processed_patient_surveys.csv,,validate_survey_eligibility,PEX-KPI-DCF120177644,2026-07-27T14:43:24.970095
LIN-AKPI-kpi_005-HOSP-001-DEPT-ADM-20260116-001,AKPI-kpi_005-HOSP-001-DEPT-ADM-20260116,kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ADM-20260116,calculate_kpi_005,PEX-KPI-DCF120177644,2026-07-27T14:43:24.974548
LIN-AKPI-kpi_005-HOSP-001-DEPT-ADM-20260116-002,AKPI-kpi_005-HOSP-001-DEPT-ADM-20260116,kpi_005,processed_patient_complaints.csv,,validate_complaint_eligibility,PEX-KPI-DCF120177644,2026-07-27T14:43:24.974554
LIN-AKPI-kpi_006-HOSP-001-DEPT-ADM-20260116-001,AKPI-kpi_006-HOSP-001-DEPT-ADM-20260116,kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ADM-20260116,calculate_kpi_006,PEX-KPI-DCF120177644,2026-07-27T14:43:24.978539
LIN-AKPI-kpi_006-HOSP-001-DEPT-ADM-20260116-002,AKPI-kpi_006-HOSP-001-DEPT-ADM-20260116,kpi_006,processed_patient_surveys.csv,,validate_survey_eligibility,PEX-KPI-DCF120177644,2026-07-27T14:43:24.978544
LIN-AKPI-kpi_005-HOSP-001-DEPT-ADM-20260117-001,AKPI-kpi_005-HOSP-001-DEPT-ADM-20260117,kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ADM-20260117,calculate_kpi_005,PEX-KPI-DCF120177644,2026-07-27T14:43:24.980437
LIN-AKPI-kpi_005-HOSP-001-DEPT-ADM-20260117-002,AKPI-kpi_005-HOSP-001-DEPT-ADM-20260117,kpi_005,processed_patient_complaints.csv,,validate_complaint_eligibility,PEX-KPI-DCF120177644,2026-07-27T14:43:24.980441
LIN-AKPI-kpi_006-HOSP-001-DEPT-ADM-20260117-001,AKPI-kpi_006-HOSP-001-DEPT-ADM-20260117,kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ADM-20260117,calculate_kpi_006,PEX-KPI-DCF120177644,2026-07-27T14:43:24.983931
LIN-AKPI-kpi_006-HOSP-001-DEPT-ADM-20260117-002,AKPI-kpi_006-HOSP-001-DEPT-ADM-20260117,kpi_006,processed_patient_surveys.csv,,validate_survey_eligibility,PEX-KPI-DCF120177644,2026-07-27T14:43:24.983935
LIN-AKPI-kpi_005-HOSP-001-DEPT-ADM-20260118-001,AKPI-kpi_005-HOSP-001-DEPT-ADM-20260118,kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ADM-20260118,calculate_kpi_005,PEX-KPI-DCF120177644,2026-07-27T14:43:24.985767
LIN-AKPI-kpi_005-HOSP-001-DEPT-ADM-20260118-002,AKPI-kpi_005-HOSP-001-DEPT-ADM-20260118,kpi_005,processed_patient_complaints.csv,,validate_complaint_eligibility,PEX-KPI-DCF120177644,2026-07-27T14:43:24.985771
LIN-AKPI-kpi_006-HOSP-001-DEPT-ADM-20260118-001,AKPI-kpi_006-HOSP-001-DEPT-ADM-20260118,kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ADM-20260118,calculate_kpi_006,PEX-KPI-DCF120177644,2026-07-27T14:43:24.987854
LIN-AKPI-kpi_006-HOSP-001-DEPT-ADM-20260118-002,AKPI-kpi_006-HOSP-001-DEPT-ADM-20260118,kpi_006,processed_patient_surveys.csv,,validate_survey_eligibility,PEX-KPI-DCF120177644,2026-07-27T14:43:24.987859
LIN-AKPI-kpi_005-HOSP-001-DEPT-ADM-20260119-001,AKPI-kpi_005-HOSP-001-DEPT-ADM-20260119,kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ADM-20260119,calculate_kpi_005,PEX-KPI-DCF120177644,2026-07-27T14:43:24.990360
LIN-AKPI-kpi_005-HOSP-001-DEPT-ADM-20260119-002,AKPI-kpi_005-HOSP-001-DEPT-ADM-20260119,kpi_005,processed_patient_complaints.csv,,validate_complaint_eligibility,PEX-KPI-DCF120177644,2026-07-27T14:43:24.990365
LIN-AKPI-kpi_006-HOSP-001-DEPT-ADM-20260119-001,AKPI-kpi_006-HOSP-001-DEPT-ADM-20260119,kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ADM-20260119,calculate_kpi_006,PEX-KPI-DCF120177644,2026-07-27T14:43:24.992958
LIN-AKPI-kpi_006-HOSP-001-DEPT-ADM-20260119-002,AKPI-kpi_006-HOSP-001-DEPT-ADM-20260119,kpi_006,processed_patient_surveys.csv,,validate_survey_eligibility,PEX-KPI-DCF120177644,2026-07-27T14:43:24.992961
LIN-AKPI-kpi_005-HOSP-001-DEPT-ADM-20260120-001,AKPI-kpi_005-HOSP-001-DEPT-ADM-20260120,kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ADM-20260120,calculate_kpi_005,PEX-KPI-DCF120177644,2026-07-27T14:43:24.994916
LIN-AKPI-kpi_005-HOSP-001-DEPT-ADM-20260120-002,AKPI-kpi_005-HOSP-001-DEPT-ADM-20260120,kpi_005,processed_patient_complaints.csv,,validate_complaint_eligibility,PEX-KPI-DCF120177644,2026-07-27T14:43:24.994920
LIN-AKPI-kpi_006-HOSP-001-DEPT-ADM-20260120-001,AKPI-kpi_006-HOSP-001-DEPT-ADM-20260120,kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ADM-20260120,calculate_kpi_006,PEX-KPI-DCF120177644,2026-07-27T14:43:24.998637
LIN-AKPI-kpi_006-HOSP-001-DEPT-ADM-20260120-002,AKPI-kpi_006-HOSP-001-DEPT-ADM-20260120,kpi_006,processed_patient_surveys.csv,,validate_survey_eligibility,PEX-KPI-DCF120177644,2026-07-27T14:43:24.998642
LIN-AKPI-kpi_005-HOSP-001-DEPT-ADM-20260121-001,AKPI-kpi_005-HOSP-001-DEPT-ADM-20260121,kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ADM-20260121,calculate_kpi_005,PEX-KPI-DCF120177644,2026-07-27T14:43:25.000517
LIN-AKPI-kpi_005-HOSP-001-DEPT-ADM-20260121-002,AKPI-kpi_005-HOSP-001-DEPT-ADM-20260121,kpi_005,processed_patient_complaints.csv,,validate_complaint_eligibility,PEX-KPI-DCF120177644,2026-07-27T14:43:25.000520
LIN-AKPI-kpi_006-HOSP-001-DEPT-ADM-20260121-001,AKPI-kpi_006-HOSP-001-DEPT-ADM-20260121,kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ADM-20260121,calculate_kpi_006,PEX-KPI-DCF120177644,2026-07-27T14:43:25.004078
LIN-AKPI-kpi_006-HOSP-001-DEPT-ADM-20260121-002,AKPI-kpi_006-HOSP-001-DEPT-ADM-20260121,kpi_006,processed_patient_surveys.csv,,validate_survey_eligibility,PEX-KPI-DCF120177644,2026-07-27T14:43:25.004082
LIN-AKPI-kpi_005-HOSP-001-DEPT-ADM-20260122-001,AKPI-kpi_005-HOSP-001-DEPT-ADM-20260122,kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ADM-20260122,calculate_kpi_005,PEX-KPI-DCF120177644,2026-07-27T14:43:25.008093
LIN-AKPI-kpi_005-HOSP-001-DEPT-ADM-20260122-002,AKPI-kpi_005-HOSP-001-DEPT-ADM-20260122,kpi_005,processed_patient_complaints.csv,,validate_complaint_eligibility,PEX-KPI-DCF120177644,2026-07-27T14:43:25.008099
LIN-AKPI-kpi_006-HOSP-001-DEPT-ADM-20260122-001,AKPI-kpi_006-HOSP-001-DEPT-ADM-20260122,kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ADM-20260122,calculate_kpi_006,PEX-KPI-DCF120177644,2026-07-27T14:43:25.012103
LIN-AKPI-kpi_006-HOSP-001-DEPT-ADM-20260122-002,AKPI-kpi_006-HOSP-001-DEPT-ADM-20260122,kpi_006,processed_patient_surveys.csv,,validate_survey_eligibility,PEX-KPI-DCF120177644,2026-07-27T14:43:25.012107
LIN-AKPI-kpi_005-HOSP-001-DEPT-ADM-20260123-001,AKPI-kpi_005-HOSP-001-DEPT-ADM-20260123,kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ADM-20260123,calculate_kpi_005,PEX-KPI-DCF120177644,2026-07-27T14:43:25.013993
LIN-AKPI-kpi_005-HOSP-001-DEPT-ADM-20260123-002,AKPI-kpi_005-HOSP-001-DEPT-ADM-20260123,kpi_005,processed_patient_complaints.csv,,validate_complaint_eligibility,PEX-KPI-DCF120177644,2026-07-27T14:43:25.013997
LIN-AKPI-kpi_006-HOSP-001-DEPT-ADM-20260123-001,AKPI-kpi_006-HOSP-001-DEPT-ADM-20260123,kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ADM-20260123,calculate_kpi_006,PEX-KPI-DCF120177644,2026-07-27T14:43:25.016015
LIN-AKPI-kpi_006-HOSP-001-DEPT-ADM-20260123-002,AKPI-kpi_006-HOSP-001-DEPT-ADM-20260123,kpi_006,processed_patient_surveys.csv,,validate_survey_eligibility,PEX-KPI-DCF120177644,2026-07-27T14:43:25.016019
LIN-AKPI-kpi_005-HOSP-001-DEPT-ADM-20260124-001,AKPI-kpi_005-HOSP-001-DEPT-ADM-20260124,kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ADM-20260124,calculate_kpi_005,PEX-KPI-DCF120177644,2026-07-27T14:43:25.017825
LIN-AKPI-kpi_005-HOSP-001-DEPT-ADM-20260124-002,AKPI-kpi_005-HOSP-001-DEPT-ADM-20260124,kpi_005,processed_patient_complaints.csv,,validate_complaint_eligibility,PEX-KPI-DCF120177644,2026-07-27T14:43:25.017829
LIN-AKPI-kpi_006-HOSP-001-DEPT-ADM-20260124-001,AKPI-kpi_006-HOSP-001-DEPT-ADM-20260124,kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ADM-20260124,calculate_kpi_006,PEX-KPI-DCF120177644,2026-07-27T14:43:25.019744
LIN-AKPI-kpi_006-HOSP-001-DEPT-ADM-20260124-002,AKPI-kpi_006-HOSP-001-DEPT-ADM-20260124,kpi_006,processed_patient_surveys.csv,,validate_survey_eligibility,PEX-KPI-DCF120177644,2026-07-27T14:43:25.019747
LIN-AKPI-kpi_005-HOSP-001-DEPT-ADM-20260125-001,AKPI-kpi_005-HOSP-001-DEPT-ADM-20260125,kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ADM-20260125,calculate_kpi_005,PEX-KPI-DCF120177644,2026-07-27T14:43:25.021560
LIN-AKPI-kpi_005-HOSP-001-DEPT-ADM-20260125-002,AKPI-kpi_005-HOSP-001-DEPT-ADM-20260125,kpi_005,processed_patient_complaints.csv,,validate_complaint_eligibility,PEX-KPI-DCF120177644,2026-07-27T14:43:25.021564
