sensitivity_id,approval_package_id,scenario_template_id,sensitivity_classification,sensitivity_rationale,direction_stable,magnitude_variation,warning_increase,confidence_change,direction_reversal,comparator_count
SENS-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,27.777777777777786,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,26.08695652173914,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,19.04761904761905,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261021-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261021,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,25.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261127-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261127,SCEN-STAFF-001,Stable with Magnitude Variation,Direction stable but magnitude varies by 15.9 percentage points,True,15.873015873015873,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261205-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261205,SCEN-STAFF-001,Stable with Magnitude Variation,Direction stable but magnitude varies by 20.0 percentage points,True,20.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261220-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261220,SCEN-STAFF-001,Direction Reversal,Outcome direction reverses across comparator intensities,False,20.792079207920793,False,False,True,4
SENS-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260202-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260202,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260206-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260206,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260330-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260330,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260409-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260409,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260524-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260524,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260529-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260529,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,34.99999999999999,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260611-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260611,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260620-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260620,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,34.99999999999999,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260624-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260624,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,34.99999999999999,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260710-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260710,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260716-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260716,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260814-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260814,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,34.99999999999999,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260925-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260925,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261019-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261019,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,34.99999999999999,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,21.42857142857143,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,SCEN-STAFF-001,Direction Reversal,Outcome direction reverses across comparator intensities,False,16.86746987951807,False,False,True,4
SENS-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,23.076923076923066,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,SCEN-STAFF-001,Direction Reversal,Outcome direction reverses across comparator intensities,False,21.73913043478261,False,False,True,4
SENS-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260507-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260507,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,25.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260511-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260511,SCEN-STAFF-001,Stable with Magnitude Variation,Direction stable but magnitude varies by 23.1 percentage points,True,23.076923076923066,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260520-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260520,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,23.076923076923066,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260606-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260606,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,21.42857142857143,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260610-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260610,SCEN-STAFF-001,Stable with Magnitude Variation,Direction stable but magnitude varies by 22.0 percentage points,True,22.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260619-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260619,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,25.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260704-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260704,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,26.66666666666667,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260723-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260723,SCEN-STAFF-001,Stable with Magnitude Variation,Direction stable but magnitude varies by 20.0 percentage points,True,20.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260804-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260804,SCEN-STAFF-001,Direction Reversal,Outcome direction reverses across comparator intensities,False,20.51282051282051,False,False,True,4
SENS-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260810-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260810,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,45.45454545454546,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260901-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260901,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,27.272727272727266,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260912-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260912,SCEN-STAFF-001,Stable with Magnitude Variation,Direction stable but magnitude varies by 17.6 percentage points,True,17.64705882352942,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261023-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261023,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,21.42857142857143,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261031-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261031,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,18.181818181818173,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261108-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261108,SCEN-STAFF-001,Stable with Magnitude Variation,Direction stable but magnitude varies by 19.4 percentage points,True,19.354838709677423,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260122-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260122,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260328-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260328,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,34.99999999999999,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260409-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260409,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,34.99999999999999,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260422-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260422,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,34.99999999999999,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260426-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260426,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260515-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260515,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260521-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260521,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260615-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260615,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260621-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260621,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,34.99999999999999,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260626-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260626,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260727-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260727,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,34.99999999999999,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260910-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260910,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260915-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260915,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260921-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260921,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,34.99999999999999,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260930-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260930,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261015-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261015,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,34.99999999999999,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261019-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261019,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261027-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261027,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261111-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261111,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261115-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261115,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261126-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261126,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261202-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261202,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261207-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261207,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261227-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261227,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,34.99999999999999,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260402-SCEN-FLOW-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260402,SCEN-FLOW-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,20.988095238095244,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260412-SCEN-FLOW-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260412,SCEN-FLOW-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,20.98809523809524,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260421-SCEN-FLOW-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260421,SCEN-FLOW-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,20.988095238095244,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260531-SCEN-FLOW-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260531,SCEN-FLOW-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,20.988095238095244,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614-SCEN-FLOW-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,SCEN-FLOW-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,20.988095238095227,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707-SCEN-FLOW-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,SCEN-FLOW-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,20.988095238095227,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,SCEN-STAFF-001,Direction Reversal,Outcome direction reverses across comparator intensities,False,24.13793103448276,False,False,True,4
SENS-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,21.42857142857143,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,25.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,25.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,21.42857142857143,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,22.222222222222214,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,SCEN-STAFF-001,Stable with Magnitude Variation,Direction stable but magnitude varies by 20.3 percentage points,True,20.33898305084746,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,17.64705882352942,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,30.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,28.57142857142857,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,SCEN-STAFF-001,Direction Reversal,Outcome direction reverses across comparator intensities,False,25.0,False,False,True,4
SENS-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,21.42857142857143,False,False,False,4
