analytical_record_id,hospital_id,department_id,reporting_date,reporting_month,reporting_year,kpi_id,kpi_name,domain,numerator_value,denominator_value,kpi_value,unit,calculation_status,readiness_status,threshold_status,threshold_version,threshold_approval_status,threshold_is_provisional,configuration_version,data_confidence_level,confidence_rule_version,source_dataset,source_record_id,calculation_run_id,calculated_at
AKPI-kpi_003-HOSP-001-DEPT-ADM-20260126,HOSP-001,DEPT-ADM,2026-01-26,1,2026,kpi_003,Bed Occupancy Rate,Patient Flow,,,,Percent,Insufficient Data,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily,,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.609335
AKPI-kpi_003-HOSP-001-DEPT-ADM-20260127,HOSP-001,DEPT-ADM,2026-01-27,1,2026,kpi_003,Bed Occupancy Rate,Patient Flow,,,,Percent,Insufficient Data,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily,,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.610441
AKPI-kpi_003-HOSP-001-DEPT-ADM-20260128,HOSP-001,DEPT-ADM,2026-01-28,1,2026,kpi_003,Bed Occupancy Rate,Patient Flow,,,,Percent,Insufficient Data,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily,,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.611411
AKPI-kpi_003-HOSP-001-DEPT-ADM-20260129,HOSP-001,DEPT-ADM,2026-01-29,1,2026,kpi_003,Bed Occupancy Rate,Patient Flow,,,,Percent,Insufficient Data,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily,,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.612442
AKPI-kpi_003-HOSP-001-DEPT-ADM-20260130,HOSP-001,DEPT-ADM,2026-01-30,1,2026,kpi_003,Bed Occupancy Rate,Patient Flow,,,,Percent,Insufficient Data,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily,,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.613388
AKPI-kpi_003-HOSP-001-DEPT-ADM-20260131,HOSP-001,DEPT-ADM,2026-01-31,1,2026,kpi_003,Bed Occupancy Rate,Patient Flow,,,,Percent,Insufficient Data,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily,,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.614372
AKPI-kpi_003-HOSP-001-DEPT-ADM-20260201,HOSP-001,DEPT-ADM,2026-02-01,2,2026,kpi_003,Bed Occupancy Rate,Patient Flow,,,,Percent,Insufficient Data,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily,,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.615286
AKPI-kpi_003-HOSP-001-DEPT-ADM-20260202,HOSP-001,DEPT-ADM,2026-02-02,2,2026,kpi_003,Bed Occupancy Rate,Patient Flow,,,,Percent,Insufficient Data,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily,,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.616359
AKPI-kpi_003-HOSP-001-DEPT-ADM-20260203,HOSP-001,DEPT-ADM,2026-02-03,2,2026,kpi_003,Bed Occupancy Rate,Patient Flow,,,,Percent,Insufficient Data,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily,,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.617351
AKPI-kpi_003-HOSP-001-DEPT-ADM-20260204,HOSP-001,DEPT-ADM,2026-02-04,2,2026,kpi_003,Bed Occupancy Rate,Patient Flow,,,,Percent,Insufficient Data,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily,,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.618346
AKPI-kpi_003-HOSP-001-DEPT-ADM-20260205,HOSP-001,DEPT-ADM,2026-02-05,2,2026,kpi_003,Bed Occupancy Rate,Patient Flow,,,,Percent,Insufficient Data,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily,,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.619280
AKPI-kpi_003-HOSP-001-DEPT-ADM-20260206,HOSP-001,DEPT-ADM,2026-02-06,2,2026,kpi_003,Bed Occupancy Rate,Patient Flow,,,,Percent,Insufficient Data,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily,,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.620888
AKPI-kpi_003-HOSP-001-DEPT-ADM-20260207,HOSP-001,DEPT-ADM,2026-02-07,2,2026,kpi_003,Bed Occupancy Rate,Patient Flow,,,,Percent,Insufficient Data,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily,,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.623765
AKPI-kpi_003-HOSP-001-DEPT-ADM-20260208,HOSP-001,DEPT-ADM,2026-02-08,2,2026,kpi_003,Bed Occupancy Rate,Patient Flow,,,,Percent,Insufficient Data,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily,,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.626794
AKPI-kpi_003-HOSP-001-DEPT-ADM-20260209,HOSP-001,DEPT-ADM,2026-02-09,2,2026,kpi_003,Bed Occupancy Rate,Patient Flow,,,,Percent,Insufficient Data,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily,,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.629993
AKPI-kpi_003-HOSP-001-DEPT-ADM-20260210,HOSP-001,DEPT-ADM,2026-02-10,2,2026,kpi_003,Bed Occupancy Rate,Patient Flow,,,,Percent,Insufficient Data,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily,,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.633026
AKPI-kpi_003-HOSP-001-DEPT-ADM-20260211,HOSP-001,DEPT-ADM,2026-02-11,2,2026,kpi_003,Bed Occupancy Rate,Patient Flow,,,,Percent,Insufficient Data,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily,,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.634829
AKPI-kpi_003-HOSP-001-DEPT-ADM-20260212,HOSP-001,DEPT-ADM,2026-02-12,2,2026,kpi_003,Bed Occupancy Rate,Patient Flow,,,,Percent,Insufficient Data,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily,,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.636077
AKPI-kpi_003-HOSP-001-DEPT-ADM-20260213,HOSP-001,DEPT-ADM,2026-02-13,2,2026,kpi_003,Bed Occupancy Rate,Patient Flow,,,,Percent,Insufficient Data,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily,,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.637626
AKPI-kpi_003-HOSP-001-DEPT-ADM-20260214,HOSP-001,DEPT-ADM,2026-02-14,2,2026,kpi_003,Bed Occupancy Rate,Patient Flow,,,,Percent,Insufficient Data,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily,,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.638919
AKPI-kpi_003-HOSP-001-DEPT-ADM-20260215,HOSP-001,DEPT-ADM,2026-02-15,2,2026,kpi_003,Bed Occupancy Rate,Patient Flow,,,,Percent,Insufficient Data,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily,,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.640147
AKPI-kpi_003-HOSP-001-DEPT-ADM-20260216,HOSP-001,DEPT-ADM,2026-02-16,2,2026,kpi_003,Bed Occupancy Rate,Patient Flow,,,,Percent,Insufficient Data,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily,,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.641225
AKPI-kpi_003-HOSP-001-DEPT-ADM-20260217,HOSP-001,DEPT-ADM,2026-02-17,2,2026,kpi_003,Bed Occupancy Rate,Patient Flow,,,,Percent,Insufficient Data,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily,,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.642226
AKPI-kpi_003-HOSP-001-DEPT-ADM-20260218,HOSP-001,DEPT-ADM,2026-02-18,2,2026,kpi_003,Bed Occupancy Rate,Patient Flow,,,,Percent,Insufficient Data,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily,,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.643194
AKPI-kpi_003-HOSP-001-DEPT-ADM-20260219,HOSP-001,DEPT-ADM,2026-02-19,2,2026,kpi_003,Bed Occupancy Rate,Patient Flow,,,,Percent,Insufficient Data,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily,,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.644187
AKPI-kpi_003-HOSP-001-DEPT-ADM-20260220,HOSP-001,DEPT-ADM,2026-02-20,2,2026,kpi_003,Bed Occupancy Rate,Patient Flow,,,,Percent,Insufficient Data,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily,,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.645114
AKPI-kpi_003-HOSP-001-DEPT-ADM-20260221,HOSP-001,DEPT-ADM,2026-02-21,2,2026,kpi_003,Bed Occupancy Rate,Patient Flow,,,,Percent,Insufficient Data,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily,,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.646161
AKPI-kpi_003-HOSP-001-DEPT-ADM-20260222,HOSP-001,DEPT-ADM,2026-02-22,2,2026,kpi_003,Bed Occupancy Rate,Patient Flow,,,,Percent,Insufficient Data,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily,,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.647110
AKPI-kpi_003-HOSP-001-DEPT-ADM-20260223,HOSP-001,DEPT-ADM,2026-02-23,2,2026,kpi_003,Bed Occupancy Rate,Patient Flow,,,,Percent,Insufficient Data,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily,,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.648082
AKPI-kpi_003-HOSP-001-DEPT-ADM-20260224,HOSP-001,DEPT-ADM,2026-02-24,2,2026,kpi_003,Bed Occupancy Rate,Patient Flow,,,,Percent,Insufficient Data,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily,,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.649583
AKPI-kpi_003-HOSP-001-DEPT-ADM-20260225,HOSP-001,DEPT-ADM,2026-02-25,2,2026,kpi_003,Bed Occupancy Rate,Patient Flow,,,,Percent,Insufficient Data,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily,,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.650751
AKPI-kpi_003-HOSP-001-DEPT-ADM-20260226,HOSP-001,DEPT-ADM,2026-02-26,2,2026,kpi_003,Bed Occupancy Rate,Patient Flow,,,,Percent,Insufficient Data,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily,,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.651891
AKPI-kpi_003-HOSP-001-DEPT-ADM-20260227,HOSP-001,DEPT-ADM,2026-02-27,2,2026,kpi_003,Bed Occupancy Rate,Patient Flow,,,,Percent,Insufficient Data,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily,,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.652984
AKPI-kpi_003-HOSP-001-DEPT-ADM-20260228,HOSP-001,DEPT-ADM,2026-02-28,2,2026,kpi_003,Bed Occupancy Rate,Patient Flow,,,,Percent,Insufficient Data,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily,,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.655478
AKPI-kpi_003-HOSP-001-DEPT-ADM-20260301,HOSP-001,DEPT-ADM,2026-03-01,3,2026,kpi_003,Bed Occupancy Rate,Patient Flow,,,,Percent,Insufficient Data,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily,,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.656822
AKPI-kpi_003-HOSP-001-DEPT-ADM-20260302,HOSP-001,DEPT-ADM,2026-03-02,3,2026,kpi_003,Bed Occupancy Rate,Patient Flow,,,,Percent,Insufficient Data,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily,,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.658085
AKPI-kpi_003-HOSP-001-DEPT-ADM-20260303,HOSP-001,DEPT-ADM,2026-03-03,3,2026,kpi_003,Bed Occupancy Rate,Patient Flow,,,,Percent,Insufficient Data,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily,,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.659151
AKPI-kpi_003-HOSP-001-DEPT-ADM-20260304,HOSP-001,DEPT-ADM,2026-03-04,3,2026,kpi_003,Bed Occupancy Rate,Patient Flow,,,,Percent,Insufficient Data,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily,,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.660097
AKPI-kpi_003-HOSP-001-DEPT-ADM-20260305,HOSP-001,DEPT-ADM,2026-03-05,3,2026,kpi_003,Bed Occupancy Rate,Patient Flow,,,,Percent,Insufficient Data,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily,,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.661097
AKPI-kpi_003-HOSP-001-DEPT-ADM-20260306,HOSP-001,DEPT-ADM,2026-03-06,3,2026,kpi_003,Bed Occupancy Rate,Patient Flow,,,,Percent,Insufficient Data,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily,,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.662026
AKPI-kpi_003-HOSP-001-DEPT-ADM-20260307,HOSP-001,DEPT-ADM,2026-03-07,3,2026,kpi_003,Bed Occupancy Rate,Patient Flow,,,,Percent,Insufficient Data,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily,,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.663009
AKPI-kpi_003-HOSP-001-DEPT-ADM-20260308,HOSP-001,DEPT-ADM,2026-03-08,3,2026,kpi_003,Bed Occupancy Rate,Patient Flow,,,,Percent,Insufficient Data,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily,,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.663925
AKPI-kpi_003-HOSP-001-DEPT-ADM-20260309,HOSP-001,DEPT-ADM,2026-03-09,3,2026,kpi_003,Bed Occupancy Rate,Patient Flow,,,,Percent,Insufficient Data,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily,,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.664879
AKPI-kpi_003-HOSP-001-DEPT-ADM-20260310,HOSP-001,DEPT-ADM,2026-03-10,3,2026,kpi_003,Bed Occupancy Rate,Patient Flow,,,,Percent,Insufficient Data,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily,,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.665937
AKPI-kpi_003-HOSP-001-DEPT-ADM-20260311,HOSP-001,DEPT-ADM,2026-03-11,3,2026,kpi_003,Bed Occupancy Rate,Patient Flow,,,,Percent,Insufficient Data,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,Unavailable,v1.0-draft,processed_operational_daily,,PF-KPI-4E7933DFEF21,2026-07-27T11:23:03.666930
