analytical_record_id,hospital_id,department_id,reporting_date,reporting_month,reporting_year,kpi_id,kpi_name,domain,numerator_value,denominator_value,kpi_value,unit,calculation_status,readiness_status,threshold_status,threshold_version,threshold_approval_status,threshold_is_provisional,configuration_version,data_confidence_level,confidence_rule_version,source_dataset,source_record_id,calculation_run_id,calculated_at
AKPI-kpi_001-HOSP-001-DEPT-ADM-20250110,HOSP-001,DEPT-ADM,2025-01-10,1,2025,kpi_001,Staffing Level,Workforce,19.0,21.0,90.47619047619048,Percent,Calculated,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,High,v1.0-draft,processed_operational_daily,,WF-KPI-AE9BC170EF5F,2025-07-27T10:44:26.476220
AKPI-kpi_002-HOSP-001-DEPT-ADM-20250110,HOSP-001,DEPT-ADM,2025-01-10,1,2025,kpi_002,Staff Absenteeism Rate,Workforce,1.0,21.0,4.761904761904762,Percent,Calculated,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,High,v1.0-draft,processed_operational_daily,,WF-KPI-AE9BC170EF5F,2025-07-27T10:44:26.477002
AKPI-kpi_001-HOSP-001-DEPT-ADM-20250111,HOSP-001,DEPT-ADM,2025-01-11,1,2025,kpi_001,Staffing Level,Workforce,14.0,17.0,82.35294117647058,Percent,Calculated,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,High,v1.0-draft,processed_operational_daily,,WF-KPI-AE9BC170EF5F,2025-07-27T10:44:26.478690
AKPI-kpi_002-HOSP-001-DEPT-ADM-20250111,HOSP-001,DEPT-ADM,2025-01-11,1,2025,kpi_002,Staff Absenteeism Rate,Workforce,1.0,17.0,5.88235294117647,Percent,Calculated,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,High,v1.0-draft,processed_operational_daily,,WF-KPI-AE9BC170EF5F,2025-07-27T10:44:26.479701
AKPI-kpi_001-HOSP-001-DEPT-ADM-20250112,HOSP-001,DEPT-ADM,2025-01-12,1,2025,kpi_001,Staffing Level,Workforce,20.0,20.0,100.0,Percent,Calculated,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,High,v1.0-draft,processed_operational_daily,,WF-KPI-AE9BC170EF5F,2025-07-27T10:44:26.480584
AKPI-kpi_002-HOSP-001-DEPT-ADM-20250112,HOSP-001,DEPT-ADM,2025-01-12,1,2025,kpi_002,Staff Absenteeism Rate,Workforce,0.0,20.0,0.0,Percent,Calculated,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,High,v1.0-draft,processed_operational_daily,,WF-KPI-AE9BC170EF5F,2025-07-27T10:44:26.481287
AKPI-kpi_001-HOSP-001-DEPT-ADM-20250113,HOSP-001,DEPT-ADM,2025-01-13,1,2025,kpi_001,Staffing Level,Workforce,22.0,25.0,88.0,Percent,Calculated,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,High,v1.0-draft,processed_operational_daily,,WF-KPI-AE9BC170EF5F,2025-07-27T10:44:26.481993
AKPI-kpi_002-HOSP-001-DEPT-ADM-20250113,HOSP-001,DEPT-ADM,2025-01-13,1,2025,kpi_002,Staff Absenteeism Rate,Workforce,2.0,25.0,8.0,Percent,Calculated,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,High,v1.0-draft,processed_operational_daily,,WF-KPI-AE9BC170EF5F,2025-07-27T10:44:26.482638
AKPI-kpi_001-HOSP-001-DEPT-ADM-20250114,HOSP-001,DEPT-ADM,2025-01-14,1,2025,kpi_001,Staffing Level,Workforce,13.0,15.0,86.66666666666667,Percent,Calculated,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,High,v1.0-draft,processed_operational_daily,,WF-KPI-AE9BC170EF5F,2025-07-27T10:44:26.483491
AKPI-kpi_002-HOSP-001-DEPT-ADM-20250114,HOSP-001,DEPT-ADM,2025-01-14,1,2025,kpi_002,Staff Absenteeism Rate,Workforce,0.0,15.0,0.0,Percent,Calculated,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,High,v1.0-draft,processed_operational_daily,,WF-KPI-AE9BC170EF5F,2025-07-27T10:44:26.484172
AKPI-kpi_001-HOSP-001-DEPT-ADM-20250115,HOSP-001,DEPT-ADM,2025-01-15,1,2025,kpi_001,Staffing Level,Workforce,16.0,18.0,88.88888888888889,Percent,Calculated,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,High,v1.0-draft,processed_operational_daily,,WF-KPI-AE9BC170EF5F,2025-07-27T10:44:26.484828
AKPI-kpi_002-HOSP-001-DEPT-ADM-20250115,HOSP-001,DEPT-ADM,2025-01-15,1,2025,kpi_002,Staff Absenteeism Rate,Workforce,2.0,18.0,11.11111111111111,Percent,Calculated,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,High,v1.0-draft,processed_operational_daily,,WF-KPI-AE9BC170EF5F,2025-07-27T10:44:26.485498
AKPI-kpi_001-HOSP-001-DEPT-ADM-20250116,HOSP-001,DEPT-ADM,2025-01-16,1,2025,kpi_001,Staffing Level,Workforce,12.0,15.0,80.0,Percent,Calculated,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,High,v1.0-draft,processed_operational_daily,,WF-KPI-AE9BC170EF5F,2025-07-27T10:44:26.486155
AKPI-kpi_002-HOSP-001-DEPT-ADM-20250116,HOSP-001,DEPT-ADM,2025-01-16,1,2025,kpi_002,Staff Absenteeism Rate,Workforce,2.0,15.0,13.333333333333334,Percent,Calculated,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,High,v1.0-draft,processed_operational_daily,,WF-KPI-AE9BC170EF5F,2025-07-27T10:44:26.486767
AKPI-kpi_001-HOSP-001-DEPT-ADM-20250117,HOSP-001,DEPT-ADM,2025-01-17,1,2025,kpi_001,Staffing Level,Workforce,20.0,20.0,100.0,Percent,Calculated,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,High,v1.0-draft,processed_operational_daily,,WF-KPI-AE9BC170EF5F,2025-07-27T10:44:26.487547
AKPI-kpi_002-HOSP-001-DEPT-ADM-20250117,HOSP-001,DEPT-ADM,2025-01-17,1,2025,kpi_002,Staff Absenteeism Rate,Workforce,0.0,20.0,0.0,Percent,Calculated,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,High,v1.0-draft,processed_operational_daily,,WF-KPI-AE9BC170EF5F,2025-07-27T10:44:26.488238
AKPI-kpi_001-HOSP-001-DEPT-ADM-20250118,HOSP-001,DEPT-ADM,2025-01-18,1,2025,kpi_001,Staffing Level,Workforce,20.0,20.0,100.0,Percent,Calculated,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,High,v1.0-draft,processed_operational_daily,,WF-KPI-AE9BC170EF5F,2025-07-27T10:44:26.488987
AKPI-kpi_002-HOSP-001-DEPT-ADM-20250118,HOSP-001,DEPT-ADM,2025-01-18,1,2025,kpi_002,Staff Absenteeism Rate,Workforce,1.0,20.0,5.0,Percent,Calculated,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,High,v1.0-draft,processed_operational_daily,,WF-KPI-AE9BC170EF5F,2025-07-27T10:44:26.489650
AKPI-kpi_001-HOSP-001-DEPT-ADM-20250119,HOSP-001,DEPT-ADM,2025-01-19,1,2025,kpi_001,Staffing Level,Workforce,17.0,18.0,94.44444444444444,Percent,Calculated,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,High,v1.0-draft,processed_operational_daily,,WF-KPI-AE9BC170EF5F,2025-07-27T10:44:26.490325
AKPI-kpi_002-HOSP-001-DEPT-ADM-20250119,HOSP-001,DEPT-ADM,2025-01-19,1,2025,kpi_002,Staff Absenteeism Rate,Workforce,1.0,18.0,5.555555555555555,Percent,Calculated,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,High,v1.0-draft,processed_operational_daily,,WF-KPI-AE9BC170EF5F,2025-07-27T10:44:26.490943
AKPI-kpi_001-HOSP-001-DEPT-ADM-20250120,HOSP-001,DEPT-ADM,2025-01-20,1,2025,kpi_001,Staffing Level,Workforce,18.0,20.0,90.0,Percent,Calculated,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,High,v1.0-draft,processed_operational_daily,,WF-KPI-AE9BC170EF5F,2025-07-27T10:44:26.491617
AKPI-kpi_002-HOSP-001-DEPT-ADM-20250120,HOSP-001,DEPT-ADM,2025-01-20,1,2025,kpi_002,Staff Absenteeism Rate,Workforce,3.0,20.0,15.0,Percent,Calculated,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,High,v1.0-draft,processed_operational_daily,,WF-KPI-AE9BC170EF5F,2025-07-27T10:44:26.492255
AKPI-kpi_001-HOSP-001-DEPT-ADM-20250121,HOSP-001,DEPT-ADM,2025-01-21,1,2025,kpi_001,Staffing Level,Workforce,14.0,17.0,82.35294117647058,Percent,Calculated,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,High,v1.0-draft,processed_operational_daily,,WF-KPI-AE9BC170EF5F,2025-07-27T10:44:26.492921
AKPI-kpi_002-HOSP-001-DEPT-ADM-20250121,HOSP-001,DEPT-ADM,2025-01-21,1,2025,kpi_002,Staff Absenteeism Rate,Workforce,1.0,17.0,5.88235294117647,Percent,Calculated,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,High,v1.0-draft,processed_operational_daily,,WF-KPI-AE9BC170EF5F,2025-07-27T10:44:26.493885
AKPI-kpi_001-HOSP-001-DEPT-ADM-20250122,HOSP-001,DEPT-ADM,2025-01-22,1,2025,kpi_001,Staffing Level,Workforce,17.0,17.0,100.0,Percent,Calculated,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,High,v1.0-draft,processed_operational_daily,,WF-KPI-AE9BC170EF5F,2025-07-27T10:44:26.497140
AKPI-kpi_002-HOSP-001-DEPT-ADM-20250122,HOSP-001,DEPT-ADM,2025-01-22,1,2025,kpi_002,Staff Absenteeism Rate,Workforce,0.0,17.0,0.0,Percent,Calculated,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,High,v1.0-draft,processed_operational_daily,,WF-KPI-AE9BC170EF5F,2025-07-27T10:44:26.498153
AKPI-kpi_001-HOSP-001-DEPT-ADM-20250123,HOSP-001,DEPT-ADM,2025-01-23,1,2025,kpi_001,Staffing Level,Workforce,25.0,26.0,96.15384615384616,Percent,Calculated,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,High,v1.0-draft,processed_operational_daily,,WF-KPI-AE9BC170EF5F,2025-07-27T10:44:26.499038
AKPI-kpi_002-HOSP-001-DEPT-ADM-20250123,HOSP-001,DEPT-ADM,2025-01-23,1,2025,kpi_002,Staff Absenteeism Rate,Workforce,0.0,26.0,0.0,Percent,Calculated,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,High,v1.0-draft,processed_operational_daily,,WF-KPI-AE9BC170EF5F,2025-07-27T10:44:26.499744
AKPI-kpi_001-HOSP-001-DEPT-ADM-20250124,HOSP-001,DEPT-ADM,2025-01-24,1,2025,kpi_001,Staffing Level,Workforce,23.0,23.0,100.0,Percent,Calculated,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,High,v1.0-draft,processed_operational_daily,,WF-KPI-AE9BC170EF5F,2025-07-27T10:44:26.500516
AKPI-kpi_002-HOSP-001-DEPT-ADM-20250124,HOSP-001,DEPT-ADM,2025-01-24,1,2025,kpi_002,Staff Absenteeism Rate,Workforce,0.0,23.0,0.0,Percent,Calculated,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,High,v1.0-draft,processed_operational_daily,,WF-KPI-AE9BC170EF5F,2025-07-27T10:44:26.501240
AKPI-kpi_001-HOSP-001-DEPT-ADM-20250125,HOSP-001,DEPT-ADM,2025-01-25,1,2025,kpi_001,Staffing Level,Workforce,17.0,18.0,94.44444444444444,Percent,Calculated,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,High,v1.0-draft,processed_operational_daily,,WF-KPI-AE9BC170EF5F,2025-07-27T10:44:26.501957
AKPI-kpi_002-HOSP-001-DEPT-ADM-20250125,HOSP-001,DEPT-ADM,2025-01-25,1,2025,kpi_002,Staff Absenteeism Rate,Workforce,0.0,18.0,0.0,Percent,Calculated,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,High,v1.0-draft,processed_operational_daily,,WF-KPI-AE9BC170EF5F,2025-07-27T10:44:26.502633
AKPI-kpi_001-HOSP-001-DEPT-ADM-20250126,HOSP-001,DEPT-ADM,2025-01-26,1,2025,kpi_001,Staffing Level,Workforce,18.0,20.0,90.0,Percent,Calculated,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,High,v1.0-draft,processed_operational_daily,,WF-KPI-AE9BC170EF5F,2025-07-27T10:44:26.503376
AKPI-kpi_002-HOSP-001-DEPT-ADM-20250126,HOSP-001,DEPT-ADM,2025-01-26,1,2025,kpi_002,Staff Absenteeism Rate,Workforce,1.0,20.0,5.0,Percent,Calculated,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,High,v1.0-draft,processed_operational_daily,,WF-KPI-AE9BC170EF5F,2025-07-27T10:44:26.504027
AKPI-kpi_001-HOSP-001-DEPT-ADM-20250127,HOSP-001,DEPT-ADM,2025-01-27,1,2025,kpi_001,Staffing Level,Workforce,21.0,23.0,91.30434782608695,Percent,Calculated,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,High,v1.0-draft,processed_operational_daily,,WF-KPI-AE9BC170EF5F,2025-07-27T10:44:26.504671
AKPI-kpi_002-HOSP-001-DEPT-ADM-20250127,HOSP-001,DEPT-ADM,2025-01-27,1,2025,kpi_002,Staff Absenteeism Rate,Workforce,1.0,23.0,4.3478260869565215,Percent,Calculated,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,High,v1.0-draft,processed_operational_daily,,WF-KPI-AE9BC170EF5F,2025-07-27T10:44:26.505331
AKPI-kpi_001-HOSP-001-DEPT-ADM-20250128,HOSP-001,DEPT-ADM,2025-01-28,1,2025,kpi_001,Staffing Level,Workforce,14.0,17.0,82.35294117647058,Percent,Calculated,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,High,v1.0-draft,processed_operational_daily,,WF-KPI-AE9BC170EF5F,2025-07-27T10:44:26.505983
AKPI-kpi_002-HOSP-001-DEPT-ADM-20250128,HOSP-001,DEPT-ADM,2025-01-28,1,2025,kpi_002,Staff Absenteeism Rate,Workforce,2.0,17.0,11.76470588235294,Percent,Calculated,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,High,v1.0-draft,processed_operational_daily,,WF-KPI-AE9BC170EF5F,2025-07-27T10:44:26.506582
AKPI-kpi_001-HOSP-001-DEPT-ADM-20250129,HOSP-001,DEPT-ADM,2025-01-29,1,2025,kpi_001,Staffing Level,Workforce,13.0,14.0,92.85714285714286,Percent,Calculated,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,High,v1.0-draft,processed_operational_daily,,WF-KPI-AE9BC170EF5F,2025-07-27T10:44:26.507282
AKPI-kpi_002-HOSP-001-DEPT-ADM-20250129,HOSP-001,DEPT-ADM,2025-01-29,1,2025,kpi_002,Staff Absenteeism Rate,Workforce,0.0,14.0,0.0,Percent,Calculated,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,High,v1.0-draft,processed_operational_daily,,WF-KPI-AE9BC170EF5F,2025-07-27T10:44:26.507894
AKPI-kpi_001-HOSP-001-DEPT-ADM-20250130,HOSP-001,DEPT-ADM,2025-01-30,1,2025,kpi_001,Staffing Level,Workforce,16.0,18.0,88.88888888888889,Percent,Calculated,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,High,v1.0-draft,processed_operational_daily,,WF-KPI-AE9BC170EF5F,2025-07-27T10:44:26.508541
AKPI-kpi_002-HOSP-001-DEPT-ADM-20250130,HOSP-001,DEPT-ADM,2025-01-30,1,2025,kpi_002,Staff Absenteeism Rate,Workforce,2.0,18.0,11.11111111111111,Percent,Calculated,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,High,v1.0-draft,processed_operational_daily,,WF-KPI-AE9BC170EF5F,2025-07-27T10:44:26.509204
AKPI-kpi_001-HOSP-001-DEPT-ADM-20250131,HOSP-001,DEPT-ADM,2025-01-31,1,2025,kpi_001,Staffing Level,Workforce,16.0,19.0,84.21052631578947,Percent,Calculated,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,High,v1.0-draft,processed_operational_daily,,WF-KPI-AE9BC170EF5F,2025-07-27T10:44:26.509896
AKPI-kpi_002-HOSP-001-DEPT-ADM-20250131,HOSP-001,DEPT-ADM,2025-01-31,1,2025,kpi_002,Staff Absenteeism Rate,Workforce,2.0,19.0,10.526315789473683,Percent,Calculated,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,High,v1.0-draft,processed_operational_daily,,WF-KPI-AE9BC170EF5F,2025-07-27T10:44:26.510995
AKPI-kpi_001-HOSP-001-DEPT-ADM-20250201,HOSP-001,DEPT-ADM,2025-02-01,2,2025,kpi_001,Staffing Level,Workforce,17.0,18.0,94.44444444444444,Percent,Calculated,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,High,v1.0-draft,processed_operational_daily,,WF-KPI-AE9BC170EF5F,2025-07-27T10:44:26.512067
AKPI-kpi_002-HOSP-001-DEPT-ADM-20250201,HOSP-001,DEPT-ADM,2025-02-01,2,2025,kpi_002,Staff Absenteeism Rate,Workforce,1.0,18.0,5.555555555555555,Percent,Calculated,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,High,v1.0-draft,processed_operational_daily,,WF-KPI-AE9BC170EF5F,2025-07-27T10:44:26.512842
AKPI-kpi_001-HOSP-001-DEPT-ADM-20250202,HOSP-001,DEPT-ADM,2025-02-02,2,2025,kpi_001,Staffing Level,Workforce,17.0,21.0,80.95238095238095,Percent,Calculated,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,High,v1.0-draft,processed_operational_daily,,WF-KPI-AE9BC170EF5F,2025-07-27T10:44:26.513605
AKPI-kpi_002-HOSP-001-DEPT-ADM-20250202,HOSP-001,DEPT-ADM,2025-02-02,2,2025,kpi_002,Staff Absenteeism Rate,Workforce,5.0,21.0,23.809523809523807,Percent,Calculated,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,High,v1.0-draft,processed_operational_daily,,WF-KPI-AE9BC170EF5F,2025-07-27T10:44:26.514274
AKPI-kpi_001-HOSP-001-DEPT-ADM-20250203,HOSP-001,DEPT-ADM,2025-02-03,2,2025,kpi_001,Staffing Level,Workforce,18.0,18.0,100.0,Percent,Calculated,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,High,v1.0-draft,processed_operational_daily,,WF-KPI-AE9BC170EF5F,2025-07-27T10:44:26.514987
AKPI-kpi_002-HOSP-001-DEPT-ADM-20250203,HOSP-001,DEPT-ADM,2025-02-03,2,2025,kpi_002,Staff Absenteeism Rate,Workforce,0.0,18.0,0.0,Percent,Calculated,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,High,v1.0-draft,processed_operational_daily,,WF-KPI-AE9BC170EF5F,2025-07-27T10:44:26.515665
AKPI-kpi_001-HOSP-001-DEPT-ADM-20250204,HOSP-001,DEPT-ADM,2025-02-04,2,2025,kpi_001,Staffing Level,Workforce,15.0,16.0,93.75,Percent,Calculated,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,High,v1.0-draft,processed_operational_daily,,WF-KPI-AE9BC170EF5F,2025-07-27T10:44:26.516325
AKPI-kpi_002-HOSP-001-DEPT-ADM-20250204,HOSP-001,DEPT-ADM,2025-02-04,2,2025,kpi_002,Staff Absenteeism Rate,Workforce,0.0,16.0,0.0,Percent,Calculated,Conditionally Ready,Not Assessed,v1.0-draft,Draft,True,v1.0-draft,High,v1.0-draft,processed_operational_daily,,WF-KPI-AE9BC170EF5F,2025-07-27T10:44:26.516946
