validation_record_id,kpi_id,integration_record_id,kpi_value,calculation_status,promoted_threshold_status,occupancy_context_status,threshold_version,approval_status,threshold_is_provisional,decision_record_id,promotion_run_id,classified_at
VAL-2A912DDFB7CB,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260129,92.85714285714286,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.014761
VAL-71A0BF19E0BD,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260130,88.88888888888889,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.014788
VAL-6811BFDC89B8,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260131,84.21052631578947,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.014814
VAL-05391A55FF07,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260201,94.44444444444444,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.014842
VAL-411617F2A964,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260202,80.95238095238095,Calculated,Amber,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.014868
VAL-56256713AEBA,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260203,100.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.014895
VAL-2F3F285AD501,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260204,93.75,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.014922
VAL-8413C80D0BBF,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260205,94.11764705882352,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.014948
VAL-699F53CD167C,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260206,90.9090909090909,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.014976
VAL-364D5E55FA37,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260207,95.45454545454544,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.015002
VAL-746956800176,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260208,100.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.015030
VAL-779B1BAF5C2A,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260209,77.77777777777779,Calculated,Red,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.015056
VAL-D3B6AB739526,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260210,90.47619047619048,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.015082
VAL-AD139128C5D6,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260211,93.75,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.015108
VAL-B64507FBED02,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260212,88.23529411764706,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.015135
VAL-D596315B32EB,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260213,100.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.015162
VAL-5754C68A9C24,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260214,87.5,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.015189
VAL-DB5B047283B6,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260215,89.47368421052632,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.015215
VAL-888A11CDAC37,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260216,95.23809523809524,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.015243
VAL-398AD2A3A01C,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260217,95.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.015269
VAL-94F6A0890839,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260218,95.65217391304348,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.015302
VAL-349A68C8E4C5,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260219,95.45454545454544,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.015347
VAL-57761A9F13C9,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260220,100.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.015379
VAL-C48C8E113705,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260221,89.47368421052632,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.015406
VAL-2DF4AC1BD480,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260222,87.5,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.015433
VAL-6B669D9CA7D2,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260223,90.47619047619048,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.015460
VAL-73FA9BD1E1E7,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260224,91.30434782608695,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.015487
VAL-E813B62C746D,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260225,90.47619047619048,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.015513
VAL-6EC3C5E73A75,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260226,86.36363636363636,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.015539
VAL-E320CEA24D53,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260227,100.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.015565
VAL-6F7AF6DFE6FD,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260228,82.35294117647058,Calculated,Amber,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.015597
VAL-367C467F7A22,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260301,100.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.015624
VAL-75D3612AEE6F,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260302,94.73684210526316,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.015651
VAL-59916AA502B1,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260303,95.45454545454544,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.015676
VAL-A9C3B60FF560,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260304,100.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.015703
VAL-D0D8734EAAEA,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260305,86.95652173913044,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.015729
VAL-C7BA2D0812C0,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260306,91.30434782608695,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.015754
VAL-6B23E5BF0057,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260307,100.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.015783
VAL-8BEB97C4A8EB,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260308,92.85714285714286,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.015810
VAL-7ED9E01C151C,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260309,100.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.015836
VAL-2ED61A242351,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260310,100.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.015865
VAL-168ED4D42688,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260311,81.81818181818183,Calculated,Amber,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.015892
VAL-42989CCB743E,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260312,90.9090909090909,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.015918
VAL-1DE83D7D3358,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260313,86.36363636363636,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.015944
VAL-CB7AF806B993,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260314,87.5,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.015970
VAL-612B6254FACB,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260315,95.23809523809524,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.015996
VAL-CCCB5A1B4A86,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260316,100.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.016022
VAL-79B11B8C82BA,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260317,94.73684210526316,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.016047
VAL-AE8FB524A7A0,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260318,94.73684210526316,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.016074
VAL-5FBD09277EC1,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260319,82.35294117647058,Calculated,Amber,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.016101
VAL-6D8E6D4FD02F,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260320,95.23809523809524,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.016130
VAL-AE6610507963,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260321,94.73684210526316,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.016156
VAL-1FA304D0C7CB,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260322,84.21052631578947,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.016182
VAL-E3967B957212,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260323,94.73684210526316,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.016208
VAL-EF8424AD8ACF,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260324,96.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.016234
VAL-6C48D54F8675,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260325,100.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.016259
VAL-9D99968CA35F,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260326,94.44444444444444,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.016284
VAL-2DEAC0902B0F,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260327,85.71428571428571,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.016310
VAL-A6617D8ACCA6,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260328,83.33333333333334,Calculated,Amber,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.016340
VAL-AF8DA974623F,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260329,83.33333333333334,Calculated,Amber,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.016368
VAL-F2EE7F144565,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260330,88.23529411764706,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.016399
VAL-A4B5F412A4F6,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260331,92.85714285714286,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.016441
VAL-D672F6B5D642,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260401,75.0,Calculated,Red,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.016477
VAL-B86DAE1DC966,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260402,90.9090909090909,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.016506
VAL-1718BE321982,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260403,82.35294117647058,Calculated,Amber,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.016535
VAL-5113662C2CAF,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260404,94.73684210526316,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.016564
VAL-C30D4DBC33B5,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260405,90.9090909090909,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.016591
VAL-BE975CCD9FFC,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260406,94.73684210526316,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.016618
VAL-DE850D10516E,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260407,73.33333333333333,Calculated,Red,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.016647
VAL-60D48540AC9E,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260408,90.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.016679
VAL-2C2C6D960A31,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260409,84.21052631578947,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.016709
VAL-49AA74C4C173,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260410,83.33333333333334,Calculated,Amber,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.016737
VAL-F23BFC432A20,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260411,86.36363636363636,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.016764
VAL-1B4BA0410FFC,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260412,88.88888888888889,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.016791
VAL-B40821DB9E4A,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260413,86.66666666666667,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.016817
VAL-74225EF09A8D,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260414,84.21052631578947,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.016843
VAL-7F2798E9A00E,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260415,88.88888888888889,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.016870
VAL-18E28B93B44C,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260416,100.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.016896
VAL-99D6BE7949DB,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260417,91.66666666666666,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.016925
VAL-C35BEBF212D0,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260418,89.47368421052632,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.016952
VAL-ED34B9E930E1,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260419,94.44444444444444,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.016982
VAL-4E42F4165FF5,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260420,78.57142857142857,Calculated,Red,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.017013
VAL-4EAF99CBCDE1,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260421,89.47368421052632,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.017040
VAL-E06E9643909F,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260422,87.5,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.017066
VAL-2E1B16D7D23E,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260423,93.75,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.017094
VAL-B82CC8FE34E8,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260424,90.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.017120
VAL-486A93937426,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260425,93.75,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.017147
VAL-D6C5F27A074E,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260426,94.73684210526316,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.017174
VAL-D90487080B17,kpi_001,IKPI-kpi_001-HOSP-001-DEPT-ADM-20260427,94.73684210526316,Calculated,Green,,v1.0-approved,Approved,False,DEC-001,THAPP-32EDF6F03C19,2026-07-27T20:24:06.017202
