approval_package_id,comparator_type,comparator_id,assumption_profile,assumption_set_id,scenario_template_id,scenario_family,comparator_consistency,distinct_types_count,distinct_assumption_sets_count,distinct_values_count,consistency_detail,pre_correction_profile_detected,distinct_profile_status,ordering_correct,comparator_closure_reason
PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260726,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260822,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261012,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261021,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261127,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261205,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20261220,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260202,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260206,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260330,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260409,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260524,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260529,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260611,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260620,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260624,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260710,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260716,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260814,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260925,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261019,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261102,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260507,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260511,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260520,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260606,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260610,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260619,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Inconsistent,3,3,1,All 3 comparators have identical scenario primary KPI values,False,Identical scenario values across comparators,True,incomplete comparator set — identical scenario values
PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260704,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260723,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260804,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260810,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260901,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260912,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261023,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261031,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Inconsistent,3,3,1,All 3 comparators have identical scenario primary KPI values,False,Identical scenario values across comparators,True,incomplete comparator set — identical scenario values
PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261108,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260122,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260328,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260409,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260422,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260426,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260515,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260521,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260615,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260621,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260626,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260727,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260910,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260915,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260921,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260930,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261015,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261019,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261027,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261111,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261115,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261126,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261202,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261207,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261227,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260402,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-003;COMP-CONS-003;COMP-EXP-003;COMP-HIGH-003,,patient-flow-default,SCEN-FLOW-001,Patient-Flow and Waiting-Time Adjustment,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260412,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-003;COMP-CONS-003;COMP-EXP-003;COMP-HIGH-003,,patient-flow-default,SCEN-FLOW-001,Patient-Flow and Waiting-Time Adjustment,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
