integration_record_id,kpi_id,threshold_is_provisional,threshold_approval_status,configuration_version,issues
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260201,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260202,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260202,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260203,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260203,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260204,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260204,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260205,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260205,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260206,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260206,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260207,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260207,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260208,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260208,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260209,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260209,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260210,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260210,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260211,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260211,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260212,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260212,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260213,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260213,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260214,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260214,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260215,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260215,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260216,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260216,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260217,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260217,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260218,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260218,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260219,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260219,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260220,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260220,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260221,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260221,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260222,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260222,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260223,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260223,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260224,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260224,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260225,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260225,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260226,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260226,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260227,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260227,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260228,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260228,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260301,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260301,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260302,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260302,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260303,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260303,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260304,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260304,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260305,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260305,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260306,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260306,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260307,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260307,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260308,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260308,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260309,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260309,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260310,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260310,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260311,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260311,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260312,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260312,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260313,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260313,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260314,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260314,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260315,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260315,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260316,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260316,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260317,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260317,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260318,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260318,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260319,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260319,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260320,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260320,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260321,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260321,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260322,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260322,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260323,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260323,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260324,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260324,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260325,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260325,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260326,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260326,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260327,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260327,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260328,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260328,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260329,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260329,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260330,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260330,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260331,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260331,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260401,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260401,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260402,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260402,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260403,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260403,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260404,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260404,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260405,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260405,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260406,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260406,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260407,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260407,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260408,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260408,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260409,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260409,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260410,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260410,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260411,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260411,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260412,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260412,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260413,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260413,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260414,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260414,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260415,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260415,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260416,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260416,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260417,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260417,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260418,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260418,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260419,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260419,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260420,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260420,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260421,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260421,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260422,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260422,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260423,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260423,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260424,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260424,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260425,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260425,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260426,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260426,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260427,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260427,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260428,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260428,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260429,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260429,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260430,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260430,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260501,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260501,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260502,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260502,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260503,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260503,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260504,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260504,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260505,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260505,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260506,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260506,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260507,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260507,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260508,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260508,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260509,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260509,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260510,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260510,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260511,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260511,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260512,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260512,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260513,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260513,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260514,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260514,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260515,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260515,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260516,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260516,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260517,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260517,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260518,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260518,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260519,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260519,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260520,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260520,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260521,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260521,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260522,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260522,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260523,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260523,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260524,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260524,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260525,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260525,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260526,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260526,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260527,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260527,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260528,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260528,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260529,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260529,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260530,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260530,kpi_002,True,Draft,,none
IKPI-kpi_001-HOSP-001-DEPT-ADM-20260531,kpi_001,True,Draft,,none
IKPI-kpi_002-HOSP-001-DEPT-ADM-20260531,kpi_002,True,Draft,,none
