hospital,department,department_code,year,month,kpi_id,kpi_name,period_type,chart_value,card_value,values_match,source_file,source_record_id,forecast_quality,warning_level,validation_note
HOSP-001,DEPT-ICU,DEPT-ICU,2026,6,kpi_001,kpi_001,ACTUAL,89.7,89.7,True,kpi_daily (monthly actual),monthly_actual_DEPT-ICU_kpi_001_2026_06,,,actual period
HOSP-001,DEPT-ICU,DEPT-ICU,2026,7,kpi_001,kpi_001,ACTUAL,89.2,89.2,True,kpi_daily (monthly actual),monthly_actual_DEPT-ICU_kpi_001_2026_07,,,actual period
HOSP-001,DEPT-ICU,DEPT-ICU,2026,8,kpi_001,kpi_001,FORECAST,87.6,87.6,True,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ICU_kpi_001_2026_08,MODERATE INDICATIVE CONFIDENCE,Monitoring,forecast period eligible
HOSP-001,DEPT-ICU,DEPT-ICU,2026,9,kpi_001,kpi_001,FORECAST,86.8,86.8,True,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ICU_kpi_001_2026_09,MODERATE INDICATIVE CONFIDENCE,Monitoring,forecast period eligible
HOSP-001,DEPT-ICU,DEPT-ICU,2026,10,kpi_001,kpi_001,FORECAST,86.0,86.0,True,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ICU_kpi_001_2026_10,MODERATE INDICATIVE CONFIDENCE,Monitoring,forecast period eligible
HOSP-001,DEPT-ICU,DEPT-ICU,2026,11,kpi_001,kpi_001,FORECAST,85.3,85.3,True,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ICU_kpi_001_2026_11,VERY LOW INDICATIVE CONFIDENCE,Monitoring,forecast period eligible
HOSP-001,DEPT-ICU,DEPT-ICU,2026,12,kpi_001,kpi_001,FORECAST,84.5,84.5,True,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ICU_kpi_001_2026_12,VERY LOW INDICATIVE CONFIDENCE,Monitoring,forecast period eligible
HOSP-001,DEPT-ICU,DEPT-ICU,2026,1,kpi_002,kpi_002,ACTUAL,6.2,6.2,True,kpi_daily (monthly actual),monthly_actual_DEPT-ICU_kpi_002_2026_01,,,actual period
HOSP-001,DEPT-ICU,DEPT-ICU,2026,2,kpi_002,kpi_002,ACTUAL,5.8,5.8,True,kpi_daily (monthly actual),monthly_actual_DEPT-ICU_kpi_002_2026_02,,,actual period
HOSP-001,DEPT-ICU,DEPT-ICU,2026,3,kpi_002,kpi_002,ACTUAL,7.2,7.2,True,kpi_daily (monthly actual),monthly_actual_DEPT-ICU_kpi_002_2026_03,,,actual period
HOSP-001,DEPT-ICU,DEPT-ICU,2026,4,kpi_002,kpi_002,ACTUAL,9.8,9.8,True,kpi_daily (monthly actual),monthly_actual_DEPT-ICU_kpi_002_2026_04,,,actual period
HOSP-001,DEPT-ICU,DEPT-ICU,2026,5,kpi_002,kpi_002,ACTUAL,9.3,9.3,True,kpi_daily (monthly actual),monthly_actual_DEPT-ICU_kpi_002_2026_05,,,actual period
HOSP-001,DEPT-ICU,DEPT-ICU,2026,6,kpi_002,kpi_002,ACTUAL,11.3,11.3,True,kpi_daily (monthly actual),monthly_actual_DEPT-ICU_kpi_002_2026_06,,,actual period
HOSP-001,DEPT-ICU,DEPT-ICU,2026,7,kpi_002,kpi_002,ACTUAL,9.6,9.6,True,kpi_daily (monthly actual),monthly_actual_DEPT-ICU_kpi_002_2026_07,,,actual period
HOSP-001,DEPT-ICU,DEPT-ICU,2026,8,kpi_002,kpi_002,FORECAST,11.8,11.8,True,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ICU_kpi_002_2026_08,MODERATE INDICATIVE CONFIDENCE,Monitoring,forecast period eligible
HOSP-001,DEPT-ICU,DEPT-ICU,2026,9,kpi_002,kpi_002,FORECAST,12.6,12.6,True,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ICU_kpi_002_2026_09,MODERATE INDICATIVE CONFIDENCE,Monitoring,forecast period eligible
HOSP-001,DEPT-ICU,DEPT-ICU,2026,10,kpi_002,kpi_002,FORECAST,13.4,13.4,True,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ICU_kpi_002_2026_10,MODERATE INDICATIVE CONFIDENCE,Monitoring,forecast period eligible
HOSP-001,DEPT-ICU,DEPT-ICU,2026,11,kpi_002,kpi_002,FORECAST,14.3,14.3,True,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ICU_kpi_002_2026_11,VERY LOW INDICATIVE CONFIDENCE,Monitoring,forecast period eligible
HOSP-001,DEPT-ICU,DEPT-ICU,2026,12,kpi_002,kpi_002,FORECAST,15.1,15.1,True,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ICU_kpi_002_2026_12,VERY LOW INDICATIVE CONFIDENCE,Emerging Warning,forecast period eligible
HOSP-001,DEPT-ICU,DEPT-ICU,2026,1,kpi_003,kpi_003,ACTUAL,81.6,81.6,True,kpi_daily (monthly actual),monthly_actual_DEPT-ICU_kpi_003_2026_01,,,actual period
HOSP-001,DEPT-ICU,DEPT-ICU,2026,2,kpi_003,kpi_003,ACTUAL,82.3,82.3,True,kpi_daily (monthly actual),monthly_actual_DEPT-ICU_kpi_003_2026_02,,,actual period
HOSP-001,DEPT-ICU,DEPT-ICU,2026,3,kpi_003,kpi_003,ACTUAL,86.9,86.9,True,kpi_daily (monthly actual),monthly_actual_DEPT-ICU_kpi_003_2026_03,,,actual period
HOSP-001,DEPT-ICU,DEPT-ICU,2026,4,kpi_003,kpi_003,ACTUAL,95.3,95.3,True,kpi_daily (monthly actual),monthly_actual_DEPT-ICU_kpi_003_2026_04,,,actual period
HOSP-001,DEPT-ICU,DEPT-ICU,2026,5,kpi_003,kpi_003,ACTUAL,94.2,94.2,True,kpi_daily (monthly actual),monthly_actual_DEPT-ICU_kpi_003_2026_05,,,actual period
HOSP-001,DEPT-ICU,DEPT-ICU,2026,6,kpi_003,kpi_003,ACTUAL,104.6,104.6,True,kpi_daily (monthly actual),monthly_actual_DEPT-ICU_kpi_003_2026_06,,,actual period
HOSP-001,DEPT-ICU,DEPT-ICU,2026,7,kpi_003,kpi_003,ACTUAL,104.5,104.5,True,kpi_daily (monthly actual),monthly_actual_DEPT-ICU_kpi_003_2026_07,,,actual period
HOSP-001,DEPT-ICU,DEPT-ICU,2026,8,kpi_003,kpi_003,FORECAST,104.8,104.8,True,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ICU_kpi_003_2026_08,MODERATE INDICATIVE CONFIDENCE,Escalating Warning,forecast period eligible
HOSP-001,DEPT-ICU,DEPT-ICU,2026,9,kpi_003,kpi_003,FORECAST,104.8,104.8,True,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ICU_kpi_003_2026_09,MODERATE INDICATIVE CONFIDENCE,Escalating Warning,forecast period eligible
HOSP-001,DEPT-ICU,DEPT-ICU,2026,10,kpi_003,kpi_003,FORECAST,104.8,104.8,True,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ICU_kpi_003_2026_10,MODERATE INDICATIVE CONFIDENCE,Escalating Warning,forecast period eligible
HOSP-001,DEPT-ICU,DEPT-ICU,2026,11,kpi_003,kpi_003,FORECAST,104.8,104.8,True,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ICU_kpi_003_2026_11,VERY LOW INDICATIVE CONFIDENCE,Escalating Warning,forecast period eligible
HOSP-001,DEPT-ICU,DEPT-ICU,2026,12,kpi_003,kpi_003,FORECAST,104.8,104.8,True,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ICU_kpi_003_2026_12,VERY LOW INDICATIVE CONFIDENCE,Escalating Warning,forecast period eligible
HOSP-001,DEPT-ICU,DEPT-ICU,2026,1,kpi_004,kpi_004,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-ICU,DEPT-ICU,2026,2,kpi_004,kpi_004,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-ICU,DEPT-ICU,2026,3,kpi_004,kpi_004,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-ICU,DEPT-ICU,2026,4,kpi_004,kpi_004,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-ICU,DEPT-ICU,2026,5,kpi_004,kpi_004,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-ICU,DEPT-ICU,2026,6,kpi_004,kpi_004,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-ICU,DEPT-ICU,2026,7,kpi_004,kpi_004,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-ICU,DEPT-ICU,2026,8,kpi_004,kpi_004,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ICU,DEPT-ICU,2026,9,kpi_004,kpi_004,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ICU,DEPT-ICU,2026,10,kpi_004,kpi_004,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ICU,DEPT-ICU,2026,11,kpi_004,kpi_004,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ICU,DEPT-ICU,2026,12,kpi_004,kpi_004,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ICU,DEPT-ICU,2026,1,kpi_005,kpi_005,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
