hospital,department,department_code,year,month,kpi_id,kpi_name,period_type,displayed_value,expected_source_file,actual_source_file,source_record_id,source_valid,actual_future_row_used,validation_note
HOSP-001,DEPT-ED,DEPT-ED,2026,10,kpi_003,kpi_003,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ED,DEPT-ED,2026,11,kpi_003,kpi_003,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ED,DEPT-ED,2026,12,kpi_003,kpi_003,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ED,DEPT-ED,2026,8,kpi_004,kpi_004,FORECAST,59.9,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ED_kpi_004_2026_08,True,False,"eligible forecast, single governed source"
HOSP-001,DEPT-ED,DEPT-ED,2026,9,kpi_004,kpi_004,FORECAST,64.2,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ED_kpi_004_2026_09,True,False,"eligible forecast, single governed source"
HOSP-001,DEPT-ED,DEPT-ED,2026,10,kpi_004,kpi_004,FORECAST,68.5,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ED_kpi_004_2026_10,True,False,"eligible forecast, single governed source"
HOSP-001,DEPT-ED,DEPT-ED,2026,11,kpi_004,kpi_004,FORECAST,72.8,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ED_kpi_004_2026_11,True,False,"eligible forecast, single governed source"
HOSP-001,DEPT-ED,DEPT-ED,2026,12,kpi_004,kpi_004,FORECAST,77.1,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ED_kpi_004_2026_12,True,False,"eligible forecast, single governed source"
HOSP-001,DEPT-ED,DEPT-ED,2026,8,kpi_005,kpi_005,FORECAST,7.2,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ED_kpi_005_2026_08,True,False,"eligible forecast, single governed source"
HOSP-001,DEPT-ED,DEPT-ED,2026,9,kpi_005,kpi_005,FORECAST,7.7,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ED_kpi_005_2026_09,True,False,"eligible forecast, single governed source"
HOSP-001,DEPT-ED,DEPT-ED,2026,10,kpi_005,kpi_005,FORECAST,8.2,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ED_kpi_005_2026_10,True,False,"eligible forecast, single governed source"
HOSP-001,DEPT-ED,DEPT-ED,2026,11,kpi_005,kpi_005,FORECAST,8.6,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ED_kpi_005_2026_11,True,False,"eligible forecast, single governed source"
HOSP-001,DEPT-ED,DEPT-ED,2026,12,kpi_005,kpi_005,FORECAST,9.1,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ED_kpi_005_2026_12,True,False,"eligible forecast, single governed source"
HOSP-001,DEPT-ED,DEPT-ED,2026,8,kpi_006,kpi_006,FORECAST,2.7,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ED_kpi_006_2026_08,True,False,"eligible forecast, single governed source"
HOSP-001,DEPT-ED,DEPT-ED,2026,9,kpi_006,kpi_006,FORECAST,2.6,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ED_kpi_006_2026_09,True,False,"eligible forecast, single governed source"
HOSP-001,DEPT-ED,DEPT-ED,2026,10,kpi_006,kpi_006,FORECAST,2.5,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ED_kpi_006_2026_10,True,False,"eligible forecast, single governed source"
HOSP-001,DEPT-ED,DEPT-ED,2026,11,kpi_006,kpi_006,FORECAST,2.4,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ED_kpi_006_2026_11,True,False,"eligible forecast, single governed source"
HOSP-001,DEPT-ED,DEPT-ED,2026,12,kpi_006,kpi_006,FORECAST,2.3,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ED_kpi_006_2026_12,True,False,"eligible forecast, single governed source"
HOSP-001,DEPT-ICU,DEPT-ICU,2026,8,kpi_001,kpi_001,FORECAST,87.6,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ICU_kpi_001_2026_08,True,False,"eligible forecast, single governed source"
HOSP-001,DEPT-ICU,DEPT-ICU,2026,9,kpi_001,kpi_001,FORECAST,86.8,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ICU_kpi_001_2026_09,True,False,"eligible forecast, single governed source"
HOSP-001,DEPT-ICU,DEPT-ICU,2026,10,kpi_001,kpi_001,FORECAST,86.0,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ICU_kpi_001_2026_10,True,False,"eligible forecast, single governed source"
HOSP-001,DEPT-ICU,DEPT-ICU,2026,11,kpi_001,kpi_001,FORECAST,85.3,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ICU_kpi_001_2026_11,True,False,"eligible forecast, single governed source"
HOSP-001,DEPT-ICU,DEPT-ICU,2026,12,kpi_001,kpi_001,FORECAST,84.5,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ICU_kpi_001_2026_12,True,False,"eligible forecast, single governed source"
HOSP-001,DEPT-ICU,DEPT-ICU,2026,8,kpi_002,kpi_002,FORECAST,11.8,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ICU_kpi_002_2026_08,True,False,"eligible forecast, single governed source"
HOSP-001,DEPT-ICU,DEPT-ICU,2026,9,kpi_002,kpi_002,FORECAST,12.6,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ICU_kpi_002_2026_09,True,False,"eligible forecast, single governed source"
HOSP-001,DEPT-ICU,DEPT-ICU,2026,10,kpi_002,kpi_002,FORECAST,13.4,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ICU_kpi_002_2026_10,True,False,"eligible forecast, single governed source"
HOSP-001,DEPT-ICU,DEPT-ICU,2026,11,kpi_002,kpi_002,FORECAST,14.3,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ICU_kpi_002_2026_11,True,False,"eligible forecast, single governed source"
HOSP-001,DEPT-ICU,DEPT-ICU,2026,12,kpi_002,kpi_002,FORECAST,15.1,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ICU_kpi_002_2026_12,True,False,"eligible forecast, single governed source"
HOSP-001,DEPT-ICU,DEPT-ICU,2026,8,kpi_003,kpi_003,FORECAST,104.8,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ICU_kpi_003_2026_08,True,False,"eligible forecast, single governed source"
HOSP-001,DEPT-ICU,DEPT-ICU,2026,9,kpi_003,kpi_003,FORECAST,104.8,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ICU_kpi_003_2026_09,True,False,"eligible forecast, single governed source"
HOSP-001,DEPT-ICU,DEPT-ICU,2026,10,kpi_003,kpi_003,FORECAST,104.8,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ICU_kpi_003_2026_10,True,False,"eligible forecast, single governed source"
HOSP-001,DEPT-ICU,DEPT-ICU,2026,11,kpi_003,kpi_003,FORECAST,104.8,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ICU_kpi_003_2026_11,True,False,"eligible forecast, single governed source"
HOSP-001,DEPT-ICU,DEPT-ICU,2026,12,kpi_003,kpi_003,FORECAST,104.8,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ICU_kpi_003_2026_12,True,False,"eligible forecast, single governed source"
HOSP-001,DEPT-ICU,DEPT-ICU,2026,8,kpi_004,kpi_004,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ICU,DEPT-ICU,2026,9,kpi_004,kpi_004,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ICU,DEPT-ICU,2026,10,kpi_004,kpi_004,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ICU,DEPT-ICU,2026,11,kpi_004,kpi_004,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ICU,DEPT-ICU,2026,12,kpi_004,kpi_004,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ICU,DEPT-ICU,2026,8,kpi_005,kpi_005,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ICU,DEPT-ICU,2026,9,kpi_005,kpi_005,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ICU,DEPT-ICU,2026,10,kpi_005,kpi_005,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ICU,DEPT-ICU,2026,11,kpi_005,kpi_005,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ICU,DEPT-ICU,2026,12,kpi_005,kpi_005,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ICU,DEPT-ICU,2026,8,kpi_006,kpi_006,FORECAST,2.7,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ICU_kpi_006_2026_08,True,False,"eligible forecast, single governed source"
HOSP-001,DEPT-ICU,DEPT-ICU,2026,9,kpi_006,kpi_006,FORECAST,2.6,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ICU_kpi_006_2026_09,True,False,"eligible forecast, single governed source"
HOSP-001,DEPT-ICU,DEPT-ICU,2026,10,kpi_006,kpi_006,FORECAST,2.4,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ICU_kpi_006_2026_10,True,False,"eligible forecast, single governed source"
HOSP-001,DEPT-ICU,DEPT-ICU,2026,11,kpi_006,kpi_006,FORECAST,2.3,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ICU_kpi_006_2026_11,True,False,"eligible forecast, single governed source"
HOSP-001,DEPT-ICU,DEPT-ICU,2026,12,kpi_006,kpi_006,FORECAST,2.2,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ICU_kpi_006_2026_12,True,False,"eligible forecast, single governed source"
HOSP-001,DEPT-MW,DEPT-MW,2026,8,kpi_001,kpi_001,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,9,kpi_001,kpi_001,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,10,kpi_001,kpi_001,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,11,kpi_001,kpi_001,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,12,kpi_001,kpi_001,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,8,kpi_002,kpi_002,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,9,kpi_002,kpi_002,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,10,kpi_002,kpi_002,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,11,kpi_002,kpi_002,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,12,kpi_002,kpi_002,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,8,kpi_003,kpi_003,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,9,kpi_003,kpi_003,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,10,kpi_003,kpi_003,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,11,kpi_003,kpi_003,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,12,kpi_003,kpi_003,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,8,kpi_004,kpi_004,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,9,kpi_004,kpi_004,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,10,kpi_004,kpi_004,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,11,kpi_004,kpi_004,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,12,kpi_004,kpi_004,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,8,kpi_005,kpi_005,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,9,kpi_005,kpi_005,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,10,kpi_005,kpi_005,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,11,kpi_005,kpi_005,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,12,kpi_005,kpi_005,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,8,kpi_006,kpi_006,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,9,kpi_006,kpi_006,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,10,kpi_006,kpi_006,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,11,kpi_006,kpi_006,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,12,kpi_006,kpi_006,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,8,kpi_001,kpi_001,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,9,kpi_001,kpi_001,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,10,kpi_001,kpi_001,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,11,kpi_001,kpi_001,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,12,kpi_001,kpi_001,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,8,kpi_002,kpi_002,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,9,kpi_002,kpi_002,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,10,kpi_002,kpi_002,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,11,kpi_002,kpi_002,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,12,kpi_002,kpi_002,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,8,kpi_003,kpi_003,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,9,kpi_003,kpi_003,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,10,kpi_003,kpi_003,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,11,kpi_003,kpi_003,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
